AGREEMENT_RK,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,LOAN_DLQ_NUM
61029303,0,66,0,1,1,0,0,7000.0,1,1,0
61029447,0,23,1,0,0,0,0,15000.0,1,1,0
61029449,1,39,1,0,0,1,1,15000.0,1,1,0
61029451,0,50,1,0,1,2,0,25000.0,1,1,0
61029868,1,30,1,0,1,0,0,15000.0,1,1,0
61030057,0,30,1,0,0,2,2,25000.0,1,1,0
61030680,0,47,1,0,1,1,1,19000.0,2,1,1
61030687,1,36,1,0,0,0,0,8000.0,2,0,1
61033748,0,22,1,0,0,0,0,25000.0,1,1,0
61033976,0,49,1,0,1,2,1,6000.0,1,1,0
61033993,0,28,1,0,0,1,1,25000.0,1,1,0
61034219,0,48,1,0,0,0,0,15000.0,1,0,0
61034324,1,42,1,0,0,2,2,21000.0,1,0,0
61036343,0,30,1,0,0,0,0,12000.0,1,1,0
61039219,0,60,1,1,1,1,0,12000.0,1,1,0
61039440,0,41,1,0,1,1,1,12000.0,1,1,0
61039914,0,52,1,1,1,1,1,12000.0,1,1,0
61040249,0,27,1,0,0,1,1,55000.0,1,1,0
61040426,0,66,1,1,1,2,0,12000.0,1,1,0
61040746,0,45,0,1,0,1,0,6000.0,1,1,0
61040867,0,52,1,0,1,0,0,30000.0,1,1,0
61041653,0,48,1,0,1,0,0,6000.0,1,1,0
61043143,0,35,1,0,1,2,2,12000.0,1,1,0
61043217,0,34,1,0,1,1,1,9000.0,1,1,1
61043708,0,54,1,0,1,1,0,13000.0,1,1,0
61043714,0,55,1,1,1,2,0,9500.0,1,1,0
61044494,0,27,1,0,0,2,2,8000.0,1,1,0
61044751,1,27,1,0,0,0,0,15000.0,1,1,0
61045067,0,32,1,0,0,0,0,21000.0,1,1,0
61045307,0,38,1,0,0,2,0,50000.0,1,1,0
61045353,0,32,1,0,1,1,1,12000.0,1,1,0
61046387,0,48,0,1,1,1,1,6000.0,1,1,0
61046946,0,54,1,0,1,2,0,28000.0,1,1,0
61047184,0,38,1,0,1,1,1,29500.0,1,1,0
61047223,0,27,1,0,0,1,1,10000.0,1,1,0
61047386,0,32,1,0,1,1,1,18000.0,1,1,0
61047444,0,34,1,0,1,1,1,6000.0,1,1,0
61047525,0,30,1,0,1,2,0,10000.0,1,1,0
61047805,0,41,1,0,0,1,1,15000.0,1,1,0
61047844,0,28,1,0,0,0,0,10000.0,1,1,0
61047936,0,53,1,0,0,2,0,13000.0,1,1,0
61047955,0,30,1,0,1,2,2,7000.0,1,1,0
61048180,0,32,1,0,0,1,1,35000.0,1,1,0
61048437,0,30,1,0,0,0,0,30000.0,1,1,0
61048447,0,58,0,1,1,2,0,6200.0,1,1,0
61048877,0,36,1,0,1,0,0,15000.0,1,1,0
61048924,0,24,1,0,0,1,1,15000.0,1,1,0
61049635,0,58,1,1,1,0,0,10000.0,1,1,0
61049943,1,28,1,0,1,0,0,15000.0,1,1,0
61050338,0,34,1,0,0,0,0,15000.0,1,1,0
61050362,0,64,1,1,1,0,0,12000.0,1,1,0
61050759,0,64,1,1,0,2,0,30000.0,1,1,0
61051130,0,55,1,1,1,3,0,13000.0,1,1,0
61051390,1,30,1,0,1,2,2,12000.0,1,1,0
61051494,0,50,1,0,1,2,0,18000.0,1,1,0
61051781,0,50,1,0,1,1,0,18000.0,1,1,0
61051822,0,26,1,0,0,1,1,13000.0,1,1,1
61052197,0,52,1,0,1,1,1,11000.0,1,1,0
61052492,0,42,0,1,0,2,1,8000.0,1,1,0
61052509,0,48,1,0,1,1,1,6000.0,1,1,0
61052625,0,62,1,1,1,0,0,10000.0,1,1,0
61053018,0,45,1,0,0,0,0,20000.0,1,1,0
61053507,0,38,1,0,1,1,1,20000.0,1,1,0
61053514,0,47,1,0,0,4,2,8000.0,1,1,0
61053515,0,38,1,0,1,1,1,15000.0,1,1,0
61054011,0,31,1,0,1,1,1,9000.0,1,1,0
61054014,0,37,1,0,0,2,2,12000.0,1,1,0
61054427,1,38,1,0,1,2,1,12000.0,1,1,0
61054475,0,25,1,0,0,0,0,15000.0,1,1,1
61054614,0,37,1,0,1,1,1,15000.0,1,1,0
61054691,0,51,1,0,0,2,0,12000.0,1,1,0
61054803,0,33,1,0,0,1,1,7000.0,1,1,0
61055116,0,49,1,0,1,5,0,30000.0,1,1,0
61055547,0,36,1,0,1,1,1,8000.0,1,1,0
61055679,0,34,1,0,1,1,1,20000.0,1,1,0
61055796,1,22,1,0,0,0,0,19000.0,1,1,0
61056293,0,33,1,0,1,1,1,10000.0,1,1,0
61056448,0,41,1,0,0,0,0,25000.0,1,1,0
61056480,0,23,1,0,0,0,0,14000.0,1,1,0
61056530,0,37,1,0,1,0,0,15000.0,1,1,0
61057081,0,51,1,0,1,2,1,16000.0,1,1,0
61057178,0,51,1,0,0,2,0,10000.0,1,1,0
61057521,0,27,1,0,1,0,0,20000.0,1,1,0
61057603,0,32,1,0,1,0,0,8000.0,1,1,1
61057913,1,41,1,0,1,2,2,12000.0,1,1,0
61058093,0,33,1,0,0,0,0,8000.0,1,1,0
61058162,0,54,0,1,1,0,0,6000.0,1,1,1
61058313,1,27,1,0,0,0,0,17000.0,1,1,0
61058379,0,47,1,0,1,0,0,15000.0,1,1,0
61058867,0,31,1,0,0,1,1,10000.0,1,1,0
61058929,0,41,1,0,1,2,1,6000.0,1,1,0
61059153,0,36,1,0,1,0,0,18000.0,1,1,0
61059312,0,39,1,0,0,2,2,20000.0,1,1,0
61059338,0,44,1,0,1,2,1,10500.0,1,1,0
61059343,0,66,1,1,0,1,0,25000.0,1,1,0
61059467,0,33,1,0,0,1,1,18000.0,1,1,0
61060050,0,54,1,0,1,2,0,15000.0,1,1,0
61060652,0,48,1,0,1,1,0,30000.0,1,1,0
61060969,0,34,1,0,1,1,1,7000.0,1,1,0
61061205,0,47,1,0,1,1,0,7000.0,1,1,1
61061578,0,52,1,0,1,0,0,6000.0,1,1,0
61061679,0,52,1,0,1,2,0,8500.0,1,1,0
61062069,1,27,1,0,0,1,1,10000.0,1,1,0
61062103,0,38,1,0,1,0,0,8500.0,1,1,0
61062969,0,48,1,0,1,2,0,14000.0,1,1,0
61063307,0,61,1,1,1,0,0,13000.0,1,1,0
61063535,0,38,1,0,0,1,0,15000.0,1,1,0
61063953,0,33,1,0,0,1,1,15000.0,1,1,0
61064119,1,29,1,0,0,1,1,7000.0,1,0,0
61064339,0,26,1,0,0,2,2,10000.0,1,0,0
61064351,0,56,0,1,1,0,0,5000.0,1,0,0
61064523,0,58,1,0,1,1,0,15000.0,1,1,0
61064684,0,43,1,0,1,0,1,7000.0,1,1,0
61064693,0,36,1,0,0,2,2,9000.0,1,1,0
61065277,0,54,0,1,1,2,0,4500.0,1,1,0
61065897,0,37,1,0,0,1,1,15000.0,1,1,0
61066011,0,44,1,0,1,2,2,12000.0,1,1,0
61066177,0,29,1,0,0,0,0,24000.0,1,1,0
61066271,0,42,1,0,1,0,0,20000.0,1,1,0
61066622,0,45,1,0,0,0,0,30000.0,1,1,0
61066669,0,59,0,1,1,0,0,9000.0,1,1,0
61066984,1,25,1,0,0,0,0,30000.0,1,1,0
61067332,1,29,1,0,1,2,2,10000.0,1,1,0
61067340,0,26,1,0,0,1,0,13200.0,2,2,0
61067455,0,22,1,0,0,0,0,15000.0,1,1,0
61067714,0,34,1,0,1,1,1,12000.0,1,1,0
61067719,0,59,1,0,1,0,0,18000.0,1,1,0
61067841,0,50,1,0,1,0,0,10000.0,1,1,0
61068231,1,50,1,0,0,0,0,10000.0,2,0,0
61068291,0,38,1,0,1,1,1,23000.0,1,1,0
61068939,0,59,0,1,1,2,2,11000.0,1,1,0
61068946,0,62,1,0,1,1,0,13000.0,1,1,0
61069152,0,40,1,0,1,0,0,15000.0,1,1,0
61069838,0,37,1,0,0,0,0,30000.0,1,1,0
61069934,0,27,1,0,1,0,0,12000.0,1,1,0
61070169,0,52,1,0,1,1,1,25000.0,1,1,0
61070218,0,40,1,0,0,0,0,13000.0,1,1,0
61070461,0,39,1,0,1,0,0,20000.0,1,1,0
61070825,0,32,1,0,0,1,1,15000.0,1,1,0
61071293,0,29,1,0,1,0,0,15000.0,1,1,0
61071460,1,51,1,0,1,2,0,8000.0,1,1,0
61071582,0,38,1,0,0,0,0,35000.0,1,1,0
61071805,0,34,1,0,1,2,0,12900.0,1,1,0
61072083,0,40,1,0,1,1,0,9000.0,1,1,0
61072361,1,27,1,0,0,1,2,23000.0,1,1,0
61073306,0,60,0,1,1,0,0,12000.0,1,1,0
61073553,0,47,1,0,1,0,0,7000.0,1,1,0
61073584,0,41,1,0,1,1,1,7000.0,1,1,0
61073607,0,56,1,0,1,0,0,15000.0,1,1,0
61073808,0,37,1,0,1,1,1,9500.0,1,1,0
61074448,0,25,1,0,0,1,1,28000.0,1,1,0
61074457,0,29,1,0,0,0,0,10000.0,1,1,0
61074648,0,48,1,0,1,2,0,7000.0,1,1,0
61074718,0,27,1,0,1,2,2,8000.0,1,1,0
61074840,0,63,1,0,1,3,0,10000.0,1,1,0
61075094,1,29,1,0,0,0,0,14000.0,1,1,0
61075159,0,48,1,0,0,0,0,20000.0,1,1,0
61075164,0,29,1,0,0,0,0,15000.0,1,1,0
61075540,0,48,1,0,0,1,1,15000.0,1,1,0
61075685,0,24,1,0,0,0,0,16000.0,1,1,0
61075985,0,29,1,0,0,1,1,21000.0,1,1,0
61076358,0,45,1,0,0,1,1,14000.0,1,1,0
61076422,0,43,1,0,0,2,2,16000.0,1,1,0
61076680,0,34,1,0,1,1,1,13000.0,1,1,0
61076993,0,23,1,0,0,0,0,12000.0,1,1,0
61077193,0,27,1,0,0,1,1,8000.0,1,1,0
61077236,0,50,1,0,1,2,0,13000.0,1,1,0
61077366,0,40,1,0,0,1,1,25000.0,1,1,0
61077421,0,31,1,0,1,1,1,9000.0,1,1,0
61077588,0,37,1,0,0,2,2,25000.0,1,1,0
61077620,0,34,1,0,1,1,1,15000.0,1,1,0
61078527,0,22,1,0,0,1,1,13000.0,1,1,0
61078598,0,54,1,0,1,2,0,20000.0,1,1,0
61078929,0,30,1,0,0,0,0,12000.0,1,1,0
61078947,1,35,1,0,0,0,0,60000.0,1,1,0
61079025,0,51,1,0,1,0,0,10000.0,1,1,0
61079303,0,64,1,0,1,0,0,15000.0,1,1,0
61079617,0,42,1,0,1,2,2,4500.0,1,1,0
61079700,0,38,1,0,0,1,1,16000.0,1,1,0
61079762,0,47,1,0,0,2,0,12000.0,1,1,0
61080487,0,32,1,0,0,1,1,55000.0,1,1,0
61080764,0,33,1,0,1,0,0,40000.0,1,1,0
61081064,0,35,1,0,1,2,2,7000.0,1,1,0
61081067,0,61,0,1,1,0,0,15000.0,1,1,0
61081143,0,35,1,0,1,2,2,18000.0,2,2,0
61081209,0,31,1,0,0,1,1,25000.0,1,1,0
61081259,0,47,1,0,0,1,0,25000.0,1,1,0
61081308,0,37,1,0,1,1,1,5700.0,1,1,0
61081569,0,41,1,0,0,2,2,45000.0,1,1,0
61081705,0,50,1,0,0,0,0,17000.0,1,1,0
61081996,0,52,1,0,1,2,1,25000.0,1,1,0
61082097,0,37,1,0,1,2,2,15000.0,1,1,0
61082371,0,27,1,0,0,0,0,9500.0,1,1,0
61082490,0,25,1,0,0,0,0,20000.0,1,1,0
61082560,1,23,1,0,0,0,0,39000.0,1,1,0
61082604,0,53,1,0,1,2,0,12000.0,1,1,0
61082627,0,50,1,0,1,2,0,10000.0,1,1,0
61082637,0,27,1,0,1,0,0,15000.0,1,1,0
61082644,0,61,0,1,1,0,0,6000.0,1,1,0
61082668,0,31,1,0,1,1,1,10000.0,1,1,0
61082728,0,49,1,0,1,2,2,12000.0,1,1,0
61082889,0,27,1,0,0,1,1,24000.0,1,1,0
61082909,0,56,1,0,1,2,0,9000.0,1,1,0
61099512,0,35,1,0,0,2,2,10000.0,1,1,0
61099540,0,51,0,1,1,2,0,8000.0,1,0,0
61099547,0,53,1,0,1,4,0,8000.0,1,0,0
61099632,0,55,1,0,1,3,0,12000.0,1,1,0
61099680,0,34,1,0,0,1,1,30000.0,1,1,0
61099710,0,61,1,0,0,2,0,25000.0,1,1,0
61099856,0,51,1,0,1,0,0,15000.0,1,1,0
61099922,0,41,1,0,1,2,1,13000.0,1,0,0
61100076,0,61,1,1,1,2,0,10000.0,1,1,0
61100184,0,24,1,0,0,0,0,14000.0,1,1,0
61100233,0,63,1,0,1,1,0,18000.0,1,0,0
61100337,0,47,1,0,0,1,2,18600.0,1,1,0
61100945,0,34,1,0,1,2,2,12000.0,1,1,0
61101094,0,57,1,0,1,0,0,9000.0,1,1,0
61101096,1,46,1,0,1,1,1,6000.0,1,1,0
61101233,0,62,1,1,1,0,0,6500.0,1,1,0
61101298,0,61,0,1,1,2,0,10000.0,1,0,0
61101511,0,46,1,0,0,0,0,18000.0,1,1,0
61101518,0,49,1,0,1,2,0,8000.0,1,0,0
61101544,0,32,1,0,0,1,1,28000.0,1,1,0
61101727,0,40,1,0,1,0,1,26000.0,1,1,0
61101742,0,58,1,1,0,2,0,35000.0,1,0,0
61101821,0,40,1,0,1,2,2,10000.0,1,1,0
61101909,0,31,1,0,1,0,0,12000.0,1,1,0
61101915,0,25,1,0,0,1,1,10000.0,1,1,0
61101962,0,54,0,1,1,3,0,8400.0,1,0,0
61102136,0,31,1,0,0,0,0,7000.0,1,0,0
61102145,0,43,1,0,1,3,0,25000.0,1,0,1
61102217,0,30,1,0,1,0,0,7000.0,1,1,0
61102507,0,51,1,0,1,2,0,5500.0,1,1,0
61102556,0,37,1,0,0,2,2,30000.0,1,1,0
61102777,0,54,1,0,0,1,1,7800.0,1,1,0
61102779,0,35,1,0,1,2,2,7000.0,2,2,0
61102788,0,63,0,1,1,0,0,13000.0,1,0,0
61102831,0,32,1,0,1,0,0,10000.0,1,1,0
61102838,0,37,1,0,0,2,3,9000.0,1,1,0
61102882,0,61,1,1,1,2,0,20000.0,1,1,0
61102892,0,66,0,1,1,0,0,4000.0,1,0,0
61102905,0,44,1,0,0,0,0,10000.0,1,1,0
61103122,0,34,1,0,1,1,1,15000.0,1,1,0
61103131,0,33,1,0,0,1,1,15000.0,1,1,0
61103239,0,36,1,0,1,1,1,13000.0,1,0,0
61103317,0,28,1,0,0,0,0,50000.0,1,0,0
61103587,0,31,1,0,1,1,1,14000.0,1,1,0
61103801,0,34,1,0,0,3,3,45000.0,1,1,0
61104055,0,44,1,0,0,1,0,8500.0,1,0,1
61104324,0,64,0,1,1,1,0,9500.0,1,1,0
61104584,0,42,1,0,0,1,1,12000.0,1,1,0
61104658,0,64,0,1,1,2,0,7000.0,1,1,0
61104883,0,30,1,0,0,0,0,35000.0,1,1,0
61104889,0,22,1,0,0,0,0,15000.0,1,1,0
61104892,0,55,1,0,1,3,0,10000.0,1,1,0
61104911,0,63,0,1,1,0,0,6000.0,1,0,0
61104925,0,34,1,0,1,2,2,13000.0,1,1,0
61105035,0,46,1,0,1,2,0,16000.0,1,1,0
61105058,0,38,1,0,1,1,1,20000.0,1,0,0
61105071,0,56,0,1,1,2,0,3100.0,1,0,0
61105229,0,46,1,0,1,1,0,14000.0,1,0,0
61105334,1,22,1,0,1,0,0,7000.0,1,0,1
61105597,0,61,0,1,1,2,0,5900.0,1,0,0
61105821,0,32,1,0,0,0,0,9000.0,1,0,0
61105964,1,30,1,0,0,2,0,35000.0,1,0,0
61106162,0,34,1,0,1,2,2,9000.0,1,0,0
61106177,0,47,1,0,1,2,1,9000.0,1,0,0
61106186,0,48,1,0,1,2,0,10000.0,1,0,0
61106229,0,31,1,0,0,1,1,13000.0,1,1,0
61106311,1,32,1,0,1,1,1,12000.0,1,1,0
61106544,0,35,1,0,1,1,1,7500.0,1,0,0
61106617,0,27,1,0,0,0,0,17000.0,1,1,0
61106820,1,30,1,0,1,2,2,8600.0,1,1,0
61106888,0,34,1,0,0,0,0,18000.0,1,1,0
61106989,0,28,1,0,1,1,0,8500.0,1,1,0
61106990,0,24,1,0,0,0,0,5000.0,1,1,0
61107215,0,41,1,0,1,0,0,14000.0,1,1,0
61107290,0,33,1,0,0,1,1,10000.0,1,0,0
61107313,0,34,1,0,0,0,0,18000.0,1,1,0
61107403,0,48,1,0,1,2,1,10000.0,1,0,0
61107456,0,38,1,0,0,0,0,20000.0,1,1,0
61107469,0,44,1,0,1,1,1,8000.0,1,0,0
61107700,0,53,1,0,1,0,0,10000.0,1,1,0
61107703,0,40,1,0,1,1,1,4800.0,1,1,0
61107757,0,60,0,1,1,2,0,8000.0,1,1,0
61107824,0,34,1,0,1,1,1,9000.0,1,0,0
61107872,0,35,1,0,0,1,1,20000.0,1,1,0
61107974,0,41,1,0,0,2,2,40000.0,1,1,0
61107992,0,49,1,0,1,2,1,8000.0,1,1,0
61108065,0,33,1,0,1,2,0,21000.0,1,0,0
61108080,0,31,1,0,1,1,1,8000.0,1,1,0
61108151,0,34,1,0,1,1,1,8000.0,1,0,0
61108219,0,38,1,0,0,2,2,15000.0,1,1,0
61108222,1,40,1,0,0,2,2,10000.0,1,1,0
61108281,0,35,1,0,0,0,0,12000.0,1,1,0
61108285,0,40,1,0,1,2,1,6000.0,1,1,0
61108348,0,53,1,0,0,2,0,19000.0,1,1,0
61108365,0,39,1,0,1,0,2,15000.0,1,1,0
61108370,1,32,1,0,1,1,1,21000.0,1,1,0
61108642,0,24,1,0,0,1,1,25000.0,2,0,0
61108706,0,35,1,0,0,1,1,15000.0,1,1,0
61108777,0,53,1,0,0,1,0,6000.0,1,1,0
61108908,0,22,1,0,0,0,0,15000.0,1,1,0
61109040,0,32,1,0,1,1,1,6000.0,1,1,0
61109052,0,37,1,0,1,2,2,14000.0,1,0,0
61109099,0,52,1,0,1,0,0,20000.0,1,1,0
61109170,1,38,1,0,0,3,3,15000.0,1,1,0
61109282,0,27,1,0,0,1,1,20000.0,1,1,0
61109289,0,59,1,0,1,0,0,15000.0,1,1,0
61109318,0,31,1,0,0,1,1,12000.0,2,1,0
61109419,0,27,1,0,0,1,1,15000.0,1,0,0
61109471,0,42,1,0,1,1,1,9000.0,1,1,0
61109614,0,44,1,0,1,1,0,15000.0,1,1,0
61109802,0,49,1,0,1,0,0,14000.0,1,0,0
61109821,0,38,1,0,1,2,2,7250.0,1,1,0
61109861,0,27,1,0,1,0,0,15000.0,1,1,1
61109941,0,37,1,0,0,0,0,40000.0,1,1,0
61109945,0,48,1,0,1,1,1,12000.0,1,1,0
61109946,0,43,1,0,1,2,2,9000.0,1,1,0
61109985,0,45,1,0,1,1,0,15000.0,1,1,0
61110189,0,41,1,0,1,2,2,24000.0,1,1,0
61110249,0,32,1,0,0,1,0,20000.0,1,1,0
61110282,0,31,1,0,0,1,1,17000.0,1,0,0
61110370,0,22,1,0,1,0,1,10000.0,1,0,1
61110409,0,34,1,0,0,2,2,20000.0,1,0,0
61110489,0,27,1,0,0,1,1,25000.0,1,0,0
61110620,0,45,1,0,1,2,0,25000.0,1,1,0
61110628,0,28,1,0,0,0,0,50000.0,1,1,1
61111134,0,24,1,0,1,0,0,15000.0,1,0,1
61111207,0,42,1,0,1,2,2,15000.0,1,0,0
61111218,0,34,1,0,1,0,0,6000.0,1,0,0
61111274,0,56,0,1,1,0,0,7000.0,1,1,0
61111428,0,40,1,0,0,0,0,17000.0,1,0,0
61111470,0,57,1,0,1,1,0,7000.0,1,1,0
61111863,0,30,1,0,1,1,1,16000.0,1,0,0
61111892,0,57,1,1,1,1,1,10900.0,1,1,0
61111922,0,54,1,0,0,2,0,18000.0,2,1,0
61112006,0,47,1,0,0,2,0,27000.0,1,1,1
61112114,0,45,1,0,0,2,1,15000.0,1,1,0
61112226,0,32,1,0,0,0,0,12000.0,1,0,0
61112648,0,48,1,0,1,2,0,16000.0,1,1,0
61112669,0,33,1,0,0,2,2,15000.0,1,1,0
61112942,0,33,0,1,1,1,1,3500.0,1,0,0
61113126,0,27,1,0,0,0,1,12000.0,1,1,0
61113356,0,45,1,0,1,3,1,10000.0,1,0,0
61113358,0,57,1,0,0,0,0,9000.0,1,0,0
61113562,0,57,0,1,1,2,0,9628.0,1,1,0
61113576,0,65,0,1,1,1,0,6000.0,1,1,0
61114068,0,34,1,0,1,2,2,15000.0,1,1,0
61114138,0,52,1,0,1,2,0,12000.0,1,0,0
61114163,0,52,1,0,1,1,0,12000.0,1,0,0
61114202,0,53,1,0,1,4,0,13000.0,1,1,0
61114411,0,22,1,0,0,0,0,10000.0,1,0,0
61114656,0,57,1,0,1,0,0,10000.0,1,1,0
61114757,0,34,1,0,0,2,2,10000.0,1,1,0
61114758,0,35,1,0,1,1,1,12000.0,1,1,0
61114792,0,58,0,1,1,1,0,10000.0,1,1,0
61114793,0,45,1,0,1,1,1,10000.0,1,1,0
61114890,0,28,1,0,0,0,0,12500.0,1,0,0
61115094,0,45,1,0,1,0,0,25000.0,1,0,0
61115169,0,28,1,0,1,0,0,7000.0,1,1,0
61115274,0,40,1,0,0,2,2,30000.0,1,1,0
61115310,0,54,0,1,1,4,0,5000.0,1,0,0
61115655,0,41,1,0,1,2,1,17000.0,1,1,0
61115678,1,34,1,0,0,0,0,15000.0,1,0,0
61115918,0,24,1,0,0,0,0,8000.0,1,0,0
61115961,0,50,1,0,1,1,0,9000.0,1,0,0
61116139,1,41,1,0,0,1,0,40000.0,1,1,0
61116194,1,42,1,0,0,1,1,10000.0,1,0,0
61116200,0,49,1,0,1,0,0,5000.0,1,0,0
61116512,1,47,1,0,1,0,0,10000.0,1,1,0
61116566,0,42,1,0,1,3,0,8000.0,1,0,0
61116602,0,23,1,0,0,1,1,13000.0,2,2,0
61116632,0,30,1,0,1,2,2,20000.0,1,1,0
61116659,0,47,1,1,1,0,0,9000.0,1,1,0
61116682,1,47,1,0,1,0,0,10000.0,1,1,0
61116750,0,33,1,0,1,2,2,7000.0,1,1,1
61116837,0,50,1,0,1,2,0,15000.0,1,0,0
61117160,0,46,1,0,1,2,0,10000.0,1,0,0
61117406,0,52,1,0,1,2,0,5000.0,1,0,0
61117411,1,23,1,0,0,0,0,25000.0,1,1,0
61117426,0,38,1,0,1,2,2,40000.0,1,1,0
61117463,0,47,1,0,0,0,0,16000.0,1,1,0
61117503,0,49,1,0,1,1,0,12000.0,1,0,0
61117568,0,24,1,0,0,0,0,6000.0,1,0,0
61117612,0,32,1,0,0,2,2,18000.0,1,1,0
61117738,0,60,1,1,1,0,0,14000.0,1,0,0
61117794,0,35,1,0,0,0,0,8000.0,1,0,0
61118003,1,30,1,0,1,1,0,35000.0,1,1,0
61118329,0,44,1,0,1,1,1,8000.0,1,1,0
61118691,0,30,1,0,1,1,1,50000.0,1,1,0
61118756,0,60,0,1,1,1,0,5000.0,1,1,0
61118795,0,55,0,1,1,2,0,5000.0,1,1,0
61118925,0,41,1,0,1,0,0,10000.0,1,1,0
61118936,0,54,1,0,1,0,0,15000.0,1,1,0
61119270,0,40,1,0,1,1,1,20000.0,1,1,0
61119299,0,31,1,0,1,1,1,19000.0,1,1,0
61119317,0,28,1,0,0,1,1,30000.0,1,1,0
61119472,1,37,1,0,1,1,1,15000.0,1,1,0
61119490,0,29,1,0,1,1,1,15000.0,1,1,0
61119528,0,49,1,0,1,3,0,19000.0,1,1,0
61119731,1,23,1,0,0,0,0,30000.0,2,1,0
61119770,0,45,1,0,0,1,1,10000.0,1,1,0
61119773,0,49,1,0,0,2,0,25000.0,1,1,0
61119792,0,30,1,0,0,0,0,13000.0,1,1,0
61119841,0,53,0,1,0,0,0,5400.0,1,1,0
61119871,0,30,1,0,0,2,2,18000.0,1,1,0
61119953,0,29,1,0,1,0,0,13000.0,1,1,0
61120064,0,49,1,0,1,0,0,15000.0,1,1,0
61120112,0,33,1,0,1,0,0,15000.0,1,1,0
61120147,0,56,1,0,1,0,0,8000.0,1,1,0
61120252,0,52,0,1,1,0,0,6000.0,1,1,0
61120299,0,45,1,0,0,2,2,8000.0,1,1,0
61120609,0,37,1,0,1,1,1,10000.0,1,1,0
61120820,0,42,1,0,1,2,0,6000.0,1,0,0
61120885,0,60,0,1,1,1,0,16000.0,1,1,0
61121032,0,27,1,0,1,1,1,7000.0,1,1,0
61121145,1,48,1,0,0,1,1,9000.0,1,1,0
61121166,0,57,1,1,1,2,0,8000.0,1,0,0
61121168,0,46,1,0,1,2,0,12000.0,1,0,0
61121292,0,40,1,0,1,2,2,5300.0,1,0,0
61121466,0,63,0,1,0,2,0,5100.0,1,1,0
61121652,0,40,1,0,0,1,1,15000.0,1,0,0
61121711,0,47,1,0,0,1,1,7000.0,1,1,0
61121806,0,33,1,0,0,1,1,20000.0,1,1,0
61121871,0,64,1,0,0,0,0,25000.0,1,1,0
61121878,0,23,1,0,0,0,1,8000.0,1,1,0
61121997,0,32,1,0,0,0,0,15000.0,1,1,0
61122014,0,43,1,0,1,0,0,6000.0,1,0,0
61122045,0,29,1,0,0,1,1,25000.0,1,1,0
61122067,0,31,1,0,0,2,0,30000.0,1,1,0
61122120,0,31,1,0,1,1,1,6000.0,1,1,0
61122184,0,60,1,0,0,0,0,25000.0,1,1,0
61122212,0,44,1,0,1,2,2,6000.0,1,1,0
61122472,1,44,1,0,1,0,0,5000.0,1,1,0
61122719,0,43,1,0,1,0,0,8000.0,1,1,0
61122855,0,32,1,0,1,0,0,18000.0,1,1,0
61122932,1,29,1,0,0,2,2,22000.0,1,1,0
61122957,0,48,1,0,1,0,0,10000.0,1,1,0
61122977,0,52,1,0,0,0,0,12000.0,1,1,0
61123011,0,46,1,0,1,1,0,12500.0,1,0,0
61123199,0,27,1,0,1,1,1,30000.0,1,1,0
61123315,0,23,1,0,0,0,0,15000.0,1,0,0
61123449,0,31,1,0,1,0,0,20000.0,1,1,0
61123622,0,59,0,1,0,2,0,10000.0,1,1,0
61123710,0,42,1,0,0,2,1,13000.0,1,1,0
61123820,0,44,1,0,0,1,1,17000.0,1,1,0
61123961,0,40,1,0,1,1,1,17500.0,1,1,0
61124101,0,33,1,0,0,0,0,13000.0,1,1,0
61124345,0,37,1,0,1,0,0,16000.0,1,1,0
61124560,0,53,1,0,0,1,1,23000.0,1,1,0
61124964,0,47,1,0,1,1,0,75000.0,1,0,1
61125010,0,31,1,0,1,2,2,6000.0,1,1,0
61125092,0,35,1,0,1,2,2,15000.0,1,0,0
61125226,0,59,0,1,1,0,0,9900.0,1,1,0
61125296,0,38,1,0,0,1,1,15000.0,1,1,0
61125580,0,47,1,0,0,1,0,5000.0,1,0,0
61125752,0,57,0,1,1,2,0,8000.0,1,0,0
61125933,0,48,0,1,0,0,0,4500.0,1,0,0
61125970,0,30,1,0,1,1,1,15000.0,1,0,0
61125986,0,34,1,0,0,1,1,25000.0,1,1,0
61126003,0,61,0,1,1,2,0,9000.0,1,1,0
61126543,0,37,1,0,0,2,2,20000.0,1,1,0
61126590,0,39,1,0,0,2,2,12000.0,1,1,0
61126699,0,30,1,0,0,2,2,36000.0,1,0,0
61126785,0,51,1,0,1,0,0,7000.0,1,1,0
61126786,0,64,0,1,1,0,0,5000.0,1,1,0
61126830,0,51,1,0,0,1,1,10000.0,1,1,0
61127169,0,31,1,0,1,2,2,6000.0,1,1,0
61127390,0,37,1,0,0,1,0,24000.0,1,1,0
61127479,0,49,1,0,1,0,0,18000.0,1,1,0
61128012,0,34,1,0,1,4,4,5000.0,1,1,0
61128051,0,30,1,0,0,1,1,15500.0,1,1,0
61128088,0,25,1,0,0,0,0,23000.0,1,1,0
61128204,0,57,0,1,1,0,0,3400.0,1,1,0
61128288,0,37,1,0,1,2,2,6000.0,1,0,0
61128305,1,41,1,0,0,2,2,12000.0,1,1,0
61128460,0,44,1,0,1,1,0,4300.0,1,1,0
