LotArea,LotArea_M,Street,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,ExterCond,Foundation,TotalBsmtSF,TotalBsmtSF_M,Heating,HeatingQC,CentralAir,GrLivArea,GrLivArea_M,Bath,KitchenQual,GarageArea,GarageArea_M,DateSold,SaleCondition,SalePrice
12011,1115.857933,Pave,1Fam,8,5,1998,1998,Gable,Gd,TA,PConc,1086,100.892658,GasA,Ex,Y,1924,178.745372,3,Gd,592,54.998576,6/2006,Normal,280000
7540,700.48862,Pave,1Fam,6,6,1978,1978,Gable,TA,TA,CBlock,888,82.49786399999999,GasA,Ex,Y,912,84.727536,1,TA,470,43.66441,6/2007,Normal,156000
9144,849.505032,Pave,1Fam,5,5,1940,1982,Gable,TA,TA,CBlock,883,82.033349,GasA,Gd,Y,1505,139.819015,1,TA,240,22.29672,7/2008,Normal,145000
7301,678.284803,Pave,1Fam,7,5,2003,2003,Gable,Gd,TA,Slab,0,0.0,GasA,Ex,Y,1922,178.559566,3,Gd,672,62.430816,7/2009,Normal,198500
1680,156.07704,Pave,Twnhs,6,8,1972,2007,Gable,TA,TA,CBlock,483,44.872149,GasA,Gd,Y,987,91.695261,2,Gd,264,24.526392,5/2009,Normal,118000
18800,1746.5764,Pave,1Fam,6,5,1976,1976,Gable,TA,TA,PConc,796,73.950788,GasA,TA,Y,1574,146.229322,3,TA,566,52.583098,7/2006,Normal,190000
10690,993.13307,Pave,1Fam,5,7,1920,1997,Hip,TA,Gd,CBlock,672,62.430816,GasA,Gd,Y,1344,124.861632,1,TA,468,43.478604,7/2009,Normal,147000
9500,882.5785,Pave,1Fam,6,5,1963,1963,Gable,TA,TA,CBlock,1394,129.506782,GasA,Gd,Y,1394,129.506782,2,TA,514,47.752142,7/2009,Normal,159000
9150,850.06245,Pave,1Fam,6,5,1962,1962,Gable,TA,TA,CBlock,1099,102.100397,GasA,Gd,Y,1431,132.944193,1,TA,296,27.499288,12/2008,Normal,165000
7800,724.6434,Pave,1Fam,5,6,1954,1954,Gable,TA,TA,PConc,1268,117.801004,GasA,Gd,Y,1268,117.801004,1,TA,244,22.668332,3/2010,Normal,132000
9830,913.23649,Pave,1Fam,5,7,1959,2006,Gable,TA,Gd,CBlock,1063,98.755889,GasA,Ex,Y,1287,119.566161,1,Gd,576,53.512128,3/2010,Normal,162000
8121,754.465263,Pave,1Fam,6,5,2000,2000,Gable,TA,TA,PConc,953,88.536559,GasA,Ex,Y,1664,154.590592,3,TA,460,42.73538,1/2006,Normal,172400
17120,1590.49936,Pave,1Fam,4,4,1959,1959,Gable,TA,TA,CBlock,0,0.0,GasA,TA,Y,1588,147.529964,2,TA,680,63.17404,7/2008,Normal,134432
7175,666.579025,Pave,TwnhsE,6,5,1984,1984,Gable,TA,TA,CBlock,744,69.119832,GasA,TA,Y,752,69.863056,1,TA,264,24.526392,2/2010,Normal,125000
10634,987.930502,Pave,1Fam,5,6,1953,1953,Gable,TA,TA,PConc,608,56.485024,GasA,TA,Y,1319,122.539057,1,TA,270,25.08381,11/2009,Normal,123000
8200,761.8046,Pave,1Fam,7,5,2003,2004,Gable,Gd,TA,PConc,847,78.688841,GasA,Ex,Y,1928,179.116984,3,Gd,434,40.319902,7/2007,Normal,219500
10020,930.88806,Pave,1Fam,1,1,1922,1950,Gable,Fa,Fa,BrkTil,683,63.452749,GasA,Gd,N,904,83.984312,1,Fa,0,0.0,3/2009,Normal,61000
8846,821.819938,Pave,1Fam,5,5,1996,1996,Gable,Gd,TA,PConc,870,80.82561,GasA,Ex,Y,914,84.913342,1,TA,576,53.512128,7/2006,Normal,148000
11143,1035.218129,Pave,1Fam,8,5,2004,2005,Gable,Gd,TA,PConc,1580,146.78674,GasA,Ex,Y,2466,229.098798,3,Gd,610,56.67083,12/2007,Normal,340000
11394,1058.536782,Pave,1Fam,9,2,2010,2010,Hip,Gd,TA,PConc,1856,172.427968,GasA,Ex,Y,1856,172.427968,2,Ex,834,77.48110199999999,6/2010,Partial,394432
8123,754.651069,Pave,1Fam,6,5,2000,2000,Gable,TA,TA,PConc,982,91.230746,GasA,Ex,Y,1800,167.2254,3,TA,463,43.014089,6/2009,Normal,179000
5000,464.515,Pave,1Fam,5,6,1924,1950,Gable,TA,TA,BrkTil,1026,95.318478,GasA,TA,Y,1691,157.098973,2,Gd,308,28.614124,5/2010,Normal,127000
7200,668.9016,Pave,1Fam,7,5,2006,2006,Gable,Gd,TA,PConc,1293,120.123579,GasA,Ex,Y,1301,120.866803,2,Gd,572,53.140516,8/2006,Partial,187750
9245,858.888235,Pave,1Fam,7,5,2006,2006,Gable,Gd,TA,PConc,939,87.235917,GasA,Ex,Y,1797,166.946691,3,Gd,639,59.365017,4/2007,Normal,213500
9000,836.127,Pave,1Fam,6,3,1928,1950,Gable,TA,TA,BrkTil,784,72.835952,GasA,TA,N,784,72.835952,1,TA,360,33.44508,10/2009,Normal,76000
53107,4933.799621,Pave,1Fam,6,5,1992,1992,Gable,Gd,TA,PConc,1580,146.78674,GasA,Ex,Y,1953,181.439559,3,Gd,501,46.544403,6/2007,Normal,240000
3182,295.617346,Pave,TwnhsE,8,5,2004,2005,Gable,Gd,TA,PConc,1256,116.686168,GasA,Ex,Y,1269,117.893907,2,Gd,430,39.94829,4/2010,Normal,192000
8410,781.31423,Pave,1Fam,5,3,1910,1996,Gambrel,TA,Fa,PConc,658,61.130174,GasA,TA,Y,1184,109.997152,1,TA,0,0.0,5/2006,AdjLand,81000
7200,668.9016,Pave,1Fam,6,6,1976,1976,Hip,TA,TA,CBlock,1041,96.712023,GasA,Ex,Y,1125,104.515875,1,TA,352,32.701856,10/2009,Abnorml,125000
9382,871.615946,Pave,1Fam,7,5,1999,2000,Gable,Gd,TA,PConc,1468,136.381604,GasA,Ex,Y,1479,137.403537,2,Gd,577,53.605031,7/2008,Normal,191000
12474,1158.872022,Pave,1Fam,10,5,2007,2008,Gable,Ex,TA,PConc,1682,156.262846,GasA,Ex,Y,2332,216.649796,3,Ex,846,78.595938,8/2008,Partial,426000
8405,780.849715,Pave,1Fam,5,8,1900,1950,Gable,TA,TA,BrkTil,861,79.98948299999999,GasA,Ex,Y,1367,126.998401,1,TA,384,35.674752,4/2008,Normal,119000
12209,1134.252727,Pave,1Fam,6,5,2001,2002,Gable,TA,TA,PConc,804,74.694012,GasA,Ex,Y,1961,182.182783,3,Gd,560,52.02568,6/2009,Normal,215000
8339,774.718117,Pave,1Fam,5,7,1959,1959,Gable,TA,TA,Slab,0,0.0,GasA,TA,Y,882,81.940446,1,TA,294,27.313482,7/2007,Normal,106500
7446,691.755738,Pave,1Fam,4,5,1941,1950,Gable,TA,TA,CBlock,788,73.207564,GasA,TA,Y,788,73.207564,1,TA,0,0.0,4/2006,Abnorml,100000
10134,941.479002,Pave,1Fam,5,6,1940,1950,Gable,TA,TA,CBlock,735,68.283705,GasA,Gd,Y,1034,96.061702,1,TA,240,22.29672,7/2007,Normal,109000
9571,889.174613,Pave,1Fam,5,6,1956,1956,Gable,TA,TA,CBlock,1144,106.281032,GasA,TA,Y,1144,106.281032,1,TA,596,55.370188,6/2010,Normal,129000
7200,668.9016,Pave,1Fam,5,5,1972,1972,Hip,TA,TA,CBlock,894,83.055282,GasA,TA,Y,894,83.055282,1,TA,600,55.7418,9/2009,Normal,123000
7590,705.13377,Pave,1Fam,5,5,1962,1962,Gable,TA,TA,CBlock,864,80.268192,GasA,TA,Y,1812,168.340236,2,TA,264,24.526392,7/2007,Normal,169500
8967,833.061201,Pave,1Fam,5,2,1920,1950,Gable,TA,Fa,BrkTil,961,89.279783,GasA,Gd,Y,1077,100.056531,1,TA,338,31.401214,11/2007,Abnorml,67000
8125,754.836875,Pave,1Fam,7,5,2006,2007,Gable,Gd,TA,PConc,1092,101.450076,GasA,Ex,Y,1550,143.99965,2,Gd,438,40.691514,10/2009,Normal,241000
14963,1390.107589,Pave,TwnhsE,8,5,1996,1996,Gable,Gd,TA,PConc,1260,117.05778,GasA,Ex,Y,1288,119.659064,2,Ex,500,46.4515,12/2008,Normal,245500
8767,814.480601,Pave,1Fam,7,5,2005,2005,Gable,Gd,TA,PConc,1310,121.70293,GasA,Ex,Y,1310,121.70293,2,Gd,400,37.1612,7/2006,Partial,164990
10200,947.6106,Pave,1Fam,5,8,1940,1997,Gable,TA,TA,PConc,672,62.430816,GasA,Ex,Y,672,62.430816,1,TA,240,22.29672,8/2008,Normal,108000
12090,1123.19727,Pave,1Fam,8,5,1998,1998,Hip,Gd,TA,PConc,1141,106.002323,GasA,Gd,Y,2263,210.239489,3,Gd,420,39.01926,7/2006,Abnorml,258000
10364,962.846692,Pave,1Fam,6,5,1995,1996,Gable,TA,TA,PConc,806,74.879818,GasA,Gd,Y,1572,146.043516,3,TA,373,34.652819,5/2007,Normal,168000
9991,928.193873,Pave,1Fam,4,4,1976,1993,Gable,TA,TA,CBlock,1281,119.008743,GasA,Ex,Y,1620,150.50286,2,TA,490,45.52247,6/2009,Normal,150000
10480,973.62344,Pave,1Fam,6,5,1936,1950,Gable,TA,TA,BrkTil,1064,98.848792,GasA,Ex,Y,1639,152.268017,1,TA,240,22.29672,3/2008,Normal,115000
15576,1447.057128,Pave,1Fam,6,7,1915,1976,Gable,TA,TA,BrkTil,840,78.03852,GasA,Ex,Y,1680,156.07704,2,TA,308,28.614124,3/2008,Normal,177000
14154,1314.949062,Pave,1Fam,7,5,2006,2006,Gable,Gd,TA,PConc,1063,98.755889,GasA,Ex,Y,2172,201.785316,3,Gd,947,87.979141,8/2007,Partial,280000
10800,1003.3524,Pave,1Fam,8,5,2007,2008,Gable,Gd,TA,PConc,1034,96.061702,GasA,Ex,Y,2078,193.052434,3,Ex,836,77.666908,4/2008,Partial,339750
9571,889.174613,Pave,1Fam,5,3,1958,1958,Gable,TA,Fa,CBlock,1276,118.544228,GasA,TA,Y,1276,118.544228,1,TA,350,32.51605,6/2009,Abnorml,60000
34650,3219.08895,Pave,2fmCon,5,5,1955,1955,Hip,TA,TA,CBlock,1056,98.105568,GasA,TA,N,1056,98.105568,1,TA,572,53.140516,1/2006,Normal,145000
4403,409.051909,Pave,1Fam,7,5,2009,2009,Gable,Ex,TA,PConc,1470,136.56741,GasA,Ex,Y,1478,137.310634,3,Gd,484,44.965052,6/2010,Partial,222000
8960,832.41088,Pave,1Fam,5,6,1927,1950,Gable,TA,TA,CBlock,1008,93.646224,GasA,Gd,Y,1028,95.504284,1,TA,360,33.44508,3/2010,Normal,115000
11228,1043.114884,Pave,1Fam,7,5,1993,1993,Gable,Gd,TA,PConc,1080,100.33524,GasA,Ex,Y,2097,194.817591,3,Gd,678,62.988234,12/2008,Normal,228000
8899,826.743797,Pave,1Fam,7,5,2007,2007,Gable,Gd,TA,PConc,1340,124.49002,GasA,Ex,Y,1340,124.49002,2,Gd,396,36.789588,8/2007,Partial,181134
7844,728.731132,Pave,1Fam,6,7,1978,1978,Hip,TA,TA,CBlock,672,62.430816,GasA,TA,Y,1400,130.0642,2,TA,440,40.87732,3/2006,Normal,149500
22420,2082.88526,Pave,1Fam,6,6,1918,1950,Hip,TA,TA,BrkTil,1370,127.27711,GasW,TA,N,2624,243.777472,3,TA,864,80.268192,11/2007,Normal,239000
8160,758.08848,Pave,1Fam,5,6,1940,1950,Gable,TA,TA,BrkTil,756,70.234668,GasA,Fa,N,1134,105.352002,2,TA,240,22.29672,4/2007,AdjLand,126000
8450,785.03035,Pave,1Fam,5,6,1968,1968,Gable,TA,TA,CBlock,1056,98.105568,GasA,Ex,Y,1056,98.105568,1,TA,304,28.242512,7/2010,Normal,142000
7060,655.89518,Pave,Duplex,7,5,1997,1998,Gable,TA,Gd,PConc,1344,124.861632,GasA,Ex,Y,1344,124.861632,2,TA,784,72.835952,11/2008,Alloca,206300
16635,1545.441405,Pave,1Fam,6,7,1977,2000,Gable,Gd,TA,CBlock,1602,148.830606,GasA,Gd,Y,1602,148.830606,2,Gd,529,49.145687,6/2009,Normal,215000
21750,2020.64025,Pave,1Fam,5,5,1954,1954,Hip,TA,TA,CBlock,988,91.788164,GasA,Ex,Y,988,91.788164,1,TA,520,48.30956,2/2008,Normal,113000
9200,854.7076,Pave,1Fam,8,5,1998,1998,Gable,Gd,TA,PConc,1470,136.56741,GasA,Gd,Y,2630,244.33489,3,Gd,696,64.660488,6/2008,Normal,315000
9000,836.127,Pave,1Fam,6,5,1956,1956,Gable,TA,TA,CBlock,1196,111.111988,GasA,Gd,Y,1196,111.111988,1,TA,297,27.592191,5/2008,Normal,139000
3378,313.826334,Pave,1Fam,7,8,1946,1992,Gable,TA,Gd,CBlock,651,60.479853,GasA,Gd,Y,1389,129.042267,2,TA,240,22.29672,9/2009,Normal,135000
12800,1189.1584,Pave,1Fam,7,5,1989,1989,Gable,Gd,TA,PConc,1518,141.026754,GasA,Gd,Y,1644,152.732532,2,Gd,569,52.861807,8/2009,Normal,275000
8593,798.315479,Pave,1Fam,4,6,1957,1957,Hip,TA,TA,CBlock,907,84.263021,GasA,Ex,Y,907,84.263021,1,TA,352,32.701856,7/2008,Normal,109008
6762,628.210086,Pave,1Fam,7,5,2007,2007,Gable,Gd,TA,PConc,1208,112.226824,GasA,Ex,Y,1208,112.226824,2,Gd,628,58.343084,9/2007,Partial,195400
11457,1064.389671,Pave,1Fam,6,5,1988,1988,Gable,TA,TA,CBlock,1392,129.320976,GasA,TA,Y,1412,131.179036,2,Gd,576,53.512128,3/2009,Normal,175000
1680,156.07704,Pave,Twnhs,6,5,1971,1971,Gable,TA,TA,CBlock,483,44.872149,GasA,TA,Y,987,91.695261,2,TA,264,24.526392,7/2008,Abnorml,85400
5586,518.956158,Pave,1Fam,6,7,1920,1998,Gable,TA,TA,BrkTil,901,83.705603,GasA,Gd,Y,1198,111.297794,1,TA,0,0.0,9/2008,Abnorml,79900
1920,178.37376,Pave,TwnhsE,5,5,1971,1971,Gable,TA,TA,CBlock,765,71.070795,GasA,Ex,Y,1365,126.812595,2,TA,440,40.87732,8/2007,Normal,122500
10839,1006.975617,Pave,1Fam,6,5,1997,1998,Gable,TA,TA,PConc,926,86.028178,GasA,Ex,Y,1604,149.016412,3,TA,470,43.66441,7/2008,Normal,181000
1890,175.58667,Pave,Twnhs,4,7,1972,1972,Gable,TA,Gd,CBlock,630,58.52889,GasA,Gd,Y,630,58.52889,1,TA,0,0.0,6/2008,Normal,81000
10667,990.996301,Pave,1Fam,7,6,1996,1996,Gable,Gd,TA,PConc,799,74.229497,GasA,Ex,Y,1661,154.311883,3,Gd,550,51.09665,4/2009,Normal,212000
4400,408.7732,Pave,1Fam,6,8,1920,1950,Gable,TA,TA,BrkTil,648,60.201144,GasA,TA,Y,1118,103.865554,1,TA,440,40.87732,10/2006,Normal,116000
6000,557.418,Pave,1Fam,6,7,1926,2004,Gable,Gd,TA,PConc,884,82.126252,GasA,Gd,Y,904,83.984312,1,TA,180,16.72254,1/2009,Normal,119000
4280,397.62484,Pave,1Fam,5,6,1913,2002,Gable,TA,TA,PConc,440,40.87732,GasA,TA,N,694,64.474682,1,Gd,352,32.701856,3/2007,Normal,90350
12354,1147.723662,Pave,1Fam,6,8,1920,2000,Gable,TA,TA,BrkTil,684,63.545652,GasA,Gd,Y,1196,111.111988,1,Gd,528,49.052784,8/2009,Normal,110000
15431,1433.586193,Pave,1Fam,10,5,2008,2008,Hip,Ex,TA,PConc,3094,287.441882,GasA,Ex,Y,2402,223.153006,2,Ex,672,62.430816,4/2009,Normal,555000
12108,1124.869524,Pave,Duplex,4,4,1955,1955,Gable,TA,TA,CBlock,1440,133.78032,GasA,TA,N,1440,133.78032,2,Fa,0,0.0,9/2008,Normal,118000
6240,579.7147199999999,Pave,1Fam,5,7,1930,1992,Gable,TA,TA,PConc,1078,100.149434,GasA,TA,Y,1573,146.136419,2,TA,360,33.44508,6/2008,Normal,162900
3922,364.365566,Pave,TwnhsE,7,5,2006,2007,Gable,Gd,TA,PConc,1258,116.871974,GasA,Ex,Y,1258,116.871974,2,Gd,648,60.201144,6/2007,Partial,172500
8750,812.90125,Pave,1Fam,7,5,1994,1995,Gable,Gd,Gd,PConc,915,85.00624499999999,GasA,Ex,Y,1908,177.258924,3,Gd,493,45.801179,7/2008,Normal,210000
9855,915.559065,Pave,1Fam,6,5,1956,1956,Hip,TA,TA,CBlock,1436,133.408708,GasA,Fa,Y,1689,156.913167,1,TA,480,44.59344,11/2009,Normal,127500
16492,1532.156276,Pave,1Fam,6,6,1966,2002,Gable,Gd,TA,CBlock,1517,140.933851,GasA,Ex,Y,1888,175.400864,3,Gd,578,53.697934,6/2010,Normal,190000
11214,1041.814242,Pave,1Fam,7,5,1998,1999,Gable,Gd,TA,PConc,930,86.39979,GasA,Gd,Y,1886,175.215058,3,Gd,431,40.041193,7/2006,Normal,199900
8600,798.9658,Pave,1Fam,6,6,1937,1950,Gable,TA,TA,BrkTil,780,72.46433999999999,GasA,TA,Y,1376,127.834528,2,TA,198,18.394794,6/2006,Normal,119500
6000,557.418,Pave,1Fam,3,7,1948,2002,Gable,TA,Gd,CBlock,649,60.294047,GasA,Ex,Y,1183,109.904249,2,TA,308,28.614124,6/2007,Normal,120000
5684,528.060652,Pave,1Fam,6,8,1930,2005,Hip,TA,TA,BrkTil,813,75.530139,GasA,Ex,Y,813,75.530139,1,Gd,270,25.08381,6/2006,Normal,110000
70761,6573.909183,Pave,1Fam,7,5,1975,1975,Gable,TA,TA,CBlock,1533,142.420299,GasA,TA,Y,1533,142.420299,2,Gd,576,53.512128,12/2006,Normal,280000
9303,864.276609,Pave,1Fam,6,5,1996,1997,Hip,Gd,TA,PConc,872,81.011416,GasA,Ex,Y,1756,163.137668,3,TA,422,39.205066,7/2007,Normal,204000
9000,836.127,Pave,1Fam,8,5,2008,2008,Gable,Gd,TA,PConc,768,71.349504,GasA,Ex,Y,1590,147.71577,3,Gd,676,62.802428,6/2009,Normal,210000
9297,863.719191,Pave,Duplex,5,5,1976,1976,Gable,TA,TA,CBlock,1728,160.536384,GasA,TA,Y,1728,160.536384,2,TA,560,52.02568,7/2006,Family,188000
9600,891.8688,Pave,1Fam,7,6,1973,1973,Hip,TA,TA,CBlock,1242,115.385526,GasA,Fa,Y,1242,115.385526,2,TA,528,49.052784,9/2007,Normal,175500
4571,424.659613,Pave,1Fam,5,5,1916,1950,Gable,TA,TA,BrkTil,624,57.971472,GasA,Fa,N,1344,124.861632,1,TA,513,47.659239,5/2008,Abnorml,98000
53227,4944.947981,Pave,1Fam,4,6,1954,1994,Flat,TA,TA,CBlock,1364,126.719692,GasA,Ex,Y,1663,154.497689,1,Gd,529,49.145687,3/2008,Normal,256000
5100,473.8053,Pave,1Fam,8,7,1925,1996,Hip,TA,Gd,PConc,588,54.626964,GasA,Fa,Y,1666,154.776398,1,Gd,228,21.181884,6/2008,Normal,161000
7015,651.714545,Pave,1Fam,5,4,1950,1950,Gable,TA,TA,CBlock,709,65.868227,GasA,TA,Y,1203,111.762309,1,Gd,352,32.701856,7/2009,Normal,110000
8004,743.595612,Pave,1Fam,8,5,2009,2009,Gable,Gd,TA,PConc,832,77.295296,GasA,Ex,Y,1935,179.767305,3,TA,552,51.282456,12/2009,Partial,263435
7200,668.9016,Pave,1Fam,7,9,1936,2007,Gable,Gd,Gd,PConc,560,52.02568,GasA,Ex,Y,1135,105.444905,1,Gd,576,53.512128,4/2009,Normal,155000
8281,769.329743,Pave,1Fam,5,5,1965,1965,Gable,TA,TA,CBlock,864,80.268192,GasA,Gd,Y,864,80.268192,1,TA,360,33.44508,12/2009,Normal,62383
11988,1113.721164,Pave,1Fam,6,7,1934,1995,Hip,TA,TA,CBlock,715,66.425645,GasA,Fa,Y,1660,154.21898,2,TA,240,22.29672,8/2008,Normal,188700
8430,783.17229,Pave,1Fam,5,5,1978,1978,Gable,TA,TA,CBlock,1040,96.61912,GasA,TA,Y,1040,96.61912,2,TA,0,0.0,8/2009,Normal,124000
3072,285.398016,Pave,TwnhsE,7,5,2004,2004,Hip,Gd,TA,PConc,1375,127.741625,GasA,Ex,Y,1414,131.364842,2,Gd,398,36.975394,5/2006,Normal,178740
10628,987.373084,Pave,1Fam,7,5,1970,1970,Flat,TA,Gd,CBlock,1277,118.637131,GasA,TA,Y,1277,118.637131,1,TA,526,48.866978,4/2007,Normal,167000
9480,880.7204399999999,Pave,1Fam,5,7,1942,1995,Gable,TA,TA,CBlock,728,67.633384,GasA,Ex,Y,1644,152.732532,2,Gd,312,28.985736,6/2007,Normal,146500
11428,1061.695484,Pave,1Fam,8,5,2006,2006,Gable,Gd,TA,PConc,1626,151.060278,GasA,Ex,Y,1634,151.803502,2,Gd,866,80.453998,5/2007,Normal,250000
9291,863.161773,Pave,1Fam,6,5,1993,1993,Gable,Gd,TA,PConc,832,77.295296,GasA,Ex,Y,1710,158.86413,3,Gd,506,47.008918,6/2008,Normal,187000
6820,633.59846,Pave,TwnhsE,8,5,1985,1985,Gable,Gd,TA,PConc,1488,138.239664,GasA,TA,Y,1502,139.540306,2,Gd,528,49.052784,6/2010,Normal,212000
11952,1110.376656,Pave,1Fam,7,6,1977,1977,Mansard,TA,TA,CBlock,808,75.065624,GasA,TA,Y,1969,182.926007,3,TA,534,49.610202,11/2007,Normal,190000
3675,341.418525,Pave,TwnhsE,6,5,2005,2005,Gable,TA,TA,PConc,547,50.817941,GasA,Ex,Y,1072,99.592016,1,TA,525,48.774075,6/2008,Normal,148000
14977,1391.408231,Pave,1Fam,8,5,2006,2007,Gable,Gd,TA,PConc,1976,183.576328,GasA,Ex,Y,1976,183.576328,2,Gd,908,84.355924,7/2007,Partial,440000
5330,495.17299,Pave,TwnhsE,8,5,2000,2000,Gable,Gd,TA,PConc,1494,138.797082,GasA,Ex,Y,1652,153.475756,2,Ex,499,46.358597,8/2007,Normal,251000
8480,787.81744,Pave,1Fam,5,6,1963,1963,Hip,TA,TA,CBlock,970,90.11591,GasA,TA,Y,970,90.11591,1,TA,624,57.971472,7/2007,Normal,132500
13125,1219.351875,Pave,1Fam,6,5,1997,1998,Gable,TA,TA,PConc,1478,137.310634,GasA,Ex,Y,1493,138.704179,2,Gd,508,47.194724,4/2008,Normal,208900
13693,1272.120779,Pave,1Fam,9,5,2006,2006,Hip,Ex,TA,PConc,2153,200.020159,GasA,Ex,Y,2643,245.542629,3,Ex,694,64.474682,3/2007,Normal,380000
10637,988.209211,Pave,1Fam,8,5,2007,2008,Hip,Gd,TA,PConc,1705,158.399615,GasA,Ex,Y,1718,159.607354,2,Gd,826,76.737878,9/2009,Normal,297000
5925,550.450275,Pave,1Fam,4,7,1937,2000,Hip,TA,TA,BrkTil,907,84.263021,GasA,TA,Y,1131,105.073293,1,TA,672,62.430816,3/2007,Alloca,89471
16033,1489.513799,Pave,1Fam,9,5,2004,2005,Hip,Gd,TA,PConc,1833,170.291199,GasA,Ex,Y,1850,171.87055,2,Gd,772,71.721116,3/2006,Normal,326000
11846,1100.528938,Pave,1Fam,9,5,2003,2004,Hip,Gd,TA,PConc,1792,166.482176,GasA,Ex,Y,1792,166.482176,2,Ex,874,81.197222,8/2006,Normal,374000
2500,232.2575,Pave,1Fam,7,8,1915,2005,Gable,Gd,TA,PConc,910,84.54173,GasA,Ex,Y,1826,169.640878,2,Ex,164,15.236092,6/2009,Normal,155000
4500,418.0635,Pave,Twnhs,6,5,1998,1998,Hip,TA,TA,PConc,1216,112.970048,GasA,Ex,Y,1216,112.970048,2,TA,402,37.347006,5/2006,Normal,164000
7758,720.741474,Pave,1Fam,5,7,1962,2001,Gable,TA,Gd,CBlock,999,92.810097,GasA,Gd,Y,999,92.810097,1,Gd,264,24.526392,3/2007,Normal,132500
9600,891.8688,Pave,1Fam,5,7,1950,2007,Gable,Gd,TA,CBlock,1113,103.401039,GasA,Gd,Y,1113,103.401039,1,Gd,264,24.526392,7/2009,Normal,147000
10289,955.878967,Pave,1Fam,5,7,1965,1965,Hip,TA,TA,CBlock,1073,99.684919,GasA,TA,Y,1073,99.684919,2,TA,515,47.845045,6/2007,Normal,156000
12243,1137.411429,Pave,1Fam,5,6,1971,1971,Gable,TA,TA,CBlock,1484,137.868052,GasA,Gd,Y,1484,137.868052,2,TA,487,45.243761,2/2007,Normal,175000
10800,1003.3524,Pave,2fmCon,5,4,1900,1970,Gable,TA,Fa,CBlock,954,88.629462,GasA,TA,N,2414,224.267842,2,TA,520,48.30956,5/2006,Normal,160000
1526,141.769978,Pave,Twnhs,4,8,1970,2002,Gable,TA,Gd,CBlock,630,58.52889,GasA,TA,Y,630,58.52889,1,Gd,286,26.570258,5/2009,Normal,86000
2665,247.586495,Pave,TwnhsE,5,6,1976,1976,Gable,TA,TA,PConc,264,24.526392,GasA,TA,Y,1304,121.145512,2,TA,336,31.215408,6/2008,Normal,115000
9490,881.64947,Pave,1Fam,6,7,1941,1950,Gable,TA,TA,CBlock,806,74.879818,GasA,TA,Y,1578,146.600934,1,Fa,240,22.29672,8/2006,Normal,133000
15578,1447.242934,Pave,1Fam,6,5,2006,2006,Gable,Gd,TA,PConc,728,67.633384,GasA,Gd,Y,1456,135.266768,3,TA,429,39.855387,5/2006,Partial,172785
7931,736.813693,Pave,1Fam,5,6,1960,1960,Gable,TA,TA,CBlock,1269,117.893907,GasA,TA,Y,1269,117.893907,2,TA,308,28.614124,6/2008,Normal,155000
5784,537.350952,Pave,1Fam,5,8,1938,1996,Gable,TA,TA,BrkTil,190,17.65157,GasA,Gd,Y,886,82.312058,1,TA,273,25.362519,12/2009,Normal,91300
7879,731.982737,Pave,1Fam,4,5,1920,1950,Gable,TA,TA,CBlock,720,66.89016,GasA,TA,N,720,66.89016,1,TA,0,0.0,11/2009,Abnorml,34900
12692,1179.124876,Pave,1Fam,8,5,1992,1993,Hip,Gd,TA,PConc,3200,297.2896,GasA,Ex,Y,3228,299.890884,3,Gd,546,50.725038,5/2007,Normal,430000
9120,847.27536,Pave,1Fam,7,6,1925,1950,Gable,TA,Gd,PConc,1026,95.318478,GasA,Ex,Y,1820,169.08346,2,TA,240,22.29672,6/2008,Normal,184000
7800,724.6434,Pave,1Fam,5,7,1967,2004,Hip,TA,TA,PConc,864,80.268192,GasA,Ex,Y,899,83.519797,1,Gd,288,26.756064,6/2009,Normal,130000
7535,700.024105,Pave,1Fam,5,7,1958,1985,Gable,TA,TA,CBlock,912,84.727536,GasA,Fa,Y,912,84.727536,1,TA,297,27.592191,6/2007,Normal,120000
1890,175.58667,Pave,Twnhs,6,5,1973,1973,Gable,TA,TA,CBlock,672,62.430816,GasA,TA,Y,1218,113.155854,2,TA,264,24.526392,5/2007,Normal,113000
9803,910.728109,Pave,1Fam,7,5,2005,2005,Gable,Gd,TA,PConc,866,80.453998,GasA,Gd,Y,1768,164.252504,3,Gd,603,56.020509,2/2008,Normal,226700
9170,851.92051,Pave,1Fam,5,7,1965,1965,Hip,TA,TA,CBlock,1214,112.784242,GasA,Ex,Y,1214,112.784242,1,TA,461,42.828283,4/2007,Normal,140000
15602,1449.472606,Pave,1Fam,7,8,1959,1997,Gable,TA,TA,CBlock,1501,139.447403,GasA,TA,Y,1801,167.318303,2,TA,484,44.965052,3/2010,Normal,289000
2308,214.420124,Pave,TwnhsE,6,5,1974,1974,Gable,TA,TA,CBlock,855,79.432065,GasA,TA,Y,1322,122.817766,3,TA,440,40.87732,6/2009,Normal,147000
7596,705.691188,Pave,Duplex,5,5,1952,1952,Hip,TA,TA,CBlock,960,89.18688,GasA,Gd,Y,1960,182.08988,2,TA,400,37.1612,7/2009,Normal,124500
9554,887.595262,Pave,1Fam,8,5,1993,1994,Gable,Gd,TA,PConc,777,72.185631,GasA,Ex,Y,1911,177.537633,3,Gd,471,43.757313,9/2006,Normal,215000
