model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 C Class,2018.6666666666667,9850,Automatic,51737.0,Petrol,145.0,40.4,2.0
 A Class,2019.0,23490,Manual,3692.0,Petrol,145.0,47.1,1.3
unknown,2017.0,26995,Semi-Auto,32644.0,Diesel,150.0,56.5,2.1
unknown,2019.0,48900,Automatic,50.0,Petrol,145.0,32.1,3.0
 E Class,2019.0,35890,Automatic,8797.0,Hybrid,135.0,134.5,2.0
 E Class,2019.0,37399,Semi-Auto,3896.0,Diesel,145.0,63.9,2.0
 GLC Class,2018.6666666666667,36920,Automatic,8901.0,Diesel,145.0,40.9,2.3333333333333335
 C Class,2016.0,16341,Automatic,48641.0,Hybrid,0.0,134.5,2.0
 E Class,2018.0,24000,Automatic,14648.0,Diesel,145.0,46.333333333333336,2.0
 C Class,2017.0,16500,Manual,9793.0,Petrol,96.66666666666667,52.3,2.0
 X-CLASS,2019.0,23495,Automatic,7995.0,Diesel,260.0,35.8,2.3
unknown,2016.0,15595,Manual,19891.0,Diesel,20.0,68.9,2.0666666666666664
 C Class,2012.0,9400,Automatic,50848.0,Petrol,200.0,40.4,1.8
 C Class,2016.0,13850,Automatic,48641.0,Other,0.0,134.5,2.0
unknown,2018.3333333333333,49980,Semi-Auto,3999.0,Petrol,145.0,52.633333333333326,3.0
unknown,2018.6666666666667,20299,Automatic,9562.0,Diesel,145.0,61.4,2.3666666666666667
 B Class,2019.0,23290,Automatic,2653.0,Diesel,145.0,66.86666666666666,1.6666666666666667
 GL Class,2015.6666666666667,16299,Manual,27511.333333333332,Diesel,20.0,67.3,2.1
unknown,2016.0,11950,Automatic,82177.0,Diesel,100.0,62.63333333333333,2.1
 A Class,2018.6666666666667,16015,Manual,25428.0,Petrol,145.0,53.5,1.6
 A Class,2017.0,31112,Semi-Auto,14687.0,Petrol,96.66666666666667,58.76666666666667,2.0
unknown,2017.0,14995,Manual,26843.0,Diesel,90.0,56.199999999999996,1.5
 GLA Class,2019.0,26400,Semi-Auto,4000.0,Petrol,145.0,35.8,1.6
 C Class,2019.0,32950,Automatic,3061.0,Petrol,145.0,68.6,2.0
 C Class,2013.0,11900,Semi-Auto,33925.0,Petrol,160.0,44.8,1.6
 S Class,2018.0,39990,Automatic,25000.0,Diesel,150.0,52.3,2.9
 A Class,2015.0,10490,Automatic,64000.0,Diesel,90.0,59.0,1.5
unknown,2017.0,27782,Semi-Auto,37000.0,Diesel,200.0,47.9,3.0
unknown,2018.0,22899,Automatic,11124.0,Petrol,145.0,56.166666666666664,2.1999999999999997
 E Class,2019.0,58298,Automatic,3144.0,Petrol,145.0,46.166666666666664,4.0
 A Class,2019.0,25495,Automatic,9.0,Petrol,145.0,53.3,1.3
 GL Class,2015.0,16499,Automatic,34609.333333333336,Diesel,125.0,56.5,2.1
unknown,2014.0,15998,Semi-Auto,71657.0,Diesel,200.0,44.8,2.1
 C Class,2017.3333333333333,21190,Semi-Auto,14044.0,Diesel,150.0,61.4,2.1
 C Class,2016.0,31649,Semi-Auto,29810.0,Petrol,300.0,34.5,2.033333333333333
 GLE Class,2016.6666666666667,53995,Semi-Auto,50932.0,Diesel,188.33333333333334,32.8,3.0
unknown,2013.0,10595,Automatic,87100.0,Diesel,138.33333333333334,58.9,2.1
 C Class,2018.6666666666667,31980,Semi-Auto,3162.0,Petrol,145.0,63.9,2.6666666666666665
 C Class,2019.0,24998,Semi-Auto,22400.0,Petrol,145.0,44.1,1.5
 GLA Class,2018.6666666666667,22999,Semi-Auto,13452.0,Diesel,145.0,49.73333333333333,2.1
 E Class,2017.0,21607,Automatic,20112.0,Diesel,165.0,52.3,3.0
unknown,2019.0,29900,Semi-Auto,1342.0,Petrol,145.0,44.1,2.033333333333333
 A Class,2016.6666666666667,24995,Semi-Auto,19392.666666666668,Diesel,103.33333333333333,67.3,1.5
 C Class,2019.0,27980,Automatic,3168.0,Diesel,145.0,55.4,2.0
unknown,2015.0,18495,Manual,12498.0,Petrol,200.0,44.43333333333334,2.3666666666666667
 GLA Class,2018.0,20995,Semi-Auto,13133.0,Diesel,145.0,56.5,2.1
 A Class,2019.0,26455,Automatic,1001.0,Diesel,145.0,66.86666666666666,1.5
unknown,2017.0,22250,Semi-Auto,19225.0,Diesel,145.0,61.03333333333333,2.0
unknown,2017.0,27480,Semi-Auto,39110.0,Diesel,145.0,42.8,3.0
unknown,2018.0,30592,Automatic,7684.0,Diesel,145.0,70.10000000000001,2.0
unknown,2017.0,42489,Automatic,21200.0,Diesel,145.0,51.833333333333336,3.0
 GLA Class,2020.0,26189,Semi-Auto,5000.0,Petrol,145.0,35.8,1.8666666666666665
unknown,2019.0,24980,Semi-Auto,9.0,Petrol,145.0,51.833333333333336,1.3
unknown,2015.0,15200,Automatic,23583.0,Diesel,20.0,62.8,2.1
 E Class,2018.0,25498,Semi-Auto,10267.0,Diesel,145.0,58.9,2.6666666666666665
 C Class,2018.0,20771,Semi-Auto,18321.0,Diesel,145.0,60.1,2.1
 A Class,2017.0,16599,Semi-Auto,26910.666666666668,Petrol,125.0,53.3,1.6666666666666667
unknown,2016.0,19999,Semi-Auto,24137.0,Petrol,145.0,51.4,2.0
unknown,2018.6666666666667,22890,Manual,999.0,Petrol,145.0,47.1,1.3
unknown,2019.0,25000,Semi-Auto,6600.0,Petrol,145.0,44.1,1.5
unknown,2018.0,32748,Automatic,12392.0,Diesel,145.0,45.6,2.1
 CL Class,2016.3333333333333,16747,Manual,19495.0,Diesel,20.0,67.3,2.1
 GLS Class,2017.0,38990,Semi-Auto,23510.0,Diesel,103.33333333333333,54.79999999999999,3.0
 A Class,2016.0,12600,Manual,22940.0,Diesel,30.0,65.7,1.9000000000000001
 A Class,2017.0,22399,Automatic,3994.0,Diesel,65.0,62.8,1.5
unknown,2019.0,30240,Automatic,4612.0,Diesel,145.0,46.333333333333336,1.9333333333333333
 C Class,2019.0,30249,Semi-Auto,5689.0,Petrol,145.0,44.1,2.0
 GLS Class,2016.6666666666667,38459,Automatic,25237.0,Diesel,305.0,37.2,2.533333333333333
 A Class,2019.0,24890,Semi-Auto,7301.0,Diesel,145.0,56.5,2.0
 GLA Class,2014.0,17998,Semi-Auto,33766.333333333336,Petrol,200.0,49.56666666666666,2.0
 E Class,2017.0,24890,Semi-Auto,18549.333333333332,Diesel,30.0,61.4,2.0
 C Class,2020.0,30990,Automatic,6000.0,Diesel,145.0,48.46666666666666,2.0
 GLA Class,2018.6666666666667,24995,Automatic,5048.0,Petrol,145.0,36.2,2.3333333333333335
 C Class,2019.0,30499,Semi-Auto,9426.0,Diesel,145.0,54.3,2.0
unknown,2018.6666666666667,20000,Automatic,7088.333333333333,Diesel,145.0,61.4,1.4333333333333333
unknown,2018.6666666666667,33530,Automatic,6780.0,Petrol,145.0,45.76666666666667,3.0
 CL Class,2016.0,14399,Manual,21266.0,Diesel,20.0,65.7,2.1
unknown,2014.0,13532,Semi-Auto,31279.0,Diesel,20.0,63.76666666666667,2.1
 GLA Class,2018.6666666666667,19890,Semi-Auto,20969.0,Diesel,145.0,56.5,2.3333333333333335
 C Class,2016.0,18232,Semi-Auto,33285.333333333336,Hybrid,0.0,134.5,2.3666666666666667
unknown,2020.0,24990,Semi-Auto,2533.3333333333335,Diesel,145.0,55.4,1.7666666666666666
 C Class,2018.3333333333333,37199,Semi-Auto,5376.0,Petrol,145.0,52.633333333333326,3.0
unknown,2016.6666666666667,29498,Semi-Auto,22501.0,Diesel,68.33333333333333,65.7,2.1
 CL Class,2015.0,18649,Semi-Auto,47658.0,Petrol,145.0,42.8,2.0
 CLK,2003.0,3495,Automatic,185000.0,Petrol,330.0,17.8,4.3
 E Class,2018.6666666666667,25780,Semi-Auto,14771.0,Diesel,145.0,72.4,2.3666666666666667
 E Class,2014.0,12500,Automatic,42510.0,Diesel,145.0,58.9,2.1
 B Class,2019.0,23799,Semi-Auto,3475.0,Diesel,145.0,60.1,1.5
 E Class,2017.0,19392,Semi-Auto,14352.0,Petrol,160.0,43.5,2.0
 GLA Class,2014.0,15495,Semi-Auto,60895.0,Diesel,145.0,55.4,2.033333333333333
 B Class,2018.6666666666667,22990,Manual,169.0,Petrol,145.0,53.86666666666667,1.3
unknown,2017.3333333333333,14399,Manual,15907.0,Petrol,145.0,53.3,2.0
 E Class,2020.0,45990,Semi-Auto,159.0,Diesel,145.0,45.6,3.0
unknown,2019.0,23540,Semi-Auto,4008.6666666666665,Diesel,145.0,56.833333333333336,2.0
 B Class,2017.0,13250,Semi-Auto,13008.0,Diesel,131.66666666666666,68.9,2.1
unknown,2018.0,24800,Automatic,3318.0,Diesel,145.0,70.10000000000001,2.0
unknown,2018.0,19399,Automatic,34609.333333333336,Diesel,145.0,60.1,2.1
 C Class,2014.0,15990,Automatic,40997.0,Diesel,125.0,60.1,2.066666666666667
 E Class,2019.0,29099,Semi-Auto,11491.666666666666,Diesel,163.33333333333334,49.53333333333333,2.0
 C Class,2016.0,16562,Automatic,49126.0,Hybrid,0.0,134.5,2.0
 X-CLASS,2018.3333333333333,37493,Automatic,8043.0,Diesel,260.0,43.166666666666664,3.0
unknown,2014.0,11100,Semi-Auto,69861.0,Diesel,145.0,56.5,2.0
 A Class,2016.3333333333333,10691,Manual,65631.0,Diesel,20.0,72.4,1.8666666666666665
 A Class,2018.0,19439,Automatic,9385.0,Petrol,145.0,40.13333333333333,1.3
unknown,2018.0,25750,Semi-Auto,6983.0,Diesel,145.0,63.699999999999996,2.3666666666666667
 A Class,2019.0,22980,Semi-Auto,9.0,Diesel,145.0,65.7,1.5
unknown,2018.6666666666667,11900,Manual,43473.0,Diesel,145.0,53.4,1.5
 GLA Class,2016.0,19380,Semi-Auto,23979.0,Diesel,125.0,56.5,2.1
unknown,2018.0,23480,Automatic,13520.0,Diesel,145.0,61.4,2.0
 E Class,2018.0,25500,Automatic,11534.0,Diesel,145.0,61.4,2.3666666666666667
 C Class,2018.0,27725,Automatic,13037.0,Diesel,145.0,43.76666666666667,2.3666666666666667
 A Class,2016.0,16700,Automatic,26979.0,Diesel,20.0,68.9,2.1
 B Class,2019.0,21980,Semi-Auto,6502.0,Petrol,145.0,45.6,1.5999999999999999
unknown,2016.0,35249,Automatic,18400.0,Petrol,190.0,60.56666666666666,3.0
 C Class,2017.0,18899,Semi-Auto,27560.0,Diesel,20.0,59.26666666666667,2.1
 E Class,2015.0,19700,Semi-Auto,37612.333333333336,Petrol,103.33333333333333,51.76666666666667,3.5
 B Class,2019.0,20000,Semi-Auto,11312.0,Petrol,145.0,45.6,1.3
 E Class,2018.0,18600,Automatic,50711.0,Diesel,145.0,72.4,2.0
 GLC Class,2020.0,36995,Semi-Auto,10589.333333333334,Diesel,145.0,57.63333333333333,2.033333333333333
 C Class,2019.0,26280,Semi-Auto,11923.0,Diesel,145.0,64.36666666666667,2.033333333333333
 C Class,2019.0,28995,Semi-Auto,3681.0,Diesel,145.0,64.2,2.0
 A Class,2019.0,25495,Semi-Auto,11600.0,Petrol,145.0,53.3,1.3
 A Class,2018.0,17990,Semi-Auto,16196.0,Diesel,145.0,43.76666666666667,2.3666666666666667
180,2014.0,10799,Manual,39240.0,Diesel,150.0,72.4,1.5
 C Class,2015.0,10791,Manual,34609.333333333336,Diesel,65.0,68.9,2.1
 A Class,2020.0,29900,Automatic,661.0,Petrol,150.0,53.3,2.1
 A Class,2018.0,14900,Manual,20257.0,Petrol,150.0,50.4,1.6
unknown,2015.0,15400,Automatic,46761.333333333336,Diesel,30.0,64.2,2.0666666666666664
 E Class,2018.6666666666667,32980,Semi-Auto,9108.0,Diesel,145.0,45.6,1.5999999999999999
 A Class,2019.0,18499,Semi-Auto,16467.0,Diesel,145.0,65.7,1.5
 GLC Class,2019.0,29000,Semi-Auto,4612.0,Petrol,145.0,46.333333333333336,1.9333333333333333
 E Class,2015.0,11995,Semi-Auto,75229.0,Diesel,103.33333333333333,63.166666666666664,2.1
 A Class,2019.0,25480,Semi-Auto,4008.6666666666665,Diesel,145.0,56.833333333333336,2.0
 A Class,2015.0,15650,Automatic,31976.0,Diesel,20.0,74.3,1.8666666666666665
 A Class,2018.0,18927,Semi-Auto,15013.0,Diesel,145.0,43.76666666666667,2.3666666666666667
 C Class,2019.0,22890,Automatic,6037.0,Petrol,145.0,46.3,1.5
 CL Class,2014.0,20500,Automatic,56137.0,Petrol,200.0,39.8,2.0
unknown,2018.0,41000,Automatic,69479.0,Diesel,145.0,54.93333333333333,3.0
 E Class,2019.0,24799,Semi-Auto,6502.0,Diesel,145.0,72.4,1.7
 C Class,2017.0,23890,Semi-Auto,23479.0,Petrol,145.0,42.2,2.0
 E Class,2018.0,30202,Semi-Auto,20001.0,Diesel,145.0,61.5,2.0
 C Class,2019.0,25199,Semi-Auto,14708.0,Petrol,145.0,47.1,1.5
 C Class,2016.0,13412,Semi-Auto,31801.0,Petrol,125.0,56.0,2.1
 B Class,2019.0,22699,Semi-Auto,13021.0,Petrol,145.0,64.36666666666667,2.033333333333333
 A Class,2015.0,11680,Semi-Auto,55067.0,Diesel,20.0,68.9,1.5
 C Class,2016.0,17399,Semi-Auto,36074.0,Diesel,30.0,64.2,1.6
 E Class,2017.0,19070,Semi-Auto,14352.0,Diesel,150.0,65.7,2.0
 GLE Class,2019.0,45995,Automatic,5000.0,Diesel,145.0,63.9,2.3333333333333335
unknown,2016.0,16375,Automatic,47972.0,Diesel,125.0,56.5,2.1
unknown,2018.0,33688,Semi-Auto,1500.0,Diesel,145.0,44.699999999999996,3.0
 C Class,2019.0,31599,Semi-Auto,3115.0,Diesel,145.0,55.4,2.0
 GLE Class,2020.0,57569,Semi-Auto,1000.0,Diesel,145.0,32.8,2.9
 GLC Class,2016.0,24480,Semi-Auto,41490.0,Diesel,125.0,56.5,2.1
 A Class,2019.0,24508,Semi-Auto,1000.0,Diesel,145.0,65.7,2.0
 C Class,2019.0,25549,Semi-Auto,6502.0,Diesel,145.0,61.4,1.5999999999999999
 E Class,2017.0,22199,Semi-Auto,13402.0,Diesel,145.0,46.866666666666674,2.0
 A Class,2016.3333333333333,20500,Automatic,13386.0,Petrol,145.0,53.3,0.0
unknown,2018.0,18490,Semi-Auto,10857.0,Petrol,145.0,53.3,1.3
 C Class,2018.3333333333333,18000,Automatic,35229.0,Petrol,145.0,49.6,2.0
unknown,2014.0,14941,Semi-Auto,66694.0,Diesel,30.0,67.33333333333333,1.8
 GLE Class,2019.0,71999,Automatic,2704.0,Petrol,145.0,23.7,5.5
 A Class,2016.0,12999,Automatic,49118.666666666664,Diesel,20.0,70.6,1.8666666666666665
 CLS Class,2014.0,11975,Automatic,100552.0,Diesel,158.33333333333334,46.3,3.0
 CL Class,2018.0,18940,Automatic,20000.0,Diesel,150.0,70.6,2.1
unknown,2016.0,14398,Semi-Auto,29002.0,Diesel,20.0,65.7,2.033333333333333
 C Class,2017.0,19980,Semi-Auto,38515.0,Diesel,56.666666666666664,64.2,2.1
 A Class,2016.0,12750,Manual,20458.0,Diesel,100.0,80.7,1.5
 A Class,2018.0,78995,Semi-Auto,8420.0,Petrol,145.0,30.1,4.0
unknown,2018.6666666666667,22991,Manual,3003.0,Petrol,145.0,44.8,1.3
 C Class,2019.0,25950,Automatic,10485.0,Petrol,145.0,64.76666666666667,1.5
unknown,2018.0,29890,Automatic,14287.0,Diesel,145.0,43.76666666666667,2.1
unknown,2020.0,25879,Semi-Auto,6085.666666666667,Petrol,145.0,53.3,1.3
unknown,2020.0,48879,Semi-Auto,40557.666666666664,Petrol,153.33333333333334,24.833333333333332,3.0
 GLA Class,2018.0,24099,Semi-Auto,34609.333333333336,Diesel,106.66666666666667,56.5,2.1
unknown,2008.0,5980,Automatic,60000.0,Petrol,280.0,34.4,1.8
 C Class,2019.0,30999,Semi-Auto,4008.6666666666665,Petrol,145.0,56.833333333333336,2.0
 X-CLASS,2019.0,34500,Automatic,3800.0,Diesel,260.0,35.8,2.3
 E Class,2019.0,33299,Semi-Auto,7550.0,Diesel,145.0,57.7,2.0
 C Class,2018.6666666666667,24244,Automatic,10804.0,Petrol,145.0,66.4,1.6666666666666667
 GLA Class,2018.6666666666667,32000,Semi-Auto,2752.0,Petrol,145.0,38.2,2.0
unknown,2020.0,22495,Automatic,702.0,Petrol,145.0,44.8,1.6
unknown,2018.0,36500,Semi-Auto,10432.333333333334,Diesel,146.66666666666666,48.7,2.9
 GLA Class,2015.6666666666667,17485,Semi-Auto,34609.333333333336,Diesel,125.0,55.4,2.1
 A Class,2019.0,24795,Semi-Auto,4499.0,Petrol,145.0,63.9,2.3333333333333335
 C Class,2019.0,20399,Semi-Auto,13793.0,Diesel,145.0,64.36666666666667,2.0
unknown,2018.0,16868,Semi-Auto,18254.0,Diesel,150.0,74.3,2.1666666666666665
 B Class,2019.0,21549,Semi-Auto,14443.0,Petrol,145.0,45.6,1.3
unknown,2018.0,39991,Automatic,9545.333333333334,Petrol,145.0,44.1,2.0
 GL Class,2016.0,16999,Automatic,34586.0,Diesel,125.0,56.6,2.1
 A Class,2015.0,10000,Manual,81520.0,Diesel,20.0,70.6,1.5
 C Class,2014.0,11999,Semi-Auto,28000.0,Petrol,150.0,47.9,1.6
 C Class,2016.0,20990,Semi-Auto,14704.0,Petrol,150.0,49.6,2.3333333333333335
 E Class,2018.6666666666667,22215,Automatic,27797.0,Diesel,145.0,59.16666666666668,2.6666666666666665
 E Class,2018.0,20800,Automatic,11307.333333333334,Diesel,150.0,72.4,2.6999999999999997
 A Class,2018.6666666666667,18798,Automatic,12697.0,Diesel,145.0,68.9,1.5
 C Class,2018.6666666666667,27990,Automatic,7614.666666666667,Diesel,145.0,50.6,2.0
unknown,2017.0,21000,Automatic,30892.0,Diesel,30.0,54.79999999999999,2.0
 A Class,2014.0,11499,Manual,43830.0,Diesel,20.0,70.6,1.8666666666666665
 GL Class,2015.0,18199,Automatic,51878.0,Diesel,125.0,56.5,2.0666666666666664
unknown,2018.6666666666667,40980,Semi-Auto,19.0,Diesel,145.0,40.9,2.0
unknown,2020.0,31699,Semi-Auto,1000.0,Petrol,145.0,35.8,1.7333333333333334
 E Class,2016.0,17995,Automatic,34000.0,Diesel,20.0,63.4,2.0
 A Class,2019.0,23214,Automatic,6766.666666666667,Diesel,145.0,65.7,1.5
unknown,2014.0,13447,Automatic,39795.0,Diesel,65.0,61.166666666666664,2.1
 V Class,2019.0,20950,Automatic,20500.0,Diesel,145.0,49.73333333333333,2.1
unknown,2013.0,8990,Manual,14309.666666666666,Petrol,145.0,44.1,1.6
unknown,2017.0,17498,Automatic,48931.0,Diesel,55.0,59.26666666666667,2.1
 A Class,2020.0,29995,Semi-Auto,3228.0,Diesel,145.0,56.5,2.0
 C Class,2019.0,25980,Semi-Auto,14284.0,Diesel,145.0,61.4,2.0
 A Class,2017.0,17200,Automatic,23593.0,Petrol,145.0,53.3,2.033333333333333
 V Class,2016.0,27490,Automatic,57500.0,Diesel,100.0,65.2,2.1
 GLA Class,2015.6666666666667,19640,Automatic,14502.0,Diesel,125.0,56.5,2.1
 E Class,2014.0,13970,Automatic,41502.666666666664,Diesel,153.33333333333334,47.1,3.0
 A Class,2015.0,11040,Semi-Auto,58856.0,Diesel,96.66666666666667,68.9,1.9000000000000001
unknown,2019.0,30499,Semi-Auto,11159.0,Diesel,145.0,63.63333333333333,2.0
unknown,2019.0,66599,Semi-Auto,2104.0,Petrol,145.0,22.4,4.0
unknown,2015.6666666666667,16198,Manual,41974.0,Diesel,20.0,68.9,2.1
unknown,2017.0,30980,Semi-Auto,34507.333333333336,Diesel,103.33333333333333,42.8,3.0
 S Class,2019.0,58990,Automatic,6501.0,Diesel,145.0,52.3,2.0
 GLB Class,2020.0,36995,Automatic,6000.0,Diesel,145.0,43.76666666666667,2.033333333333333
 A Class,2018.6666666666667,24682,Semi-Auto,3899.0,Petrol,145.0,53.3,1.3
 C Class,2015.0,13448,Semi-Auto,46457.0,Diesel,20.0,63.29999999999999,2.1
 C Class,2017.0,35420,Semi-Auto,23634.333333333332,Petrol,106.66666666666667,34.5,2.733333333333333
 E Class,2017.0,23995,Semi-Auto,16820.0,Diesel,145.0,51.4,3.0
unknown,2019.0,31346,Automatic,4612.0,Petrol,145.0,46.333333333333336,1.9333333333333333
unknown,2019.0,52990,Automatic,6332.0,Diesel,145.0,47.1,3.0
 C Class,2019.0,20495,Semi-Auto,13742.0,Diesel,145.0,61.4,2.0
 SL CLASS,2019.0,49899,Automatic,2760.0,Petrol,145.0,36.7,3.0
 A Class,2017.0,16499,Automatic,19425.0,Diesel,145.0,68.9,2.1
 C Class,2019.0,32499,Automatic,1800.0,Petrol,145.0,44.1,2.0
 CL Class,2017.0,13495,Manual,51208.0,Diesel,138.33333333333334,64.2,2.1
 S Class,2018.0,47480,Automatic,11876.0,Petrol,145.0,43.4,3.0
 E Class,2014.0,12490,Automatic,71000.0,Diesel,145.0,57.7,2.1
 E Class,2016.0,19700,Semi-Auto,27995.333333333332,Diesel,30.0,65.7,1.9333333333333336
 GLC Class,2018.0,28000,Semi-Auto,20188.0,Diesel,150.0,56.5,2.1
 E Class,2016.3333333333333,36599,Semi-Auto,2264.0,Diesel,145.0,53.3,2.0
 GL Class,2016.0,15000,Manual,42320.0,Diesel,20.0,64.2,2.1
 A Class,2019.0,24400,Automatic,9146.666666666666,Petrol,145.0,47.9,1.5999999999999999
unknown,2016.0,24642,Semi-Auto,20345.0,Diesel,125.0,56.5,2.1
unknown,2015.0,19998,Semi-Auto,29682.0,Diesel,61.666666666666664,65.73333333333333,2.1
 C Class,2016.0,19599,Semi-Auto,68770.0,Hybrid,0.0,74.3,2.033333333333333
unknown,2019.0,44099,Semi-Auto,175.0,Petrol,145.0,32.1,3.0
unknown,2017.0,20498,Semi-Auto,24495.0,Diesel,145.0,65.7,1.9000000000000001
 GLA Class,2020.0,29987,Semi-Auto,10589.333333333334,Petrol,145.0,57.63333333333333,2.033333333333333
 X-CLASS,2017.3333333333333,22995,Automatic,9772.0,Diesel,265.0,35.8,2.1999999999999997
 C Class,2017.6666666666667,23490,Automatic,16926.0,Petrol,103.33333333333333,66.76666666666667,2.0666666666666664
unknown,2016.0,28998,Semi-Auto,34669.0,Diesel,100.0,47.9,1.8666666666666665
 E Class,2017.0,22299,Semi-Auto,21702.0,Diesel,145.0,65.7,2.0
 GLE Class,2014.0,35402,Automatic,51063.666666666664,Diesel,236.66666666666666,39.2,2.433333333333333
 E Class,2019.0,38480,Semi-Auto,136.0,Diesel,145.0,49.26666666666667,3.0
 GLE Class,2019.0,39495,Semi-Auto,1795.0,Diesel,145.0,42.8,3.0
 A Class,2019.0,23498,Automatic,3894.6666666666665,Diesel,145.0,56.5,2.0
 E Class,2017.0,36999,Semi-Auto,16023.666666666666,Hybrid,145.0,134.5,2.0
 CL Class,2019.0,26299,Automatic,4612.0,Petrol,145.0,46.333333333333336,1.9333333333333333
 S Class,2016.0,31041,Semi-Auto,21739.0,Diesel,190.0,60.56666666666666,3.0
 E Class,2019.0,42999,Semi-Auto,2175.0,Petrol,145.0,32.1,3.0
 GLA Class,2017.0,17998,Semi-Auto,47465.0,Diesel,145.0,64.2,2.1
 C Class,2017.0,19995,Semi-Auto,18776.666666666668,Diesel,16.666666666666668,61.199999999999996,2.066666666666667
 S Class,2017.0,26578,Automatic,46557.666666666664,Diesel,205.0,48.7,3.0
unknown,2019.0,52779,Semi-Auto,1000.0,Diesel,145.0,49.26666666666667,3.0
 C Class,2016.0,19900,Automatic,59256.0,Diesel,61.666666666666664,65.7,2.1
 GLA Class,2016.0,17991,Semi-Auto,20233.0,Diesel,125.0,56.5,2.1
 C Class,2018.0,24499,Automatic,11881.0,Diesel,145.0,58.9,2.6666666666666665
 C Class,2017.0,15495,Manual,31070.0,Petrol,125.0,51.4,1.9000000000000001
unknown,2018.0,17092,Semi-Auto,27272.0,Diesel,145.0,50.76666666666666,1.5
unknown,2017.0,21299,Semi-Auto,2731.0,Diesel,125.0,52.73333333333333,2.033333333333333
 A Class,2019.3333333333333,25879,Semi-Auto,1000.0,Petrol,145.0,53.3,1.3
unknown,2018.6666666666667,26949,Automatic,28058.0,Petrol,145.0,59.16666666666668,2.0
unknown,2017.0,16995,Semi-Auto,20742.333333333332,Diesel,65.0,68.9,2.1
 C Class,2018.6666666666667,30960,Automatic,3000.0,Diesel,145.0,64.2,2.3333333333333335
 E Class,2019.0,25780,Semi-Auto,12856.0,Diesel,145.0,72.4,2.0
 A Class,2019.0,19980,Semi-Auto,15502.333333333334,Diesel,145.0,68.9,1.5
 C Class,2014.0,14990,Automatic,54000.0,Diesel,65.0,64.2,2.0666666666666664
 GLE Class,2015.0,34998,Semi-Auto,42711.333333333336,Diesel,300.0,39.2,2.3666666666666667
 B Class,2019.0,26949,Semi-Auto,5884.0,Diesel,145.0,54.3,2.0
 GLE Class,2017.0,27000,Automatic,12190.0,Diesel,105.0,42.8,3.0
 C Class,2016.0,16800,Semi-Auto,34609.333333333336,Diesel,30.0,64.2,2.1
unknown,2018.3333333333333,29782,Automatic,7859.0,Petrol,145.0,44.1,2.0
unknown,2016.0,15998,Manual,40974.0,Diesel,30.0,64.2,2.1
 C Class,2016.0,11393,Automatic,128000.0,Diesel,20.0,64.2,2.1
 E Class,2016.0,16990,Semi-Auto,25711.0,Diesel,131.66666666666666,58.9,2.1
 S Class,2017.6666666666667,58332,Automatic,2136.0,Petrol,151.66666666666666,49.79999999999999,3.0
 E Class,2016.0,15995,Semi-Auto,34609.333333333336,Diesel,93.33333333333333,58.9,2.1
 SLK,2015.0,14900,Automatic,48489.0,Petrol,145.0,47.9,2.0
unknown,2011.0,7995,Automatic,131000.0,Diesel,555.0,31.0,3.3333333333333335
 GLA Class,2019.0,26099,Semi-Auto,6155.0,Diesel,145.0,50.23333333333333,2.1
unknown,2018.0,19491,Semi-Auto,18625.666666666668,Diesel,145.0,65.7,1.7
unknown,2015.0,47124,Automatic,11000.0,Petrol,555.0,28.5,5.5
unknown,2017.0,14990,Semi-Auto,27424.0,Diesel,145.0,65.7,2.1
unknown,2016.0,17172,Manual,34960.0,Petrol,125.0,57.29999999999999,2.033333333333333
unknown,2017.0,30950,Semi-Auto,20266.0,Diesel,145.0,47.9,2.1
 C Class,2015.0,14000,Automatic,46761.333333333336,Diesel,68.33333333333333,64.2,2.0666666666666664
 C Class,2016.0,17998,Semi-Auto,6043.0,Diesel,30.0,64.2,2.0666666666666664
unknown,2017.0,19465,Automatic,35599.0,Petrol,145.0,47.9,2.0
 CL Class,2019.0,26599,Semi-Auto,8531.0,Diesel,145.0,43.76666666666667,2.2
unknown,2017.3333333333333,19290,Automatic,31514.0,Diesel,165.0,51.4,3.0
 E Class,2013.0,10996,Semi-Auto,72351.0,Diesel,125.0,58.9,2.1
 E Class,2017.0,18990,Automatic,23800.0,Diesel,55.0,72.4,1.8666666666666665
 C Class,2019.0,24500,Semi-Auto,15004.0,Diesel,145.0,64.36666666666667,2.0
unknown,2018.6666666666667,46900,Automatic,7088.333333333333,Petrol,145.0,31.7,1.4333333333333333
unknown,2018.3333333333333,19998,Semi-Auto,20215.0,Diesel,20.0,72.4,2.0
 C Class,2019.0,28999,Semi-Auto,5789.0,Diesel,145.0,61.4,2.0
unknown,2016.0,17600,Automatic,33796.0,Petrol,125.0,51.4,2.0
 A Class,2018.6666666666667,25879,Semi-Auto,1000.0,Petrol,145.0,53.3,1.3
 GLC Class,2019.0,34995,Automatic,14022.333333333334,Diesel,163.33333333333334,40.9,2.0
 C Class,2017.0,17490,Automatic,31000.0,Diesel,145.0,61.4,2.1
 S Class,2019.0,45990,Semi-Auto,14259.0,Diesel,145.0,52.3,3.0
 GLC Class,2015.0,23472,Automatic,37322.0,Diesel,125.0,56.5,2.1
unknown,2019.0,39499,Semi-Auto,1000.0,Diesel,145.0,57.7,2.0
