model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
,2017,24660,Semi-Auto,9873,Diesel,20,67.3,2.1
 C Class,,22495,Automatic,19779,Diesel,145,67.3,2.1
 GLC Class,,34420,Automatic,4450,Petrol,145,34.0,
 A Class,2019,26470,Automatic,,Diesel,145,56.5,2.0
,,32300,Automatic,,Petrol,145,35.8,
 E Class,2019,34820,Automatic,,Diesel,145,45.6,
 SL CLASS,2016,16362,Automatic,,Diesel,30,70.6,
 CL Class,,17092,Semi-Auto,27938,Diesel,,67.3,2.1
,,35590,Automatic,4105,Diesel,145,48.7,
 A Class,2019,21630,Automatic,,Diesel,145,,1.5
,,33530,Automatic,6780,Petrol,145,,3.0
 GLA Class,2020,27480,Semi-Auto,864,Petrol,,37.2,
 GLA Class,2017,17891,Semi-Auto,31000,Diesel,,67.3,2.1
 GLA Class,2017,17991,Semi-Auto,43224,Petrol,145,48.7,
 GLC Class,2018,30862,Semi-Auto,,Diesel,,47.9,3.0
 GLE Class,2015,37871,Semi-Auto,33564,Petrol,325,,3.0
 E Class,,19922,Semi-Auto,22198,Diesel,,,
 A Class,2015,13491,Semi-Auto,42331,Diesel,30,65.7,
,2016,19491,Semi-Auto,25550,Petrol,,45.6,2.0
 C Class,,17791,Semi-Auto,,Diesel,150,64.2,2.1
 CLS Class,,21691,Semi-Auto,33063,Diesel,165,,
 B Class,2017,13991,Semi-Auto,29643,Diesel,20,,1.5
 B Class,2019,28010,Automatic,5999,Petrol,,37.7,2.0
,,52800,Automatic,3317,Diesel,145,36.7,
 A Class,2019,21480,Semi-Auto,10,Diesel,,56.5,2.0
,2019,23480,Automatic,10,Diesel,145,55.4,2.0
 GLA Class,,30000,Automatic,3099,Petrol,145,,
 A Class,2019,28800,Automatic,4672,Diesel,145,,1.5
 A Class,,26990,Automatic,2380,Diesel,145,62.8,1.5
,2019,42600,Automatic,,Diesel,,40.9,2.0
 V Class,2019,20000,Manual,23580,Diesel,145,46.3,2.1
,,19600,Automatic,29917,Petrol,160,45.6,
,2017,15490,Manual,40014,Diesel,,,2.1
 A Class,,24451,Automatic,12001,Diesel,,,1.5
,,28980,Automatic,8501,Diesel,145,,2.0
 A Class,2020,24260,Semi-Auto,5501,Diesel,145,56.5,2.0
 C Class,2020,28220,Semi-Auto,4501,Diesel,145,54.3,1.6
 B Class,2020,20350,Manual,,Petrol,145,,1.3
 GLE Class,2017,41391,Semi-Auto,30256,Petrol,325,31.7,3.0
,2017,28012,Semi-Auto,,Petrol,145,40.4,2.0
,,25961,Manual,871,Petrol,145,44.8,1.3
,2018,28482,Semi-Auto,17004,Petrol,,43.5,
 C Class,2019,49280,Automatic,,Petrol,145,,4.0
 C Class,,28810,Automatic,2695,Diesel,145,55.4,2.0
,,35980,Automatic,6273,Diesel,145,48.7,2.9
 C Class,2019,30000,Automatic,7311,Petrol,,44.1,2.0
,2019,23540,Semi-Auto,,Diesel,145,,2.0
,2019,26480,Automatic,2856,Petrol,,47.9,1.3
,,27498,Semi-Auto,,Diesel,145,42.8,3.0
 A Class,2016,34981,Semi-Auto,,Petrol,,40.9,
,,16567,Semi-Auto,37093,Diesel,20,70.6,2.1
 GLC Class,2018,28172,Semi-Auto,10149,Diesel,145,56.5,2.1
 GLC Class,2017,24481,Semi-Auto,,Diesel,125,56.5,2.1
,,14702,Manual,52207,Petrol,145,53.3,2.0
 E Class,2019,25905,Semi-Auto,,Diesel,,67.3,2.0
 GLA Class,,19932,Semi-Auto,,Diesel,125,,2.1
 GLC Class,,37045,Semi-Auto,1509,Diesel,145,,2.0
 GLA Class,,15382,Manual,,Diesel,20,67.3,2.1
 E Class,,44970,Automatic,103,Petrol,145,32.1,3.0
,,47990,Automatic,,Diesel,145,,2.2
 GLA Class,2016,20563,Automatic,34190,Petrol,200,43.5,2.0
 GLA Class,2016,15541,Manual,42590,Diesel,30,64.2,2.1
 E Class,2018,23102,Semi-Auto,25319,Diesel,,61.4,2.0
 GLA Class,2016,18431,Semi-Auto,24500,Diesel,30,,
 C Class,2015,17901,Semi-Auto,9601,Petrol,125,52.3,2.0
 C Class,,19971,Semi-Auto,,Diesel,145,,2.1
 B Class,2018,17871,Manual,,Petrol,145,49.6,1.6
 C Class,,26281,Semi-Auto,,Diesel,145,67.3,
 A Class,2017,15790,Manual,26993,Diesel,,,1.5
 V Class,2019,17699,Manual,20578,Diesel,,46.3,2.1
 C Class,2014,14795,Automatic,20417,Petrol,125,52.3,2.0
 C Class,,19840,Automatic,14467,Diesel,,61.4,
,,13791,Semi-Auto,,Diesel,20,64.2,
 A Class,2014,11040,Semi-Auto,31905,Diesel,20,70.6,1.5
 C Class,2017,24360,Semi-Auto,14346,Diesel,,65.7,2.1
,,17990,Manual,27325,Petrol,,48.7,1.6
 A Class,2017,16495,Semi-Auto,,Diesel,,74.3,
 E Class,2013,12230,Automatic,,Diesel,160,51.4,2.1
 C Class,2019,28332,Automatic,7866,Diesel,,,2.0
 GLC Class,2017,27892,Semi-Auto,,Diesel,,56.5,2.1
 E Class,2017,22332,Automatic,,Diesel,,,2.0
 C Class,,17992,Semi-Auto,14160,Diesel,20,64.2,2.1
 E Class,2017,20472,Automatic,32183,Diesel,,,
 A Class,2017,15012,Manual,,Petrol,125,51.4,1.6
,2019,22276,Automatic,3477,Diesel,145,67.3,1.5
,2019,37980,Automatic,2138,Diesel,,53.3,
,,38570,Automatic,,Diesel,,,
 B Class,2016,14152,Manual,18245,Diesel,20,68.9,1.5
 E Class,2017,18990,Automatic,23800,Diesel,,72.4,
 CL Class,2014,16990,Automatic,45000,Petrol,,,
 A Class,2014,12750,Automatic,,Petrol,125,52.3,1.6
,,22795,Semi-Auto,27853,Diesel,,,2.1
 CL Class,2017,20895,Manual,,Petrol,200,42.2,2.0
 A Class,,15732,Automatic,19281,Diesel,145,74.3,1.5
 C Class,2016,18833,Automatic,,Diesel,,64.2,2.1
 E Class,2018,28306,Automatic,,Diesel,145,,2.0
 C Class,2017,19502,Semi-Auto,37293,Petrol,145,49.6,2.0
 A Class,,22306,Automatic,9722,Diesel,145,67.3,
,,13600,Automatic,24549,Diesel,20,68.9,1.5
 C Class,2016,14700,Automatic,59023,Diesel,30,64.2,1.6
 C Class,2016,13200,Manual,52684,Diesel,30,65.7,
,,13100,Semi-Auto,,Diesel,,64.2,2.1
 A Class,2015,10914,Manual,,Diesel,30,64.2,2.1
 C Class,2013,10404,Semi-Auto,42477,Petrol,160,46.3,1.6
 A Class,,8500,Manual,69031,Petrol,125,,1.6
,2017,24180,Semi-Auto,10139,Diesel,125,,2.1
 A Class,,10691,Manual,65631,Diesel,20,72.4,
 V Class,2018,19998,Manual,11726,Diesel,145,,
 A Class,2016,15790,Manual,20565,Diesel,30,62.8,2.1
 E Class,2016,15310,Automatic,41759,Diesel,125,58.9,2.1
,,9742,Manual,,Diesel,20,72.4,1.5
 A Class,2016,16820,Semi-Auto,27227,Diesel,,68.9,2.1
 C Class,2016,17950,Automatic,20005,Diesel,30,64.2,2.1
 X-CLASS,,37493,Automatic,8043,Diesel,260,,3.0
,2019,20750,Automatic,,Diesel,145,48.7,2.1
 V Class,2019,18450,Manual,16989,Diesel,145,46.3,2.1
 E Class,,10880,Automatic,,Diesel,145,57.7,2.1
 C Class,,15267,Manual,25820,Petrol,,,2.0
,,18340,Manual,,Diesel,,65.7,
 GLA Class,2018,21240,Semi-Auto,14461,Diesel,,56.5,
 C Class,2017,20340,Semi-Auto,,Diesel,30,64.2,2.1
 C Class,2016,18247,Automatic,16975,Hybrid,0,134.5,2.0
,,13547,Automatic,40925,Diesel,125,,2.1
 C Class,2016,14933,Manual,21553,Diesel,20,,1.6
 C Class,,13917,Automatic,43097,Petrol,125,52.3,2.0
,2014,10490,Manual,,Diesel,20,,1.5
 GLC Class,,24240,Semi-Auto,21258,Diesel,125,56.5,2.1
 C Class,2017,19980,Semi-Auto,38515,Diesel,,64.2,2.1
 A Class,2015,11710,Manual,,Petrol,125,,1.6
,2018,22640,Semi-Auto,15867,Petrol,145,47.1,2.0
 C Class,2017,19891,Semi-Auto,77706,Diesel,20,67.3,2.1
 A Class,2018,19891,Semi-Auto,25677,Petrol,150,,
 GLA Class,,21699,Semi-Auto,8845,Diesel,,,2.1
 A Class,2017,18898,Semi-Auto,11388,Diesel,20,67.3,2.1
,2016,25498,Semi-Auto,14301,Diesel,125,,2.1
,2016,15480,Semi-Auto,33283,Diesel,20,67.3,2.1
 B Class,,12500,Semi-Auto,42050,Diesel,30,61.4,2.1
 C Class,2015,15990,Automatic,,Petrol,125,,
 V Class,2018,18998,Manual,,Diesel,,,2.1
 C Class,2017,24998,Semi-Auto,15754,Diesel,,67.3,2.1
,2017,20498,Semi-Auto,5630,Diesel,,,1.6
 C Class,2013,11298,Semi-Auto,37964,Petrol,165,44.8,
,2013,8498,Manual,,Diesel,20,,1.5
,2017,16500,Semi-Auto,14077,Diesel,145,,
,,14992,Semi-Auto,,Diesel,20,,2.1
,2014,15790,Semi-Auto,,Diesel,145,55.4,
 A Class,,16045,Manual,17301,Diesel,145,62.8,2.1
 GLA Class,2016,14830,Automatic,52675,Diesel,30,64.2,2.1
 GLA Class,2016,15640,Automatic,42367,Diesel,20,,2.1
 A Class,2017,16980,Automatic,,Petrol,,52.3,1.6
 A Class,2018,19950,Automatic,89,Diesel,145,65.7,
 A Class,2018,19950,Automatic,,Diesel,145,65.7,1.5
,,19950,Automatic,89,Diesel,145,65.7,1.5
 A Class,2016,17770,Automatic,,Diesel,,,2.1
,,19890,Manual,2001,Petrol,145,45.6,1.3
,2018,21430,Semi-Auto,7011,Diesel,145,64.2,1.6
 E Class,,22240,Semi-Auto,,Diesel,145,72.4,2.0
 C Class,2018,24810,Semi-Auto,20496,Diesel,,,2.1
,2017,17420,Manual,31886,Diesel,,67.3,2.1
 GLC Class,2019,33160,Semi-Auto,2022,Diesel,145,44.8,
 GLC Class,2017,28240,Semi-Auto,23248,Diesel,,,
 A Class,,16780,Manual,15466,Petrol,,,1.6
,2016,11970,Semi-Auto,65164,Diesel,20,,1.5
 GLA Class,2016,16350,Semi-Auto,,Diesel,20,,2.1
 A Class,,17320,Semi-Auto,,Diesel,145,74.3,1.5
 C Class,,26550,Automatic,,Diesel,145,,2.0
 GLA Class,2016,16590,Automatic,16908,Diesel,,,2.1
,2017,26620,Semi-Auto,48551,Diesel,145,47.9,
 A Class,2018,19860,Semi-Auto,,Diesel,145,65.7,1.5
 A Class,2013,9770,Semi-Auto,,Petrol,145,50.4,
 A Class,2019,20150,Automatic,12763,Petrol,,53.3,1.3
,2016,29090,Semi-Auto,64025,Diesel,,36.2,3.0
,2018,44150,Semi-Auto,,Diesel,145,36.7,3.0
,2015,16260,Semi-Auto,18025,Diesel,20,64.2,2.1
 M Class,,19420,Semi-Auto,42218,Diesel,200,46.3,2.1
 C Class,2015,15480,Manual,,Diesel,20,,2.1
,2015,15640,Semi-Auto,47370,Diesel,125,,2.1
 A Class,2019,31980,Semi-Auto,6512,Petrol,,,2.0
 E Class,,14980,Automatic,48769,Diesel,125,56.5,2.1
,2018,28860,Semi-Auto,7158,Petrol,145,43.5,
,2018,18640,Semi-Auto,12801,Diesel,145,,1.5
 A Class,,18560,Semi-Auto,14378,Diesel,145,,
 A Class,2018,18920,Semi-Auto,9171,Diesel,,65.7,1.5
 GLA Class,2014,17840,Semi-Auto,30648,Petrol,200,,2.0
 A Class,2018,18870,Semi-Auto,8459,Diesel,145,,
 CL Class,2017,15970,Manual,27334,Diesel,20,67.3,2.1
,2017,17360,Semi-Auto,16005,Diesel,20,68.9,2.1
 B Class,,14980,Semi-Auto,,Diesel,,68.9,
 A Class,,20860,Automatic,31033,Petrol,200,40.9,2.0
 GLA Class,2017,15090,Manual,32484,Diesel,,67.3,2.1
,2017,19260,Automatic,26233,Diesel,20,72.4,2.0
,2018,28220,Semi-Auto,27034,Petrol,145,,2.0
 A Class,2019,21660,Semi-Auto,,Diesel,145,67.3,1.5
,2019,21490,Automatic,,Diesel,145,67.3,2.1
,2019,19720,Manual,14780,Petrol,145,28.5,1.3
 A Class,2019,20270,Semi-Auto,,Petrol,,53.3,1.3
,2019,20640,Automatic,10208,Petrol,145,,
,,23490,Manual,300,Petrol,145,,1.3
 A Class,,17490,Semi-Auto,19879,Petrol,125,52.3,
,,18990,Automatic,21490,Diesel,145,70.6,
,2019,29990,Automatic,3800,Petrol,145,39.8,2.0
,2016,19860,Semi-Auto,,Diesel,,56.5,2.1
 B Class,,17760,Semi-Auto,12370,Diesel,150,68.9,2.1
 CL Class,2016,19760,Semi-Auto,20482,Diesel,,,2.1
 A Class,,27990,Semi-Auto,3500,Diesel,,,2.0
 A Class,2019,25490,Automatic,1700,Diesel,145,56.5,
 GLE Class,,51990,Semi-Auto,2800,Diesel,145,32.8,3.0
,2017,19990,Automatic,20907,Diesel,145,56.5,
,,19490,Automatic,17910,Diesel,125,56.5,2.1
 A Class,,20990,Semi-Auto,,Petrol,145,53.3,1.3
 M Class,,18490,Semi-Auto,49283,Diesel,200,45.6,
 CL Class,,13870,Manual,60558,Petrol,125,,
 GLE Class,2016,29570,Automatic,41199,Petrol,300,32.8,3.0
 M Class,2015,20460,Automatic,,Diesel,200,,2.1
 A Class,2016,16120,Manual,22125,Diesel,20,68.9,1.5
 CL Class,2017,20410,Semi-Auto,,Diesel,145,58.9,2.1
 GLE Class,,27260,Semi-Auto,33177,Diesel,200,47.9,2.1
 E Class,2015,15360,Semi-Auto,,Diesel,125,56.5,2.1
 E Class,2020,59995,Semi-Auto,250,Petrol,145,,3.0
 C Class,2020,69995,Semi-Auto,250,Petrol,,28.0,4.0
 CL Class,,28995,Semi-Auto,,Petrol,145,44.8,1.3
,,31995,Semi-Auto,,Diesel,145,58.9,1.6
 E Class,2017,31995,Semi-Auto,26869,Diesel,,41.5,3.0
 S Class,2018,79995,Semi-Auto,,Petrol,,34.0,4.0
 C Class,2019,38995,Semi-Auto,12357,Petrol,,,
 A Class,,19495,Semi-Auto,23645,Petrol,125,52.3,1.6
 A Class,,24495,Semi-Auto,10783,Petrol,150,53.3,1.3
 GLC Class,2019,33480,Semi-Auto,2552,Diesel,,44.8,2.0
 B Class,2019,20490,Manual,,Petrol,145,45.6,1.3
 A Class,2017,12920,Manual,,Diesel,20,72.4,1.5
 C Class,,22480,Semi-Auto,,Diesel,145,58.9,2.1
 C Class,2016,17228,Semi-Auto,60677,Diesel,30,,
 GLC Class,2017,27980,Semi-Auto,27002,Diesel,150,,
 A Class,2019,19980,Manual,11249,Petrol,,,1.3
 C Class,,18340,Semi-Auto,38609,Diesel,30,,
,2019,33140,Semi-Auto,3320,Diesel,150,44.8,2.0
 GLC Class,2019,29240,Semi-Auto,12975,Diesel,150,56.5,2.1
,2017,28995,Semi-Auto,,Petrol,150,,3.5
 GLE Class,2019,57995,Semi-Auto,3500,Diesel,,32.5,3.0
 A Class,2017,17995,Semi-Auto,26647,Diesel,145,67.3,2.1
,2019,32995,Semi-Auto,,Petrol,145,36.2,
 C Class,2016,26495,Semi-Auto,22456,Petrol,260,,3.0
 C Class,2020,39995,Semi-Auto,5000,Petrol,145,44.1,1.5
 GLB Class,2020,35995,Semi-Auto,4500,Diesel,,47.9,2.0
 C Class,,37995,Semi-Auto,,Petrol,145,,1.5
 GLC Class,2020,43995,Semi-Auto,,Diesel,145,40.4,2.0
 E Class,,65995,Semi-Auto,,Petrol,,31.7,3.0
 C Class,2015,10397,Manual,79881,Diesel,20,,2.1
,2014,9890,Automatic,41039,Diesel,30,64.2,
,2014,10610,Automatic,,Petrol,125,52.3,1.6
 C Class,,10610,Manual,83047,Diesel,,70.6,1.6
,,44995,Semi-Auto,,Diesel,145,40.4,
 C Class,2019,23995,Semi-Auto,15280,Petrol,,44.1,1.5
 C Class,2019,25495,Semi-Auto,631,Diesel,145,,2.1
,,31495,Semi-Auto,8048,Petrol,145,47.1,2.0
,2019,25995,Semi-Auto,,Diesel,145,56.5,
 A Class,2019,25495,Semi-Auto,,Petrol,145,53.3,1.3
,2019,38995,Semi-Auto,,Diesel,145,,3.0
 V Class,,39995,Semi-Auto,4823,Diesel,145,45.6,2.2
 C Class,2019,20495,Semi-Auto,13742,Diesel,,61.4,2.0
 A Class,,22495,Semi-Auto,10856,Petrol,145,,1.3
 A Class,2020,29995,Semi-Auto,,Diesel,,56.5,2.0
,2020,26995,Manual,,Petrol,145,47.1,1.3
 A Class,2019,23480,Automatic,,Diesel,145,,1.5
,2019,18760,Automatic,16060,Diesel,145,,1.5
 E Class,2016,18260,Automatic,37199,Diesel,30,65.7,2.0
,2017,18970,Automatic,19858,Diesel,,64.2,1.6
,2017,25260,Automatic,18391,Diesel,145,56.5,
 A Class,2017,17420,Manual,8168,Petrol,,51.4,1.6
 GLA Class,2017,16120,Manual,29480,Diesel,30,64.2,2.1
 C Class,2016,21870,Semi-Auto,7576,Diesel,20,67.3,2.1
 E Class,2017,19760,Automatic,23811,Diesel,145,,2.0
 E Class,2017,18870,Semi-Auto,,Diesel,145,72.4,
 CL Class,2017,16880,Semi-Auto,,Diesel,145,,2.1
 A Class,,20965,Semi-Auto,,Petrol,,40.9,2.0
,,14965,Semi-Auto,40623,Diesel,30,64.2,1.6
 E Class,2015,13532,Automatic,,Diesel,,,
 A Class,,10500,Manual,81000,Diesel,20,72.4,1.5
 X-CLASS,,31750,Automatic,7000,Diesel,260,,2.3
,2016,22495,Semi-Auto,22436,Diesel,,61.4,2.0
 SL CLASS,2018,49995,Semi-Auto,10767,Petrol,145,31.4,4.7
,,37995,Semi-Auto,,Diesel,,45.6,
,2013,21495,Semi-Auto,14700,Petrol,,40.9,2.0
 C Class,,17995,Semi-Auto,33000,Diesel,30,,2.1
,2016,24495,Automatic,,Diesel,125,56.5,2.1
 E Class,2016,19995,Semi-Auto,,Diesel,,72.4,
 E Class,2019,51995,Semi-Auto,9749,Petrol,145,32.1,3.0
 E Class,2019,28871,Semi-Auto,8529,Diesel,150,61.4,
 A Class,,18961,Semi-Auto,,Diesel,150,68.9,2.1
 E Class,2019,24995,Semi-Auto,,Diesel,150,,2.0
 A Class,2019,24995,Semi-Auto,,Petrol,,,2.0
,2019,25995,Semi-Auto,,Petrol,150,,1.6
 E Class,2019,27995,Semi-Auto,,Diesel,150,58.9,2.0
,2019,25495,Semi-Auto,7196,Petrol,,53.3,1.3
,2019,109995,Semi-Auto,4688,Petrol,150,,
 C Class,2019,39995,Semi-Auto,4604,Petrol,150,29.4,3.0
 GLA Class,,24995,Semi-Auto,,Petrol,150,48.7,1.6
 X-CLASS,2018,33000,Automatic,,Diesel,260,35.8,
,,23000,Automatic,,Diesel,260,35.8,2.3
 V Class,2018,19000,Manual,29000,Diesel,145,,2.1
 V Class,,19000,Manual,49000,Diesel,145,,2.1
 A Class,,18490,Automatic,8245,Diesel,,65.7,1.5
 A Class,2016,16260,Semi-Auto,,Diesel,20,74.3,1.5
,2014,10500,Manual,,Diesel,,,
 GLA Class,2018,22000,Semi-Auto,,Diesel,145,,
 GLC Class,,37990,Semi-Auto,,Diesel,145,40.9,2.0
 GLA Class,2017,20472,Semi-Auto,13097,Diesel,125,56.5,2.1
 C Class,,15952,Automatic,,Diesel,,64.2,2.1
 A Class,2017,15122,Manual,15036,Petrol,125,51.4,
 C Class,2015,15542,Semi-Auto,,Diesel,30,62.8,2.1
 A Class,,31342,Semi-Auto,9872,Petrol,145,40.9,2.0
 E Class,,29172,Semi-Auto,,Diesel,145,70.6,2.0
 E Class,2017,24702,Automatic,17337,Diesel,145,61.4,2.0
 GLC Class,2016,14331,Semi-Auto,,Diesel,125,56.5,2.1
,2017,21122,Semi-Auto,,Petrol,,,
 A Class,2019,20596,Automatic,7655,Petrol,,53.3,
 GLC Class,2017,30971,Semi-Auto,,Diesel,145,56.5,2.1
,2017,18372,Semi-Auto,26508,Petrol,145,50.4,
,2018,22022,Semi-Auto,,Petrol,145,53.3,1.3
 C Class,2015,16592,Semi-Auto,25230,Diesel,20,64.2,2.1
 A Class,,22702,Semi-Auto,,Diesel,145,67.3,1.5
 C Class,2018,25882,Automatic,,Diesel,,,
 C Class,2019,29046,Automatic,5971,Diesel,145,61.4,
 A Class,2019,20096,Automatic,7032,Diesel,145,68.9,
 GLC Class,2018,27462,Semi-Auto,,Diesel,,,2.1
 C Class,2019,26256,Semi-Auto,14895,Diesel,145,61.4,
 GLE Class,2018,31990,Automatic,25908,Diesel,145,37.7,3.0
,2018,29490,Automatic,32039,Diesel,,47.9,2.1
 E Class,,21490,Semi-Auto,25978,Diesel,145,61.4,2.0
 B Class,2019,21690,Semi-Auto,13690,Petrol,,45.6,
 C Class,,19490,Semi-Auto,26900,Diesel,30,64.2,2.1
,2016,18690,Semi-Auto,30898,Diesel,,56.6,2.1
 GLC Class,,26000,Semi-Auto,16895,Diesel,,56.5,2.1
 CL Class,2017,18300,Automatic,,Diesel,125,58.9,
,2017,25232,Automatic,15104,Diesel,145,58.9,2.1
 E Class,2017,23072,Semi-Auto,16931,Diesel,145,65.7,2.0
,,30182,Automatic,,Petrol,145,47.1,2.0
 CL Class,2019,26176,Semi-Auto,14204,Diesel,145,51.4,2.2
 C Class,,30022,Automatic,,Diesel,,54.3,2.0
 E Class,,19502,Semi-Auto,21733,Diesel,,,2.0
 E Class,2017,22482,Automatic,18902,Diesel,145,65.7,2.0
 GLC Class,2018,27902,Semi-Auto,,Diesel,145,56.5,2.1
 C Class,,18495,Semi-Auto,30000,Hybrid,,74.3,2.1
 C Class,2017,15495,Manual,31070,Petrol,125,51.4,
 C Class,,30995,Automatic,22191,Petrol,145,34.0,3.0
 GLC Class,,24495,Semi-Auto,11400,Diesel,125,56.5,2.1
 A Class,2019,27495,Semi-Auto,3719,Petrol,,,1.3
 GLC Class,2020,45995,Semi-Auto,6000,Diesel,,40.4,2.0
 A Class,2018,78995,Semi-Auto,8420,Petrol,145,30.1,4.0
 C Class,,25995,Automatic,,Diesel,145,,2.1
,,36995,Semi-Auto,11888,Petrol,235,36.7,3.0
,2016,17102,Semi-Auto,19843,Diesel,20,68.9,
 E Class,2019,38995,Semi-Auto,8356,Diesel,,,
 E Class,2018,30202,Semi-Auto,20001,Diesel,,,2.0
 E Class,,12622,Semi-Auto,,Diesel,125,,2.1
,2016,24995,Semi-Auto,18160,Diesel,,56.5,2.1
 GLC Class,2017,26498,Semi-Auto,33523,Diesel,145,56.5,2.1
,2017,26998,Semi-Auto,,Diesel,145,,2.1
 C Class,2016,16998,Semi-Auto,13795,Diesel,,65.7,
 A Class,2017,17891,Semi-Auto,21844,Diesel,150,68.9,
 GLC Class,2016,20871,Semi-Auto,44482,Diesel,125,56.5,2.1
,,25691,Semi-Auto,,Diesel,,,2.2
 B Class,2015,10291,Semi-Auto,,Diesel,20,70.6,1.5
 GLA Class,,12981,Manual,55905,Diesel,30,,
 CL Class,2017,17892,Manual,10393,Petrol,150,51.4,1.6
 A Class,,16722,Manual,,Petrol,,49.6,1.6
,2017,22792,Semi-Auto,11163,Petrol,145,,2.0
,2019,41070,Automatic,7969,Petrol,,,3.0
,2019,79480,Automatic,150,Petrol,145,28.0,5.5
 SL CLASS,,29730,Semi-Auto,150,Petrol,145,,2.0
 C Class,2016,17822,Semi-Auto,19682,Diesel,20,64.2,2.1
 E Class,2015,19132,Semi-Auto,45669,Diesel,,51.4,3.0
,2017,19602,Semi-Auto,11525,Diesel,30,,2.1
 V Class,2018,42510,Automatic,10044,Diesel,145,44.8,
 B Class,2019,21590,Semi-Auto,7364,Diesel,145,55.4,2.0
,2019,28995,Semi-Auto,,Diesel,145,61.4,2.0
 E Class,2019,39995,Semi-Auto,,Diesel,,38.2,3.0
 SL CLASS,2017,22495,Semi-Auto,13873,Petrol,145,47.9,2.0
 A Class,2019,39995,Semi-Auto,3618,Petrol,145,36.7,2.0
 A Class,2018,24995,Semi-Auto,5250,Petrol,,53.3,1.3
,2016,29995,Semi-Auto,2933,Diesel,200,,
 V Class,2019,38995,Semi-Auto,,Diesel,145,45.6,2.2
 GLA Class,2019,24995,Semi-Auto,,Petrol,,42.8,2.0
,2016,23495,Semi-Auto,,Diesel,30,65.7,2.0
 GLE Class,2018,45071,Semi-Auto,,Diesel,145,,3.0
,2015,15181,Semi-Auto,38059,Diesel,125,,2.1
,2017,29151,Semi-Auto,,Diesel,145,56.5,2.1
 C Class,2017,20612,Semi-Auto,,Diesel,30,64.2,2.1
 C Class,2016,18211,Semi-Auto,,Diesel,30,64.2,2.1
,2016,13891,Semi-Auto,36046,Petrol,,53.3,
 E Class,,28372,Semi-Auto,,Diesel,145,,2.0
 GLA Class,2017,21182,Automatic,10827,Diesel,125,56.5,2.1
,,49780,Automatic,5654,Petrol,145,28.5,4.0
 B Class,2019,23480,Automatic,150,Diesel,145,55.4,2.0
 A Class,2019,21400,Manual,,Petrol,145,,1.3
 A Class,2019,28490,Automatic,3826,Petrol,145,53.3,1.3
,,36990,Automatic,4500,Petrol,,,
,2019,55491,Automatic,,Diesel,145,36.7,2.0
 E Class,,39990,Automatic,5817,Diesel,145,,2.0
,,41990,Automatic,4569,Diesel,145,40.9,2.0
 GLC Class,,34990,Automatic,,Petrol,,34.0,
 E Class,2020,42490,Semi-Auto,3900,Diesel,145,,
 CL Class,,33450,Automatic,7823,Petrol,,,2.0
,2019,38610,Automatic,6249,Petrol,,29.1,3.0
 C Class,2019,34990,Automatic,3196,Diesel,145,54.3,1.6
 GLA Class,,21481,Semi-Auto,6662,Petrol,145,,1.6
 S Class,2019,56499,Automatic,582,Hybrid,135,122.9,3.0
,,28290,Automatic,,Diesel,145,64.2,
 A Class,,16770,Semi-Auto,,Petrol,145,53.3,
,,12490,Semi-Auto,43507,Diesel,30,64.2,
,2017,21734,Automatic,,Diesel,145,65.7,2.0
 A Class,2015,11623,Automatic,,Diesel,20,68.9,
,2016,18391,Semi-Auto,16000,Diesel,20,,2.1
,2016,14555,Manual,31865,Diesel,20,68.9,1.5
 A Class,2016,16585,Semi-Auto,,Diesel,20,74.3,1.5
,2014,14941,Semi-Auto,66694,Diesel,30,,1.8
 A Class,,17712,Semi-Auto,28663,Petrol,125,52.3,1.6
 A Class,2019,21480,Automatic,,Diesel,145,56.5,
,2017,20022,Semi-Auto,35214,Diesel,30,64.2,
 C Class,2017,17313,Automatic,14364,Petrol,125,53.3,
 C Class,2017,24352,Automatic,8884,Diesel,20,67.3,2.1
 CL Class,,20961,Manual,16536,Petrol,200,,
 A Class,,13022,Semi-Auto,32230,Diesel,20,68.9,
 C Class,2017,25498,Automatic,6067,Diesel,145,67.3,2.1
 C Class,2016,21698,Semi-Auto,15804,Hybrid,0,134.5,
,,19998,Semi-Auto,20215,Diesel,20,72.4,2.0
,2019,20498,Semi-Auto,15545,Petrol,145,45.6,1.3
,,15998,Automatic,50087,Diesel,,53.3,3.0
 GLC Class,2016,25998,Semi-Auto,,Diesel,125,,
 A Class,2015,12498,Manual,,Diesel,,,2.1
,2018,24998,Manual,23275,Diesel,145,46.3,
,,12468,Semi-Auto,33211,Diesel,30,,1.8
,,10991,Manual,53828,Diesel,20,70.6,1.5
 GLA Class,2016,17221,Semi-Auto,40308,Diesel,125,56.5,
 C Class,2017,20091,Semi-Auto,24991,Diesel,150,,2.1
,2013,8450,Manual,46831,Diesel,125,61.4,1.8
 A Class,2017,16490,Semi-Auto,,Diesel,,74.3,
 A Class,,18750,Semi-Auto,,Petrol,145,52.3,1.6
,,20911,Semi-Auto,19004,Diesel,150,56.5,
,2017,21291,Semi-Auto,,Diesel,150,56.5,2.1
 B Class,2017,12730,Manual,14882,Diesel,,68.9,
 E Class,2018,21331,Semi-Auto,41530,Diesel,145,65.7,2.0
 E Class,2018,28990,Semi-Auto,,Diesel,145,51.4,3.0
