ID,Year_Birth,Dt_Customer,Recency,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumWebPurchases,NumStorePurchases,Response
8970,1972,23-10-2012,93,22,39,6,0,6,7,0
10581,1977,31-10-2012,41,7,84,15,0,7,4,0
5300,1973,30-12-2013,60,7,19,0,1,2,2,0
5154,1972,11-08-2013,54,3,13,2,10,2,3,0
8346,1974,19-08-2012,26,15,35,25,11,6,2,1
1676,1975,30-10-2013,30,2,44,0,2,4,5,0
9286,1960,10-10-2012,93,28,100,120,74,5,4,0
2426,1964,14-09-2012,35,74,114,169,37,5,13,1
5172,1976,14-11-2013,4,0,232,13,20,3,7,0
5562,1974,26-06-2013,92,12,109,16,6,7,10,0
3436,1969,26-01-2014,24,0,5,2,1,1,3,0
3921,1952,28-10-2012,96,1,108,29,29,4,4,0
3403,1958,24-09-2012,11,19,594,99,76,2,12,0
22,1976,03-12-2012,99,2,88,15,5,6,5,0
10965,1955,22-02-2013,72,20,389,240,50,3,13,0
9426,1964,12-01-2013,77,0,69,10,0,2,3,0
6605,1944,27-11-2013,85,13,131,8,0,9,6,0
3136,1962,13-04-2013,88,25,265,25,19,5,11,0
8737,1978,05-04-2014,22,1,9,2,0,2,3,0
11088,1971,21-04-2013,83,0,322,46,35,4,4,0
716,1949,22-05-2014,63,0,356,63,28,6,11,0
466,1944,03-04-2013,9,14,218,91,14,4,13,0
9135,1950,06-08-2012,92,2,21,4,0,1,2,0
10623,1961,15-11-2013,2,0,4,0,0,1,3,0
8151,1990,29-12-2012,6,36,21,20,62,4,3,0
5140,1985,24-08-2012,66,0,140,67,38,4,12,0
10160,1956,21-06-2013,49,0,7,2,0,1,3,0
4945,1953,07-11-2012,29,10,239,28,10,10,12,0
10584,1976,02-12-2013,77,162,387,106,36,5,8,0
6071,1989,19-07-2013,77,70,324,146,40,3,11,0
3386,1992,21-06-2013,71,4,66,3,10,2,4,0
8939,1959,16-12-2012,49,138,65,60,26,5,12,0
9925,1981,25-05-2013,97,1,56,0,1,4,3,0
4320,1979,28-03-2013,6,83,300,86,58,6,12,0
5389,1964,20-10-2013,93,17,68,8,10,6,5,0
6036,1959,17-03-2014,78,92,408,72,129,5,7,0
182,1946,11-05-2013,62,0,55,0,6,6,5,0
203,1975,14-04-2013,47,20,613,80,61,5,9,0
11025,1961,03-02-2013,9,0,46,4,3,3,3,0
10203,1990,30-06-2013,77,7,9,3,1,1,3,0
4607,1959,23-08-2013,24,23,389,42,21,4,7,0
3711,1944,01-03-2014,19,134,670,25,38,6,10,0
3696,1965,27-01-2014,67,1,12,2,0,2,3,0
2532,1987,01-03-2014,95,73,351,56,14,2,6,0
9214,1991,16-08-2013,48,2,64,38,17,5,6,0
4943,1953,30-09-2012,73,33,216,0,33,2,9,0
35,1987,08-09-2012,35,1,64,16,12,2,3,1
2258,1986,04-12-2012,76,4,15,7,6,1,3,0
4322,1958,27-11-2013,20,38,319,16,25,4,10,0
713,1977,08-06-2014,72,15,153,67,31,4,6,0
4702,1964,12-08-2012,20,155,379,224,17,4,4,0
3281,1960,03-11-2013,69,10,67,30,27,4,8,0
702,1975,15-02-2013,80,61,83,97,57,4,8,0
2004,1969,18-09-2013,65,54,260,127,54,4,5,0
4769,1977,18-06-2014,52,4,24,0,0,8,6,0
4437,1962,24-04-2013,65,6,92,3,9,3,5,0
8724,1982,17-06-2013,57,3,22,2,2,2,3,0
10741,1951,11-04-2013,70,12,112,8,0,6,5,0
1991,1967,18-01-2014,0,0,11,0,0,2,3,0
6931,1967,15-02-2014,19,151,292,65,60,8,4,1
11096,1952,08-08-2013,50,4,32,37,54,2,7,0
304,1981,23-12-2013,67,3,19,4,5,3,3,0
3665,1977,07-11-2013,46,9,8,11,3,3,3,0
10591,1969,06-08-2012,37,10,83,7,19,4,4,0
5036,1984,28-11-2012,38,3,42,4,3,4,3,0
5547,1982,07-08-2013,9,19,403,0,19,7,6,1
7822,1976,04-06-2013,56,18,252,32,108,4,8,0
8541,1990,08-03-2014,98,4,10,6,7,2,4,0
10955,1964,07-01-2014,68,46,925,60,107,3,4,1
4368,1980,03-12-2013,72,7,43,20,12,3,4,0
9671,1968,26-01-2014,47,3,21,2,1,3,2,1
2256,1973,29-03-2014,33,0,3,0,0,1,3,0
4279,1963,31-03-2014,87,4,10,3,4,1,3,0
5371,1989,08-04-2014,0,16,24,11,0,3,2,1
9240,1971,07-02-2014,73,0,24,6,4,6,8,0
9460,1963,18-04-2013,74,3,47,19,21,3,2,0
9504,1949,06-11-2013,4,28,520,111,123,3,13,1
8692,1952,12-09-2012,50,17,97,15,6,4,5,0
448,1978,01-03-2013,57,85,137,102,45,6,11,0
8314,1982,05-04-2013,30,129,761,29,185,5,7,0
8420,1970,03-08-2013,27,4,13,15,8,2,4,0
3174,1959,22-05-2013,61,38,287,50,57,5,4,1
7685,1978,09-09-2013,4,8,12,8,8,2,4,0
3179,1980,16-06-2013,75,153,940,58,134,6,7,0
9780,1971,25-06-2013,12,25,132,136,0,8,13,0
10681,1970,15-01-2014,13,129,259,168,121,6,12,0
10232,1963,05-11-2013,9,18,81,28,6,3,7,0
4184,1950,07-06-2014,48,2,29,3,2,3,5,0
9120,1962,05-12-2012,80,10,161,65,40,4,9,0
891,1951,07-09-2013,60,0,2,2,0,1,2,0
10381,1979,05-07-2013,43,0,3,0,0,1,2,0
3525,1970,07-12-2012,19,0,4,0,0,1,2,0
6818,1974,12-09-2012,26,0,106,49,10,5,5,0
3526,1968,27-01-2014,58,0,5,0,0,1,3,0
8181,1978,13-09-2013,42,12,49,17,24,4,3,0
1029,1970,01-08-2013,27,5,44,0,10,5,5,0
7369,1981,02-10-2013,56,6,25,6,0,2,3,0
2574,1977,31-01-2013,27,12,144,0,0,6,8,1
8159,1968,01-04-2014,10,0,22,13,0,4,3,0
1160,1970,23-08-2013,48,4,17,10,2,3,3,0
10242,1966,16-09-2013,39,0,11,0,0,2,4,0
5253,1956,09-07-2013,85,13,46,17,2,4,4,0
5966,1974,10-11-2012,64,0,10,0,0,3,6,0
5314,1951,18-03-2013,69,3,27,39,6,7,5,0
5081,1967,20-10-2013,54,0,16,6,6,1,3,0
5123,1951,15-04-2013,57,12,23,8,11,2,3,0
5756,1983,03-04-2014,64,0,7,0,0,2,3,0
8036,1971,18-04-2014,10,1,13,7,2,2,4,0
9058,1955,23-09-2012,65,21,530,32,0,5,5,1
5057,1961,14-09-2013,74,47,188,54,47,4,10,0
254,1955,17-05-2014,4,4,30,6,4,7,7,0
4179,1959,20-08-2013,94,9,9,2,5,1,3,0
3710,1984,12-10-2012,41,0,35,6,4,2,2,1
7627,1975,12-12-2012,25,183,797,106,163,5,5,1
4501,1965,10-11-2013,94,127,635,132,127,3,9,0
6424,1977,30-01-2014,9,6,2,11,2,1,3,0
3075,1972,11-09-2013,47,30,168,20,34,3,7,0
4992,1975,19-09-2013,12,4,16,3,10,3,2,1
5252,1969,26-10-2012,80,12,18,7,1,2,3,0
7444,1969,19-10-2013,20,0,9,0,0,1,3,0
6919,1978,04-06-2013,39,7,15,13,9,2,3,0
3537,1981,17-08-2012,57,3,31,2,8,3,4,0
10277,1961,21-02-2013,27,0,2,0,0,1,3,0
2453,1960,31-08-2012,83,28,135,10,21,5,12,0
7972,1955,17-09-2013,79,32,519,71,75,3,9,0
895,1948,09-12-2012,69,16,114,0,5,5,10,0
1177,1966,26-01-2013,77,3,26,4,2,3,3,0
7141,1986,29-12-2012,15,10,46,2,3,5,2,1
7232,1973,11-02-2014,99,0,6,2,0,1,3,0
8477,1956,11-03-2013,61,1,13,3,5,1,3,0
2457,1975,26-10-2012,23,4,5,15,2,1,3,0
988,1965,07-05-2014,84,0,592,147,22,6,7,0
7930,1969,19-08-2013,74,13,76,20,18,3,6,0
4587,1944,18-07-2013,90,25,53,16,0,3,7,0
6682,1973,11-12-2012,41,8,1,4,7,1,3,0
6222,1967,28-10-2013,28,0,8,2,0,2,3,0
10299,1969,09-11-2012,73,91,248,64,49,6,13,1
3083,1974,26-07-2013,88,13,87,17,17,6,5,0
8953,1965,06-05-2013,94,0,5,0,0,1,3,0
1503,1976,03-06-2013,31,1,16,2,1,0,1,0
8650,1978,18-03-2013,31,6,10,6,5,1,3,0
10862,1960,17-08-2012,6,8,83,19,11,1,9,0
2782,1961,11-07-2013,23,0,27,10,0,6,7,0
6941,1971,14-07-2013,92,8,12,11,15,2,2,0
10972,1949,10-03-2014,52,35,169,58,17,4,6,0
10708,1978,28-12-2013,50,6,11,0,4,1,3,0
6583,1955,03-06-2013,54,22,323,104,35,6,6,0
3641,1976,20-01-2013,93,2,15,2,1,2,3,0
10156,1975,03-06-2013,56,63,507,231,31,8,7,0
4299,1960,21-09-2012,28,17,572,93,125,11,5,1
3469,1977,06-09-2012,94,18,33,24,1,3,3,0
5063,1977,18-12-2012,76,5,129,10,3,4,4,0
10727,1970,19-11-2013,43,107,199,39,30,7,13,0
9624,1958,13-06-2014,46,45,207,36,18,3,6,0
5156,1970,15-01-2014,13,129,259,168,121,6,12,0
4376,1960,15-02-2014,27,24,15,13,1,2,3,1
8923,1973,18-04-2013,12,22,732,42,198,6,7,1
8461,1962,10-03-2014,3,0,1,0,0,1,2,0
6945,1952,04-06-2013,72,20,713,38,54,9,11,0
944,1962,08-01-2013,6,103,69,8,44,4,7,0
1907,1950,28-09-2012,53,69,279,54,41,8,9,1
701,1971,06-11-2013,58,21,250,85,43,6,8,0
3856,1960,05-10-2012,78,50,142,33,50,4,13,0
4149,1948,13-05-2014,57,66,653,17,0,5,6,0
2131,1959,30-12-2012,37,89,102,16,12,9,6,0
2942,1964,07-05-2013,20,3,27,4,3,5,4,0
1173,1947,10-03-2013,73,105,758,0,42,4,6,1
4381,1971,18-08-2013,56,2,40,8,11,3,6,0
4611,1970,21-01-2013,36,181,104,202,21,9,13,1
3376,1970,13-12-2013,9,6,73,8,4,3,6,0
4679,1977,23-05-2014,42,0,152,119,50,7,12,0
10928,1958,16-09-2013,28,4,62,41,31,7,7,0
4248,1960,17-02-2014,23,19,711,125,115,4,9,0
6728,1985,27-08-2012,38,0,17,6,3,1,3,0
6661,1974,12-08-2012,63,80,217,29,80,9,12,0
4725,1950,13-04-2014,71,2,25,0,1,1,4,0
3277,1955,03-08-2012,9,3,100,26,0,7,5,0
5555,1975,07-02-2014,81,1,1,1,1,0,0,0
2564,1953,04-01-2014,87,3,28,2,6,3,4,0
946,1958,22-09-2012,92,47,52,21,20,3,5,0
3867,1947,31-08-2013,36,112,420,0,82,9,13,0
6940,1966,21-10-2013,86,1,39,6,1,3,3,0
55,1963,07-12-2012,83,0,65,7,11,7,9,0
7093,1985,14-11-2013,74,6,5,0,2,0,3,0
5084,1975,25-12-2013,87,53,213,104,98,6,13,0
1777,1980,07-09-2012,29,2,11,41,7,2,3,0
8162,1956,01-01-2013,88,1,11,6,2,1,3,0
10826,1959,28-12-2012,77,1,7,23,4,1,2,0
8754,1974,16-05-2013,25,0,3,0,0,1,2,0
1987,1987,25-09-2013,34,10,11,19,3,2,3,0
11007,1968,09-05-2013,43,0,6,0,0,1,3,0
7426,1971,07-11-2013,76,16,37,7,9,3,5,0
9153,1964,29-07-2013,81,61,428,80,51,7,10,0
10379,1962,08-11-2013,87,9,122,19,14,5,9,0
9204,1970,12-09-2012,33,159,194,58,106,4,6,0
3197,1980,16-12-2013,38,59,107,69,101,6,8,0
2920,1975,01-12-2012,63,0,142,12,9,2,8,0
6961,1974,22-05-2014,26,1,5,0,3,1,2,0
4673,1963,30-10-2012,17,12,145,32,12,10,5,1
9937,1979,02-01-2014,75,81,149,25,43,2,12,0
8779,1985,16-06-2013,13,4,76,17,1,4,3,1
9596,1980,23-12-2013,19,32,117,34,110,3,13,0
2891,1963,18-10-2013,51,23,123,10,23,8,4,0
4910,1967,30-08-2012,81,134,384,175,134,11,13,0
75,1982,25-07-2013,32,11,137,179,61,8,5,0
10120,1955,24-10-2013,84,6,82,6,6,3,6,0
6327,1967,19-12-2013,87,32,435,28,32,2,6,0
10142,1976,07-03-2013,99,18,126,47,48,5,11,0
9826,1972,12-09-2012,96,102,838,133,102,5,10,1
1501,1982,04-08-2012,21,16,1622,17,3,0,1,0
10767,1989,16-05-2014,40,40,480,0,40,3,12,0
7279,1969,30-09-2013,3,86,559,63,9,4,4,0
7230,1960,04-10-2012,98,0,24,6,0,4,7,1
143,1970,25-08-2013,73,0,224,119,49,5,4,0
450,1958,12-07-2013,90,15,80,17,11,1,4,0
9316,1952,02-11-2013,29,0,7,3,7,1,3,0
6379,1949,29-05-2013,3,1,20,0,2,2,2,1
9239,1961,26-07-2013,94,4,18,3,3,2,4,0
8315,1995,26-03-2014,65,2,11,2,0,1,2,0
2868,1949,08-04-2013,33,1,28,3,3,2,3,1
10888,1961,03-11-2013,46,11,178,62,83,8,6,0
1277,1960,09-04-2014,29,22,388,104,22,10,10,0
9977,1973,17-09-2013,99,11,309,33,26,9,5,0
10196,1978,12-03-2014,26,123,177,15,64,8,8,0
6384,1978,11-02-2014,30,12,278,0,12,5,11,0
8029,1988,29-04-2014,27,32,352,21,16,3,7,1
968,1968,26-12-2013,24,19,21,16,14,4,4,0
6988,1986,10-01-2013,93,80,455,52,107,8,8,0
4472,1970,27-06-2014,34,0,8,6,2,1,3,0
6991,1951,10-04-2013,88,6,42,16,6,9,6,0
3336,1948,21-11-2013,96,0,45,0,0,2,5,0
4301,1971,10-01-2013,10,1,13,2,2,1,2,1
1940,1986,12-07-2013,26,3,4,2,2,1,2,0
1272,1965,21-10-2012,49,58,83,32,0,7,10,0
1388,1975,20-02-2013,11,10,21,19,14,2,3,0
1044,1953,14-05-2013,44,5,201,21,21,5,8,0
6969,1982,07-08-2013,75,13,66,43,8,4,5,0
10479,1975,07-12-2012,64,40,294,121,160,3,5,0
3619,1960,23-09-2012,19,25,501,63,138,5,8,1
1715,1978,11-02-2013,45,4,18,7,5,2,3,0
10159,1970,31-03-2013,77,81,368,0,122,11,9,0
1463,1958,29-03-2014,9,2,5,3,0,1,2,0
5114,1965,19-12-2012,1,9,249,0,28,5,5,0
4990,1954,02-05-2013,90,0,134,28,28,11,8,0
4329,1984,23-05-2014,43,0,6,2,1,1,3,0
10936,1965,13-02-2013,79,166,597,172,166,5,4,0
4692,1976,01-08-2012,19,0,12,13,7,4,2,1
7212,1966,08-06-2014,99,0,7,0,0,2,3,0
6086,1955,23-11-2013,62,25,706,80,76,6,12,0
437,1976,25-01-2014,41,142,218,164,58,3,11,0
11171,1965,11-10-2013,60,3,77,10,3,6,5,0
11101,1991,15-04-2013,17,22,132,59,28,11,8,0
5329,1949,27-09-2013,24,0,3,0,0,0,3,0
610,1953,07-08-2012,60,4,78,6,0,7,6,0
9384,1978,12-06-2013,57,9,124,12,24,4,10,0
5956,1948,16-10-2013,74,2,99,7,2,6,4,0
10430,1973,09-10-2013,22,28,211,37,28,4,4,0
7875,1949,29-04-2014,46,0,617,43,50,4,13,1
7072,1973,29-03-2013,69,79,341,177,136,8,4,0
6255,1952,03-06-2014,29,39,63,55,18,4,7,0
6516,1989,18-03-2013,37,0,1,7,4,1,2,0
5564,1969,09-08-2012,26,133,497,78,24,7,6,0
5682,1953,23-03-2013,8,10,86,13,21,6,11,0
7458,1956,06-03-2013,26,2,25,4,3,3,3,0
5237,1950,01-01-2014,79,1,21,3,0,2,3,0
7761,1978,01-08-2013,71,11,24,13,8,3,4,0
5278,1964,25-01-2014,83,26,360,138,31,6,5,0
3560,1952,12-05-2013,57,31,345,75,31,4,11,0
7235,1975,09-12-2013,37,5,12,4,8,2,4,0
10548,1995,09-03-2014,30,17,372,138,106,3,12,0
2281,1970,15-09-2013,34,3,7,0,3,1,2,0
4073,1954,29-01-2014,0,80,252,15,34,10,7,1
6974,1972,31-12-2013,89,42,742,55,56,6,5,0
7938,1958,03-10-2013,92,8,66,17,4,3,10,0
7094,1975,25-12-2013,87,53,213,104,98,6,13,0
3667,1969,28-02-2013,20,178,689,41,27,8,11,1
7723,1979,02-05-2014,56,93,374,104,80,8,6,0
3870,1978,09-02-2013,28,35,314,93,116,7,13,0
4012,1972,11-08-2012,55,12,375,16,12,7,5,1
5909,1964,19-09-2013,25,10,101,13,0,3,8,0
10470,1979,15-03-2013,0,2,23,0,4,2,3,0
6488,1959,06-04-2014,86,0,7,0,0,3,2,0
10270,1981,03-10-2013,8,5,22,12,5,3,3,0
6887,1967,24-04-2014,33,16,223,21,43,8,8,0
6406,1988,28-10-2013,13,107,391,175,67,6,10,0
7573,1978,10-05-2013,12,1,9,2,1,2,2,1
4508,1952,22-05-2014,92,35,305,46,17,2,5,0
221,1955,27-04-2013,90,3,38,4,0,3,4,0
5331,1977,11-09-2012,8,51,898,247,0,3,7,0
1911,1987,05-09-2012,6,97,291,127,133,11,12,0
20,1965,01-09-2013,91,12,23,29,15,2,4,0
8786,1956,26-05-2013,52,7,74,10,0,6,7,0
10582,1979,03-07-2013,3,32,348,76,32,5,12,0
1915,1951,12-12-2013,57,115,243,150,0,8,6,0
8897,1965,24-04-2013,9,5,91,28,26,7,7,1
2371,1972,13-04-2013,22,1,22,3,4,2,4,0
4303,1957,08-12-2012,76,2,12,2,2,0,1,0
6825,1953,06-03-2013,86,0,3,0,0,1,2,0
1072,1965,30-08-2013,64,0,17,0,0,2,3,0
4964,1958,26-01-2014,90,11,392,75,0,2,4,0
2461,1955,18-12-2013,79,1,11,0,1,1,3,0
10736,1971,12-09-2013,28,0,522,227,120,6,5,0
3194,1974,05-04-2014,86,12,546,78,182,4,10,0
10839,1976,14-04-2014,42,5,5,8,0,1,3,0
49,1970,11-05-2014,39,3,6,4,1,1,2,0
4290,1972,19-03-2014,8,3,8,2,5,1,2,0
10219,1972,18-06-2013,40,2,15,6,6,1,3,0
4211,1986,29-10-2012,5,12,5,3,16,2,3,0
1135,1960,15-02-2014,96,2,19,0,2,3,4,0
6299,1968,02-01-2013,28,48,186,39,18,6,4,1
10846,1978,29-05-2014,22,9,125,25,4,7,8,0
347,1976,08-09-2012,30,27,71,13,3,7,5,0
6543,1945,15-01-2013,45,168,706,80,76,3,4,0
10446,1957,07-11-2012,58,23,446,30,23,5,7,1
3479,1950,19-07-2013,49,8,11,12,2,2,3,0
11075,1978,29-10-2013,37,2,64,7,2,3,5,0
4442,1961,05-04-2013,70,19,35,26,14,1,5,0
199,1962,20-01-2013,33,3,60,12,9,4,7,0
6722,1954,28-06-2014,98,28,136,75,14,10,7,0
796,1965,23-10-2012,17,44,212,46,8,11,8,0
3749,1973,02-03-2013,54,91,597,159,91,6,12,0
8523,1968,14-12-2013,39,1,16,12,2,4,3,0
310,1970,13-12-2013,81,5,159,36,27,4,9,0
8629,1956,26-03-2013,71,1,10,2,1,1,3,0
236,1951,19-01-2013,62,23,29,29,14,2,4,0
9930,1944,05-11-2013,8,148,228,15,148,6,13,0
3483,1958,06-04-2013,76,43,204,153,58,2,12,1
4599,1976,04-11-2013,66,0,26,0,0,7,7,0
7326,1971,23-03-2014,83,1,19,2,7,1,3,0
7352,1957,21-10-2013,28,28,136,32,3,3,6,0
2350,1972,22-03-2013,87,53,178,23,17,3,8,0
9145,1972,06-04-2013,43,26,470,123,161,5,6,0
2964,1981,16-10-2013,0,10,8,3,16,1,2,0
5585,1972,20-04-2013,1,2,17,6,1,2,3,1
9687,1975,31-05-2014,1,174,256,50,30,5,6,0
3732,1955,04-02-2013,72,0,239,90,69,5,9,0
6303,1986,23-11-2013,72,73,747,76,161,5,12,0
11176,1970,12-05-2014,12,9,83,19,4,5,7,0
2986,1976,12-03-2014,89,2,4,2,1,1,2,0
7462,1954,24-11-2012,67,0,226,51,157,10,4,0
3900,1972,29-03-2014,54,14,49,0,7,9,9,0
7034,1978,01-09-2013,34,7,9,13,6,2,3,0
9493,1980,05-05-2013,15,53,804,23,71,5,8,1
1143,1972,08-08-2013,43,10,13,3,11,2,3,0
1,1961,15-06-2014,0,5,64,7,0,7,7,1
3855,1963,18-04-2013,74,3,47,19,21,3,2,0
5536,1959,22-05-2013,61,38,287,50,57,5,4,1
5989,1959,16-04-2013,51,122,476,39,153,10,11,0
9499,1954,07-05-2013,97,15,287,20,0,3,7,0
6768,1962,12-01-2013,75,1,8,2,1,1,3,0
2150,1958,11-05-2013,83,28,409,73,56,8,4,0
6646,1984,01-03-2014,23,0,5,13,0,1,3,0
4887,1976,22-11-2013,65,5,28,11,1,2,3,0
8560,1992,10-09-2012,94,16,156,7,5,6,7,0
3321,1967,05-05-2013,42,5,90,0,16,7,7,0
11003,1980,02-10-2013,10,5,7,0,18,2,3,0
10402,1967,14-02-2013,94,1,9,2,1,1,3,0
9904,1956,29-03-2013,50,123,274,46,123,6,12,0
6141,1972,25-04-2013,46,9,97,0,6,6,5,0
5687,1980,23-09-2012,98,50,774,28,31,7,12,0
10856,1980,02-07-2013,42,0,6,0,1,1,3,0
5121,1977,21-03-2014,30,5,82,7,17,7,5,0
4186,1950,05-08-2013,11,6,15,12,8,2,3,0
368,1974,29-11-2012,61,65,52,10,44,3,6,0
3312,1988,12-05-2014,12,7,24,19,14,3,4,0
11121,1981,10-11-2012,76,14,28,16,3,4,3,0
5332,1960,27-07-2013,2,50,431,134,35,3,7,0
5848,1970,13-01-2014,43,74,929,97,55,5,7,1
10343,1991,29-09-2012,27,91,399,0,45,3,8,0
5935,1956,24-12-2012,60,7,140,0,7,7,8,0
2895,1963,23-10-2013,79,1,54,13,9,3,5,0
10262,1980,10-05-2013,96,2,15,0,10,3,3,0
7848,1974,13-06-2013,17,2,25,7,0,5,3,0
9477,1954,11-01-2014,0,0,102,21,32,6,9,0
4856,1957,06-11-2012,38,54,845,202,133,7,10,0
7186,1966,26-05-2014,43,0,2,0,0,1,2,0
5794,1974,17-03-2014,1,0,21,0,0,7,7,1
1456,1979,01-04-2013,25,199,303,234,9,10,12,0
4877,1973,04-03-2014,2,0,7,0,0,1,3,0
425,1985,19-02-2013,66,64,116,84,25,6,11,0
3007,1966,04-10-2012,49,2,10,0,0,1,3,0
1031,1989,05-05-2013,5,20,350,29,30,6,10,0
4297,1969,26-01-2014,71,2,18,6,1,2,3,0
807,1969,15-02-2014,35,2,89,0,0,6,4,0
9553,1987,09-01-2013,94,2,3,4,1,0,3,0
4271,1989,04-10-2012,80,35,69,84,41,4,6,0
4120,1975,17-12-2013,61,39,78,58,13,6,4,0
2036,1973,11-06-2013,29,11,119,10,3,4,8,0
115,1966,26-03-2013,0,11,68,25,7,5,8,0
4259,1986,24-09-2013,80,0,4,0,0,1,2,0
8687,1978,06-05-2013,54,62,90,68,20,2,8,0
2447,1979,17-10-2012,71,12,15,19,7,2,3,0
10140,1983,28-09-2013,27,0,396,23,0,5,4,0
9353,1959,06-01-2014,61,47,267,62,66,5,4,0
3623,1976,11-06-2014,55,0,16,17,4,4,3,0
738,1981,04-04-2014,35,13,57,24,15,3,4,0
7631,1978,06-10-2013,34,58,168,43,16,5,10,0
4789,1953,17-09-2013,95,22,500,210,143,4,5,0
773,1971,30-06-2013,64,4,93,12,9,6,4,0
10602,1983,14-02-2013,30,12,59,19,1,3,4,0
1446,1956,05-04-2014,12,68,569,89,45,6,12,0
3270,1978,17-01-2013,96,23,38,30,18,3,3,0
8443,1972,10-02-2014,16,10,12,3,15,3,2,1
9653,1975,16-10-2012,16,1,14,4,1,2,3,0
8916,1975,23-07-2013,78,1,5,0,0,0,3,0
8017,1981,19-06-2014,83,0,19,6,5,2,3,0
5830,1972,12-09-2012,96,102,838,133,102,5,10,1
4597,1970,02-07-2013,67,55,685,168,92,3,13,0
7023,1953,26-11-2012,87,2,55,0,5,6,4,0
8086,1959,11-12-2013,34,0,2,0,0,2,3,0
8825,1962,01-04-2013,46,14,156,82,24,9,5,0
2930,1978,16-12-2013,7,60,207,78,36,2,10,0
1928,1973,09-02-2013,73,3,20,4,1,2,3,0
7108,1965,08-09-2012,54,20,47,23,2,5,5,0
10925,1983,14-01-2014,93,31,446,40,56,3,11,0
9960,1991,30-04-2014,52,0,1,8,3,1,2,0
8800,1943,01-02-2013,53,8,206,160,49,7,5,1
9224,1972,12-12-2012,81,8,53,11,0,8,5,0
5519,1956,07-08-2013,8,58,161,76,51,6,4,1
5046,1958,23-01-2014,97,138,354,160,169,10,7,0
7037,1974,11-08-2013,50,55,134,15,0,4,8,0
905,1986,22-10-2013,38,17,18,6,10,4,3,0
8624,1958,06-02-2013,61,33,493,59,103,4,10,0
8945,1970,16-08-2013,46,0,11,0,1,4,4,0
6445,1967,14-07-2013,73,101,405,29,40,4,6,0
2727,1973,04-12-2013,19,21,69,39,3,3,6,0
6404,1969,24-03-2013,10,7,89,0,7,4,6,0
11074,1977,09-04-2014,94,92,391,194,11,3,10,0
10150,1961,21-11-2013,10,28,873,29,18,7,7,1
1968,1971,02-12-2013,37,1,5,10,0,1,2,0
6534,1974,04-01-2014,94,0,29,0,5,2,3,0
9485,1986,10-03-2014,23,9,49,24,3,2,6,0
7053,1966,29-06-2013,75,28,674,91,28,3,8,0
4654,1992,07-11-2013,40,12,523,63,60,3,5,0
9760,1963,25-01-2013,24,0,71,0,0,10,10,1
1048,1972,14-07-2013,11,3,67,8,9,3,4,1
10619,1994,03-12-2012,29,29,890,250,27,7,7,1
9308,1954,11-05-2013,51,61,265,138,61,3,6,0
10505,1960,26-12-2013,86,19,154,50,9,3,7,0
8362,1982,07-08-2013,9,19,403,0,19,7,6,1
2625,1954,17-11-2013,30,29,56,30,32,3,7,0
4637,1954,18-05-2013,73,64,464,146,0,6,9,0
9972,1955,13-04-2014,25,0,2,0,0,1,3,0
4483,1993,17-04-2013,67,26,473,220,12,2,6,0
4487,1969,24-01-2013,67,20,25,2,7,2,4,1
4988,1948,04-05-2014,58,6,20,0,5,1,4,0
8931,1986,18-05-2014,82,99,431,237,149,11,10,0
5871,1979,31-08-2012,98,28,217,10,24,6,6,0
2008,1978,10-02-2014,93,23,384,250,12,4,9,0
3139,1982,30-12-2013,53,111,704,145,55,4,10,0
10037,1993,04-05-2014,66,152,335,93,91,5,6,0
10673,1976,17-11-2013,6,80,466,17,13,6,5,0
5303,1974,08-04-2014,42,0,510,99,21,6,9,0
538,1989,10-02-2014,78,9,27,16,9,1,4,0
7922,1951,12-08-2012,29,0,72,12,0,11,10,0
5692,1989,22-12-2012,82,4,3,8,9,1,3,0
4843,1952,22-05-2014,92,35,305,46,17,2,5,0
6383,1971,25-05-2014,78,0,15,2,1,3,3,0
1628,1971,24-10-2013,54,21,311,167,75,9,4,0
1204,1970,22-05-2013,45,0,447,23,71,11,11,0
3673,1971,14-07-2013,59,17,238,23,24,7,11,0
760,1975,09-08-2013,8,7,76,110,15,8,9,0
8957,1952,10-06-2013,51,86,249,75,86,6,5,0
4128,1962,20-07-2013,51,12,54,16,6,7,7,0
6810,1983,28-05-2013,76,98,606,48,70,3,6,1
5386,1953,04-03-2013,62,24,790,160,45,5,5,1
8700,1986,22-12-2012,86,7,14,7,16,2,3,0
3202,1987,01-10-2012,60,0,48,0,0,4,10,0
1328,1982,16-02-2014,56,42,144,55,48,4,9,0
8405,1979,30-09-2013,83,25,51,23,25,4,5,0
6515,1977,06-12-2013,92,2,18,2,8,2,3,0
2882,1975,01-10-2012,31,28,142,49,18,3,9,0
7574,1979,10-05-2014,80,0,13,2,4,2,3,0
6387,1976,08-05-2014,39,0,17,0,0,2,3,0
5320,1973,29-01-2013,20,7,58,6,3,3,4,1
5048,1971,11-05-2013,53,6,43,19,5,3,2,0
8146,1976,11-05-2014,84,0,8,2,0,1,2,0
10031,1976,10-02-2013,50,2,23,3,1,3,4,0
5748,1965,01-12-2012,96,27,44,4,146,5,6,1
2134,1952,17-08-2012,94,5,233,69,41,5,8,0
1523,1973,07-05-2014,25,2,15,2,2,2,4,0
