credit,term,fst_payment,id_client
31991.0,6.0,0.0,106805999.0
6700.0,6.0,5000.0,106806000.0
22490.0,6.0,2500.0,106806001.0
26395.0,12.0,10000.0,106806002.0
5000.0,3.0,1000.0,106806003.0
18400.0,3.0,4660.0,106806004.0
4647.0,4.0,517.0,106806005.0
3541.0,3.0,24000.0,106806006.0
5190.0,4.0,10000.0,106806007.0
6200.0,3.0,3000.0,106806008.0
22192.0,6.0,5000.0,106806009.0
24750.0,3.0,2750.0,106806010.0
8785.0,3.0,3765.0,106806011.0
3650.0,3.0,100.0,106806012.0
25200.0,5.0,2800.0,106806013.0
6347.0,3.0,3703.0,106806014.0
9554.0,3.0,1200.0,106806015.0
20381.0,8.0,9000.0,106806016.0
17997.0,6.0,5000.0,106806017.0
2031.0,6.0,2031.0,106806018.0
3910.0,3.0,690.0,106806019.0
14500.0,9.0,0.0,106806020.0
14390.0,10.0,1600.0,106806021.0
4349.0,3.0,13000.0,106806022.0
77210.0,12.0,10000.0,106806023.0
24300.0,3.0,2700.0,106806024.0
10799.0,10.0,1200.0,106806025.0
10972.0,11.0,1528.0,106806026.0
4400.0,6.0,1000.0,106806027.0
5076.0,3.0,564.0,106806028.0
13000.0,6.0,4000.0,106806029.0
5912.0,3.0,10000.0,106806030.0
19300.0,9.0,3000.0,106806031.0
7310.0,3.0,2500.0,106806032.0
2850.0,3.0,500.0,106806033.0
2900.0,3.0,1000.0,106806034.0
13318.0,9.0,1480.0,106806035.0
13669.0,10.0,5081.0,106806036.0
12695.0,9.0,3000.0,106806037.0
20499.0,6.0,5000.0,106806038.0
14917.0,3.0,4098.0,106806039.0
75535.08,18.0,20000.0,106806040.0
17540.0,3.0,2000.0,106806041.0
11996.0,3.0,9784.0,106806042.0
2878.0,3.0,510.0,106806043.0
14005.0,10.0,1600.0,106806044.0
7560.0,10.0,840.0,106806045.0
23390.0,12.0,2600.0,106806046.0
8700.0,3.0,5000.0,106806047.0
2000.0,3.0,450.0,106806048.0
7349.0,3.0,3150.0,106806049.0
4180.0,3.0,2000.0,106806050.0
16730.0,12.0,1860.0,106806051.0
15750.0,12.0,1750.0,106806052.0
4842.0,3.0,0.0,106806053.0
11280.0,6.0,720.0,106806054.0
21500.0,6.0,5500.0,106806055.0
6799.0,9.0,1000.0,106806056.0
23774.0,5.0,2650.0,106806057.0
4938.0,3.0,900.0,106806058.0
4460.0,3.0,3500.0,106806059.0
12150.0,10.0,1350.0,106806060.0
6809.0,6.0,1210.0,106806061.0
16519.0,6.0,2149.0,106806062.0
21940.0,3.0,10000.0,106806063.0
13500.0,6.0,1500.0,106806064.0
4000.0,3.0,2000.0,106806065.0
6998.0,6.0,6000.0,106806066.0
6985.0,3.0,1235.0,106806067.0
4930.95,3.0,0.0,106806068.0
5650.0,3.0,2000.0,106806069.0
12000.0,3.0,14000.0,106806070.0
7200.0,12.0,800.0,106806071.0
10990.0,6.0,4500.0,106806072.0
24000.0,6.0,3000.0,106806073.0
15602.5,10.0,15600.0,106806074.0
9675.0,12.0,1075.0,106806075.0
4600.0,5.0,0.0,106806076.0
5818.5,5.0,646.5,106806077.0
12860.0,12.0,1430.0,106806078.0
26988.0,6.0,15000.0,106806079.0
14999.0,6.0,2000.2,106806080.0
12000.0,6.0,1400.0,106806081.0
13900.0,8.0,1600.0,106806082.0
34650.0,12.0,3850.0,106806083.0
4390.0,3.0,1100.0,106806084.0
4401.0,5.0,489.0,106806085.0
4500.0,6.0,1000.0,106806086.0
5152.0,3.0,2538.0,106806087.0
21780.0,12.0,2500.0,106806088.0
8420.0,6.0,3000.0,106806089.0
18810.0,3.0,7000.0,106806090.0
3500.0,3.0,1000.0,106806091.0
35250.0,24.0,5000.0,106806092.0
19877.0,24.0,10000.0,106806093.0
14990.0,12.0,3000.0,106806094.0
4644.0,5.0,516.0,106806095.0
11496.0,3.0,9375.0,106806096.0
27673.0,12.0,6000.0,106806097.0
13500.0,3.0,1500.0,106806098.0
2792.0,3.0,1000.0,106806099.0
9450.0,6.0,1050.0,106806100.0
9100.0,6.0,3000.0,106806101.0
12000.0,12.0,17669.0,106806102.0
7199.0,6.0,800.0,106806103.0
8735.0,3.0,0.0,106806104.0
19250.0,6.0,2750.0,106806105.0
8500.0,12.0,0.0,106806106.0
3440.0,6.0,610.0,106806107.0
5337.0,6.0,2000.0,106806108.0
5610.0,6.0,630.0,106806109.0
6100.0,6.0,690.0,106806110.0
3000.0,3.0,1590.0,106806111.0
14350.0,7.0,4000.0,106806112.0
16838.0,3.0,15000.0,106806113.0
16312.0,6.0,1500.0,106806114.0
26020.0,12.0,2900.0,106806115.0
29663.0,10.0,11027.0,106806116.0
7229.0,3.0,1300.0,106806117.0
3290.0,3.0,1000.0,106806118.0
2470.0,3.0,2000.0,106806119.0
12741.0,12.0,2248.1,106806120.0
6108.0,6.0,680.0,106806121.0
8620.0,3.0,3700.0,106806122.0
2955.0,3.0,530.0,106806123.0
8900.0,3.0,1000.0,106806124.0
15400.0,10.0,1800.0,106806125.0
4990.0,6.0,2000.0,106806126.0
4880.0,3.0,4000.0,106806127.0
4800.0,3.0,3000.0,106806128.0
9499.0,12.0,4500.0,106806129.0
5750.0,3.0,1200.0,106806130.0
6790.0,3.0,1200.0,106806131.0
19590.0,3.0,8400.0,106806132.0
50652.94,12.0,6000.0,106806133.0
4500.0,3.0,1000.0,106806134.0
22930.0,6.0,5000.0,106806135.0
3321.0,3.0,369.0,106806136.0
3900.0,3.0,3000.0,106806137.0
19600.0,7.0,2200.0,106806138.0
11289.0,12.0,3000.0,106806139.0
10978.0,6.0,1937.0,106806140.0
21736.2,10.0,2500.0,106806141.0
30420.0,3.0,3380.0,106806142.0
10000.0,6.0,5240.0,106806143.0
6622.0,6.0,1168.0,106806144.0
24983.0,18.0,8923.0,106806145.0
14522.0,10.0,1619.95,106806146.0
2190.0,3.0,1000.0,106806147.0
14900.0,6.0,0.0,106806148.0
10687.0,3.0,7670.0,106806149.0
17900.0,7.0,12000.0,106806150.0
9000.0,3.0,4000.0,106806151.0
8400.0,12.0,1000.0,106806152.0
10540.0,5.0,6000.0,106806153.0
4952.0,5.0,1000.0,106806154.0
12499.0,12.0,12500.0,106806155.0
9237.0,4.0,7953.0,106806156.0
8600.0,6.0,1000.0,106806157.0
6000.0,12.0,1273.0,106806158.0
3790.0,3.0,500.0,106806159.0
23990.0,6.0,12000.0,106806160.0
20190.0,10.0,4000.0,106806161.0
5490.0,3.0,1500.0,106806162.0
5940.0,3.0,1000.0,106806163.0
5825.0,3.0,2150.0,106806164.0
8100.0,10.0,6000.0,106806165.0
20338.0,10.0,2260.0,106806166.0
20375.0,6.0,3595.0,106806167.0
9647.0,6.0,4000.0,106806168.0
16380.0,3.0,1820.0,106806169.0
14595.0,6.0,14000.0,106806170.0
23920.0,3.0,5980.0,106806171.0
8750.0,4.0,8750.0,106806172.0
5288.0,3.0,600.0,106806173.0
17460.0,12.0,2000.0,106806174.0
14150.0,10.0,2850.0,106806175.0
9913.0,6.0,1500.0,106806176.0
18210.0,6.0,2369.0,106806177.0
10880.0,12.0,1920.0,106806178.0
34154.0,3.0,3990.0,106806179.0
18990.0,10.0,2110.0,106806180.0
5930.0,12.0,0.0,106806181.0
8900.0,12.0,0.0,106806182.0
27472.0,3.0,10000.0,106806183.0
20943.0,18.0,2327.0,106806184.0
21124.0,12.0,0.0,106806185.0
3411.0,6.0,379.0,106806186.0
10640.0,6.0,3000.0,106806187.0
6967.0,6.0,1229.0,106806188.0
29120.0,6.0,15680.0,106806189.0
18239.0,4.0,15701.0,106806190.0
4961.0,5.0,552.0,106806191.0
4199.0,6.0,4100.0,106806192.0
11200.0,6.0,3000.0,106806193.0
13620.0,6.0,7000.0,106806194.0
10616.4,5.0,1179.6,106806195.0
13793.0,5.0,10177.0,106806196.0
29877.3,12.0,3319.7,106806197.0
9979.0,3.0,9979.0,106806198.0
4131.0,5.0,459.0,106806199.0
4329.0,9.0,4000.0,106806200.0
5999.0,3.0,3000.0,106806201.0
33680.0,24.0,5000.0,106806202.0
13680.0,12.0,4000.0,106806203.0
8389.91,6.0,2000.0,106806204.0
16145.0,12.0,1800.0,106806205.0
12000.0,6.0,5000.0,106806206.0
2900.0,3.0,6000.0,106806207.0
3790.0,3.0,5000.0,106806208.0
8080.0,3.0,12000.0,106806209.0
7950.0,12.0,5000.0,106806210.0
17049.0,3.0,18735.0,106806211.0
15000.0,3.0,17000.0,106806212.0
5268.47,3.0,941.0,106806213.0
20575.0,12.0,2300.0,106806214.0
4499.0,4.0,1000.0,106806215.0
23040.0,5.0,2560.0,106806216.0
21080.0,7.0,3000.0,106806217.0
5100.0,3.0,1500.0,106806218.0
3750.0,3.0,4000.0,106806219.0
5920.0,6.0,660.0,106806220.0
3898.1,12.0,0.0,106806221.0
5312.0,6.0,1328.0,106806222.0
16820.0,3.0,1900.0,106806223.0
7250.0,3.0,25000.0,106806224.0
8399.0,3.0,1500.0,106806225.0
9000.0,3.0,8790.0,106806226.0
3501.0,3.0,389.0,106806227.0
2970.0,3.0,2000.0,106806228.0
6700.0,3.0,6000.0,106806229.0
12328.0,18.0,1370.0,106806230.0
4490.0,3.0,500.0,106806231.0
12213.0,4.0,1360.0,106806232.0
2350.0,3.0,0.0,106806233.0
10884.0,10.0,1200.0,106806234.0
21300.0,9.0,10000.0,106806235.0
6850.0,5.0,0.0,106806236.0
2650.0,3.0,3000.0,106806237.0
17869.0,12.0,2000.0,106806238.0
3490.0,3.0,610.0,106806239.0
5242.3,3.0,6000.0,106806240.0
8990.0,3.0,50000.0,106806241.0
3600.0,6.0,0.0,106806242.0
3358.0,3.0,332.0,106806243.0
9360.0,10.0,1040.0,106806244.0
17400.0,6.0,8000.0,106806245.0
4922.0,6.0,868.0,106806246.0
2730.0,3.0,5000.0,106806247.0
7224.0,6.0,3000.0,106806248.0
2000.51,3.0,1045.0,106806249.0
4455.0,3.0,495.0,106806250.0
13430.0,4.0,11560.0,106806251.0
15403.02,6.0,4000.0,106806252.0
24897.0,12.0,4393.0,106806253.0
10300.0,10.0,8500.0,106806254.0
29944.0,12.0,0.0,106806255.0
6300.0,5.0,0.0,106806256.0
30350.0,24.0,100.0,106806257.0
18972.0,6.0,4000.0,106806258.0
2045.0,3.0,11900.0,106806259.0
8549.9,3.0,16000.0,106806260.0
15500.0,3.0,10000.0,106806261.0
5350.0,3.0,1000.0,106806262.0
10490.0,3.0,10000.0,106806263.0
11850.0,3.0,2310.0,106806264.0
6549.83,7.0,2000.0,106806265.0
6272.0,3.0,1568.0,106806266.0
20792.0,6.0,5198.0,106806267.0
4200.0,6.0,2000.0,106806268.0
30000.0,18.0,4000.0,106806269.0
8500.0,4.0,10000.0,106806270.0
5500.0,3.0,1500.0,106806271.0
26099.0,6.0,5000.0,106806272.0
10938.0,6.0,5361.0,106806273.0
10730.0,6.0,1200.0,106806274.0
4743.0,5.0,527.0,106806275.0
3999.0,3.0,23000.0,106806276.0
3390.0,6.0,500.0,106806277.0
13570.0,3.0,1550.0,106806278.0
6850.0,3.0,3000.0,106806279.0
92000.0,13.0,38000.0,106806280.0
10690.0,5.0,3000.0,106806281.0
3800.0,4.0,1000.0,106806282.0
2990.0,6.0,1000.0,106806283.0
11030.0,4.0,1230.0,106806284.0
30960.0,3.0,15000.0,106806285.0
16364.0,3.0,17000.0,106806286.0
4590.0,3.0,810.0,106806287.0
2660.0,3.0,1500.0,106806288.0
6291.0,3.0,699.0,106806289.0
3050.0,3.0,340.0,106806290.0
22500.0,10.0,4817.0,106806291.0
10610.0,3.0,6000.0,106806292.0
4220.0,3.0,1580.0,106806293.0
12300.0,6.0,2000.0,106806294.0
29065.0,6.0,3680.0,106806295.0
16544.0,12.0,2482.0,106806296.0
6970.0,3.0,3000.0,106806297.0
5490.0,3.0,610.0,106806298.0
4680.0,3.0,520.0,106806299.0
19990.0,3.0,2500.0,106806300.0
10435.0,3.0,3000.0,106806301.0
21499.0,12.0,5500.0,106806302.0
6792.0,3.0,1198.0,106806303.0
6290.0,6.0,700.0,106806304.0
10347.0,3.0,15000.0,106806305.0
6370.0,3.0,0.0,106806306.0
4904.0,3.0,2000.0,106806307.0
6000.0,3.0,2532.0,106806308.0
4380.0,3.0,3000.0,106806309.0
3990.0,3.0,0.0,106806310.0
74482.0,23.0,42518.0,106806311.0
11990.0,12.0,8000.0,106806312.0
38244.0,6.0,5000.0,106806313.0
3790.0,4.0,2000.0,106806314.0
3028.0,3.0,337.0,106806315.0
19400.0,3.0,5000.0,106806316.0
2389.0,3.0,300.0,106806317.0
10852.0,6.0,7000.5,106806318.0
7348.52,3.0,1000.0,106806319.0
19106.0,6.0,2294.0,106806320.0
5083.0,3.0,565.0,106806321.0
17648.0,10.0,2000.0,106806322.0
12700.0,12.0,0.0,106806323.0
6500.0,3.0,0.0,106806324.0
11383.0,6.0,1265.0,106806325.0
3700.0,3.0,1000.0,106806326.0
4950.0,5.0,1500.0,106806327.0
8500.0,6.0,7000.0,106806328.0
6350.0,6.0,6000.0,106806329.0
13489.0,6.0,5000.0,106806330.0
4990.0,12.0,1000.0,106806331.0
10100.0,12.0,0.0,106806332.0
45160.0,3.0,19355.0,106806333.0
5300.0,10.0,300.0,106806334.0
4135.0,6.0,1000.0,106806335.0
50678.0,3.0,5631.0,106806336.0
9170.0,12.0,2000.0,106806337.0
11280.0,5.0,4000.0,106806338.0
6792.0,9.0,1198.0,106806339.0
6000.0,3.0,28000.0,106806340.0
31680.0,18.0,3520.0,106806341.0
2009.0,3.0,1390.0,106806342.0
13409.0,12.0,2370.0,106806343.0
9000.0,3.0,20890.0,106806344.0
21930.0,12.0,0.0,106806345.0
11536.0,12.0,0.0,106806346.0
7985.0,3.0,0.0,106806347.0
21250.0,10.0,20000.0,106806348.0
37069.0,3.0,15886.0,106806349.0
4990.0,3.0,1000.0,106806350.0
22700.0,18.0,4200.0,106806351.0
9532.0,6.0,1199.0,106806352.0
4973.0,3.0,877.0,106806353.0
33990.0,18.0,6000.0,106806354.0
31278.0,12.0,3500.0,106806355.0
17795.0,12.0,5000.0,106806356.0
13000.0,6.0,6000.0,106806357.0
21880.0,10.0,3000.0,106806358.0
83407.0,18.0,34923.0,106806359.0
5290.0,10.0,600.0,106806360.0
13060.0,10.0,1500.0,106806361.0
79200.0,36.0,8800.0,106806362.0
2072.7,5.0,230.3,106806363.0
4800.0,12.0,900.0,106806364.0
18100.0,12.0,10000.0,106806365.0
20000.0,12.0,7000.0,106806366.0
4399.0,3.0,1000.0,106806367.0
8500.0,24.0,7000.0,106806368.0
3040.0,3.0,350.0,106806369.0
8500.0,3.0,3000.0,106806370.0
4000.0,3.0,4000.0,106806371.0
6490.5,6.0,800.0,106806372.0
5000.0,6.0,4250.0,106806373.0
22940.0,12.0,2550.0,106806374.0
19710.0,10.0,2200.0,106806375.0
89200.0,12.0,24800.0,106806376.0
14420.0,10.0,2000.0,106806377.0
12599.0,10.0,1400.0,106806378.0
4990.0,12.0,560.0,106806379.0
8456.0,12.0,2114.0,106806380.0
20069.33,6.0,5708.0,106806381.0
12890.92,10.0,3000.0,106806382.0
11426.0,5.0,13000.0,106806383.0
17815.0,12.0,0.0,106806384.0
11100.0,6.0,1300.0,106806385.0
9850.0,6.0,1200.0,106806386.0
65400.0,18.0,10000.0,106806387.0
6605.0,12.0,1651.0,106806388.0
11489.0,12.0,1500.0,106806389.0
18400.0,7.0,2100.0,106806390.0
9900.0,6.0,2000.0,106806391.0
11250.0,6.0,1250.0,106806392.0
9810.0,6.0,1090.0,106806393.0
7760.0,6.0,1370.0,106806394.0
14097.0,6.0,8000.0,106806395.0
14916.0,6.0,2034.0,106806396.0
5840.0,10.0,650.0,106806397.0
7611.0,6.0,2000.0,106806398.0
12428.7,11.0,2000.0,106806399.0
79959.0,36.0,14440.0,106806400.0
12702.0,5.0,7298.0,106806401.0
15565.5,5.0,5000.0,106806402.0
21619.0,12.0,2410.0,106806403.0
12822.0,10.0,4768.0,106806404.0
5500.0,6.0,0.0,106806405.0
8850.0,10.0,985.0,106806406.0
5097.0,3.0,2000.0,106806407.0
24800.0,10.0,2800.0,106806408.0
24711.0,12.0,0.0,106806409.0
4140.2,6.0,750.0,106806410.0
5091.0,6.0,899.0,106806411.0
3950.0,3.0,1000.0,106806412.0
10860.0,12.0,2000.0,106806413.0
13400.0,9.0,2500.0,106806414.0
15250.0,10.0,1700.0,106806415.0
8929.0,18.0,3000.0,106806416.0
15580.0,5.0,2000.0,106806417.0
4950.0,3.0,550.0,106806418.0
33000.0,12.0,3700.0,106806419.0
22999.0,6.0,3000.0,106806420.0
2500.0,4.0,450.0,106806421.0
15481.0,6.0,1800.0,106806422.0
15560.0,6.0,12000.0,106806423.0
38408.0,6.0,9602.0,106806424.0
6071.0,10.0,675.0,106806425.0
9315.0,6.0,1035.0,106806426.0
11199.0,12.0,1245.0,106806427.0
18900.0,10.0,10000.0,106806428.0
5852.0,12.0,1463.0,106806429.0
4882.0,5.0,700.0,106806430.0
9340.0,6.0,1650.0,106806431.0
20800.0,12.0,5200.0,106806432.0
7302.0,4.0,1288.0,106806433.0
5950.0,6.0,1050.0,106806434.0
9629.0,10.0,1070.0,106806435.0
2119.0,6.0,250.0,106806436.0
12640.0,6.0,3160.0,106806437.0
7000.0,6.0,7019.0,106806438.0
3919.0,3.0,691.0,106806439.0
15290.0,6.0,1700.0,106806440.0
3180.0,9.0,360.0,106806441.0
22500.0,10.0,2500.0,106806442.0
19990.0,12.0,5000.0,106806443.0
5301.0,6.0,589.0,106806444.0
4990.0,6.0,1000.0,106806445.0
19170.0,9.0,7000.0,106806446.0
23490.0,12.0,10000.0,106806447.0
13491.0,12.0,3000.0,106806448.0
25000.0,12.0,4000.0,106806449.0
5708.0,3.0,3000.0,106806450.0
19375.0,10.0,5000.0,106806451.0
4590.2,3.0,13000.0,106806452.0
8292.0,8.0,9500.0,106806453.0
5760.0,5.0,640.0,106806454.0
4117.5,5.0,457.5,106806455.0
6200.0,9.0,1100.0,106806456.0
17714.0,6.0,3126.0,106806457.0
18900.0,12.0,2100.0,106806458.0
6247.0,6.0,1103.0,106806459.0
3321.0,5.0,369.0,106806460.0
13990.0,6.0,8000.0,106806461.0
21900.0,10.0,7000.0,106806462.0
10170.0,12.0,1130.0,106806463.0
15727.0,3.0,1810.0,106806464.0
11000.0,9.0,2000.0,106806465.0
10759.0,6.0,2690.0,106806466.0
16300.0,12.0,2000.0,106806467.0
59760.0,24.0,10240.0,106806468.0
18615.0,12.0,4500.0,106806469.0
19464.0,10.0,3435.0,106806470.0
14938.0,12.0,1660.0,106806471.0
4440.0,9.0,800.0,106806472.0
17076.2,9.0,0.0,106806473.0
18498.0,3.0,10000.0,106806474.0
37100.0,12.0,0.0,106806475.0
5490.0,6.0,2500.0,106806476.0
13500.0,12.0,1561.0,106806477.0
19377.0,6.0,10434.0,106806478.0
15214.0,6.0,1700.0,106806479.0
12800.0,10.0,2480.0,106806480.0
9199.0,9.0,1500.0,106806481.0
10438.0,6.0,1842.0,106806482.0
11600.0,12.0,1300.0,106806483.0
3150.0,3.0,5000.0,106806484.0
100000.0,10.0,39400.0,106806485.0
32370.0,6.0,15000.0,106806486.0
48600.0,6.0,11090.0,106806487.0
8990.0,6.0,1600.0,106806488.0
9998.0,6.0,1800.0,106806489.0
12300.0,6.0,3000.0,106806490.0
7098.0,6.0,800.0,106806491.0
6200.0,6.0,1000.0,106806492.0
2190.2,4.0,500.0,106806493.0
10483.0,10.0,2000.0,106806494.0
11240.0,10.0,1250.0,106806495.0
35600.0,3.0,23800.0,106806496.0
8883.0,3.0,987.0,106806497.0
13382.0,3.0,5735.0,106806498.0
78550.0,15.0,27350.0,106806499.0
10100.0,6.0,1140.0,106806500.0
7900.0,3.0,7900.0,106806501.0
23793.0,12.0,3400.0,106806502.0
26547.1,10.0,3000.0,106806503.0
4700.0,5.0,0.0,106806504.0
8532.0,3.0,4014.0,106806505.0
7693.0,3.0,3297.0,106806506.0
34391.0,7.0,0.0,106806507.0
19920.0,6.0,5000.0,106806508.0
7116.0,6.0,1256.0,106806509.0
35943.0,10.0,4000.0,106806510.0
11470.0,5.0,11000.0,106806511.0
6411.72,6.0,0.0,106806512.0
18246.0,10.0,2100.0,106806513.0
13950.0,6.0,1550.0,106806514.0
5660.0,6.0,1500.0,106806515.0
6710.0,6.0,3000.0,106806516.0
5419.0,12.0,650.0,106806517.0
6750.0,5.0,2500.0,106806518.0
7740.0,10.0,2000.0,106806519.0
12600.0,12.0,2000.0,106806520.0
42300.0,10.0,4700.0,106806521.0
51200.0,12.0,9040.0,106806522.0
33000.0,6.0,6340.0,106806523.0
14090.0,10.0,2500.0,106806524.0
35091.0,6.0,3899.95,106806525.0
4850.0,6.0,2000.0,106806526.0
33700.0,8.0,30000.0,106806527.0
13910.0,10.0,1550.0,106806528.0
7515.0,6.0,835.0,106806529.0
6364.0,7.0,0.0,106806530.0
65000.0,24.0,65000.0,106806531.0
4788.0,12.0,532.0,106806532.0
7000.0,9.0,7990.0,106806533.0
11526.0,6.0,2034.0,106806534.0
6494.0,6.0,1146.0,106806535.0
28000.0,12.0,5000.0,106806536.0
16596.0,12.0,1850.0,106806537.0
5890.0,12.0,1000.0,106806538.0
9890.0,6.0,1100.0,106806539.0
9500.0,10.0,1500.0,106806540.0
6796.0,10.0,1199.0,106806541.0
10538.0,10.0,1180.0,106806542.0
12755.0,12.0,2000.0,106806543.0
17595.0,12.0,7541.0,106806544.0
17999.0,12.0,5000.0,106806545.0
12898.0,12.0,1440.0,106806546.0
7380.0,6.0,820.0,106806547.0
5600.0,6.0,990.0,106806548.0
5990.0,6.0,3000.0,106806549.0
24800.0,10.0,4000.0,106806550.0
9490.0,10.0,1100.0,106806551.0
30600.0,8.0,3400.0,106806552.0
11048.0,6.0,10706.0,106806553.0
4990.0,4.0,3000.0,106806554.0
10799.0,10.0,1300.0,106806555.0
17990.0,10.0,2000.0,106806556.0
16110.0,10.0,1790.0,106806557.0
5530.0,6.0,1000.0,106806558.0
15520.0,9.0,0.0,106806559.0
11699.0,6.0,1300.0,106806560.0
15725.0,6.0,2775.0,106806561.0
16040.0,12.0,2000.0,106806562.0
10526.0,6.0,7020.0,106806563.0
6204.0,10.0,1095.0,106806564.0
21030.0,12.0,2400.0,106806565.0
28000.0,6.0,6370.0,106806566.0
18692.0,6.0,3298.0,106806567.0
38800.0,6.0,5044.0,106806568.0
10655.0,6.0,6000.0,106806569.0
4810.0,3.0,2500.0,106806570.0
12708.0,12.0,1420.0,106806571.0
10910.0,6.0,2000.0,106806572.0
18900.0,6.0,10000.0,106806573.0
28215.0,10.0,3140.0,106806574.0
7450.0,6.0,1000.0,106806575.0
8295.0,9.0,260.0,106806576.0
18990.0,8.0,4000.0,106806577.0
16065.0,6.0,1785.0,106806578.0
12518.5,10.0,1400.0,106806579.0
25780.0,12.0,3000.0,106806580.0
7556.0,6.0,1333.0,106806581.0
17200.0,12.0,3000.0,106806582.0
16099.0,6.0,1800.0,106806583.0
74466.0,6.0,8274.0,106806584.0
64500.0,18.0,12000.0,106806585.0
31730.91,12.0,8000.0,106806586.0
16519.02,12.0,510.9,106806587.0
13400.0,6.0,1500.0,106806588.0
13671.0,6.0,1519.0,106806589.0
4990.0,7.0,600.0,106806590.0
6030.0,6.0,670.0,106806591.0
7160.0,6.0,1000.0,106806592.0
2578.0,6.0,1000.0,106806593.0
16048.0,6.0,4267.0,106806594.0
6740.0,6.0,3000.0,106806595.0
6900.0,6.0,7000.0,106806596.0
11968.0,6.0,2112.0,106806597.0
7590.0,9.0,1400.0,106806598.0
13455.0,6.0,1495.0,106806599.0
17000.0,10.0,2600.0,106806600.0
13179.0,9.0,2500.0,106806601.0
8088.0,6.0,900.0,106806602.0
23706.0,10.0,3000.0,106806603.0
17000.0,12.0,1892.0,106806604.0
25000.0,10.0,5000.0,106806605.0
19800.0,12.0,2200.0,106806606.0
15950.0,12.0,2000.0,106806607.0
18119.0,6.0,5000.0,106806608.0
15210.0,12.0,2000.0,106806609.0
7629.0,10.0,2000.0,106806610.0
12350.0,10.0,1400.0,106806611.0
15230.0,12.0,0.0,106806612.0
4754.0,6.0,839.0,106806613.0
16561.0,6.0,4000.0,106806614.0
21915.0,10.0,5000.0,106806615.0
11586.0,6.0,2044.0,106806616.0
13000.0,6.0,13000.0,106806617.0
5390.0,6.0,1000.0,106806618.0
14948.0,6.0,1700.0,106806619.0
14461.0,3.0,9000.0,106806620.0
23400.0,12.0,2600.0,106806621.0
7101.0,4.0,1000.0,106806622.0
11830.0,3.0,11500.0,106806623.0
22400.0,6.0,2500.0,106806624.0
14383.0,12.0,3596.0,106806625.0
53091.0,12.0,5899.0,106806626.0
5941.0,3.0,1049.0,106806627.0
11539.0,12.0,10000.0,106806628.0
13298.0,6.0,5000.0,106806629.0
5560.0,10.0,1390.0,106806630.0
4990.0,6.0,800.0,106806631.0
9263.0,6.0,1635.0,106806632.0
11800.0,6.0,0.0,106806633.0
29285.0,6.0,3300.0,106806634.0
5210.0,10.0,920.0,106806635.0
21150.0,12.0,2350.0,106806636.0
14798.0,6.0,9000.0,106806637.0
25000.0,10.0,10097.0,106806638.0
7334.0,10.0,1000.0,106806639.0
16150.0,4.0,1800.0,106806640.0
28900.0,9.0,0.0,106806641.0
8811.0,6.0,979.0,106806642.0
14000.0,6.0,0.0,106806643.0
7730.0,6.0,860.0,106806644.0
19083.0,10.0,2121.0,106806645.0
20925.0,12.0,2325.0,106806646.0
4589.0,6.0,1000.0,106806647.0
15800.0,12.0,3000.0,106806648.0
11100.0,12.0,1500.0,106806649.0
3107.7,5.0,345.3,106806650.0
8390.0,10.0,2500.0,106806651.0
7204.0,6.0,1271.0,106806652.0
5149.0,6.0,0.0,106806653.0
70000.0,18.0,10000.0,106806654.0
8440.0,12.0,1500.0,106806655.0
13719.0,10.0,1525.0,106806656.0
72000.0,24.0,41000.0,106806657.0
17500.0,6.0,550.0,106806658.0
4701.6,5.0,522.4,106806659.0
3770.0,6.0,420.0,106806660.0
14440.0,10.0,2550.0,106806661.0
10935.0,6.0,11000.0,106806662.0
23186.0,10.0,3000.0,106806663.0
11892.0,6.0,2098.0,106806664.0
33000.0,3.0,10000.0,106806665.0
7151.0,6.0,859.0,106806666.0
19980.0,8.0,10200.0,106806667.0
9095.0,6.0,1605.0,106806668.0
19520.0,12.0,5000.0,106806669.0
6354.0,9.0,706.0,106806670.0
15320.0,6.0,3000.0,106806671.0
13100.0,12.0,1500.0,106806672.0
8000.0,10.0,2500.0,106806673.0
41132.0,12.0,5000.0,106806674.0
10778.0,6.0,1200.0,106806675.0
21220.0,12.0,2400.0,106806676.0
6380.91,6.0,710.0,106806677.0
29599.0,12.0,7000.0,106806678.0
15000.0,6.0,4000.0,106806679.0
15990.0,10.0,4000.0,106806680.0
3900.0,6.0,720.0,106806681.0
13205.0,12.0,2335.0,106806682.0
31520.0,12.0,3600.0,106806683.0
12508.2,12.0,1389.8,106806684.0
19580.0,12.0,2200.0,106806685.0
26489.0,6.0,5000.0,106806686.0
4799.0,5.0,500.0,106806687.0
6590.0,6.0,1000.0,106806688.0
6820.0,6.0,1000.0,106806689.0
4710.0,6.0,840.0,106806690.0
6699.0,3.0,4000.0,106806691.0
5384.0,6.0,3000.0,106806692.0
31000.0,18.0,0.0,106806693.0
9400.0,6.0,2000.0,106806694.0
41451.0,12.0,5000.0,106806695.0
31646.0,10.0,6000.0,106806696.0
17500.0,10.0,2500.0,106806697.0
13905.0,6.0,1545.0,106806698.0
10800.0,12.0,1200.0,106806699.0
7450.0,6.0,5000.0,106806700.0
6490.0,6.0,1200.0,106806701.0
4909.0,6.0,1000.0,106806702.0
34280.0,15.0,4000.0,106806703.0
7850.0,9.0,900.0,106806704.0
