age,gdr,ch_t,deps,sc_wk_fl,sc_pns,p_inc,agr,target,loan_num_closed,loan_num_total
26.0,1.0,1.0,1.0,2.0,1.0,11000.0,65421773.0,0.0,0.0,1
49.0,1.0,3.0,0.0,2.0,1.0,8000.0,61355465.0,0.0,0.0,1
51.0,1.0,2.0,1.0,2.0,2.0,12000.0,61315548.0,0.0,0.0,1
38.0,1.0,2.0,2.0,2.0,1.0,9000.0,64898667.0,1.0,0.0,1
50.0,0.0,1.0,1.0,2.0,1.0,20000.0,61376376.0,0.0,0.0,1
30.0,1.0,2.0,2.0,2.0,1.0,5900.0,66525228.0,0.0,1.0,1
39.0,0.0,1.0,1.0,2.0,1.0,25000.0,64375352.0,0.0,0.0,1
27.0,0.0,1.0,0.0,2.0,1.0,15000.0,62168586.0,1.0,0.0,1
34.0,0.0,0.0,0.0,2.0,1.0,10000.0,61960657.0,0.0,0.0,1
22.0,0.0,0.0,0.0,2.0,1.0,19000.0,61055796.0,1.0,1.0,1
53.0,0.0,3.0,1.0,2.0,1.0,7000.0,61254470.0,0.0,0.0,1
25.0,1.0,0.0,0.0,2.0,1.0,18000.0,67090904.0,0.0,1.0,1
38.0,0.0,1.0,1.0,2.0,1.0,9500.0,66900728.0,0.0,1.0,1
53.0,1.0,2.0,0.0,2.0,1.0,12000.0,63998327.0,0.0,1.0,1
54.0,1.0,0.0,0.0,1.0,2.0,8500.0,62171298.0,0.0,0.0,1
51.0,0.0,2.0,1.0,2.0,1.0,10000.0,67087322.0,0.0,1.0,1
33.0,1.0,2.0,2.0,2.0,1.0,8000.0,61360641.0,0.0,0.0,1
40.0,1.0,2.0,2.0,2.0,1.0,20000.0,60461608.0,0.0,0.0,1
45.0,0.0,1.0,1.0,2.0,1.0,10000.0,66902009.0,0.0,0.0,1
24.0,1.0,0.0,0.0,2.0,1.0,15000.0,67024343.0,0.0,1.0,1
36.0,1.0,1.0,1.0,2.0,1.0,14000.0,66333080.0,0.0,1.0,1
44.0,1.0,0.0,0.0,2.0,1.0,53000.0,66904429.0,0.0,0.0,1
56.0,1.0,0.0,0.0,1.0,2.0,10000.0,59932142.0,0.0,1.0,1
34.0,1.0,3.0,3.0,2.0,1.0,5000.0,62990423.0,0.0,0.0,1
35.0,1.0,2.0,2.0,2.0,1.0,6000.0,61228802.0,0.0,0.0,1
25.0,0.0,1.0,1.0,2.0,1.0,5000.0,66672791.0,0.0,1.0,1
45.0,1.0,4.0,4.0,2.0,1.0,8000.0,61964923.0,0.0,0.0,1
40.0,1.0,2.0,2.0,2.0,1.0,12000.0,66749490.0,0.0,1.0,1
49.0,1.0,0.0,0.0,2.0,1.0,18000.0,61127479.0,0.0,1.0,1
55.0,0.0,0.0,0.0,1.0,2.0,6500.0,64913750.0,0.0,0.0,1
28.0,1.0,1.0,1.0,2.0,1.0,10000.0,66888751.0,1.0,1.0,1
58.0,1.0,0.0,0.0,2.0,1.0,8000.0,62164069.0,0.0,0.0,1
24.0,1.0,1.0,1.0,2.0,1.0,9000.0,66905420.0,0.0,0.0,1
51.0,1.0,2.0,0.0,2.0,1.0,40000.0,61833585.0,0.0,1.0,1
50.0,0.0,2.0,0.0,2.0,1.0,18000.0,62243456.0,0.0,1.0,1
23.0,1.0,0.0,0.0,2.0,1.0,12000.0,66087683.0,0.0,1.0,1
53.0,1.0,1.0,1.0,2.0,1.0,8000.0,62951586.0,0.0,0.0,1
27.0,0.0,2.0,3.0,2.0,1.0,30000.0,66325735.0,0.0,1.0,1
54.0,0.0,2.0,0.0,2.0,1.0,10000.0,65243102.0,0.0,0.0,1
56.0,1.0,0.0,0.0,1.0,2.0,8000.0,66741578.0,0.0,1.0,1
41.0,0.0,2.0,2.0,2.0,1.0,9000.0,66587235.0,0.0,1.0,1
38.0,0.0,1.0,1.0,2.0,1.0,8000.0,67097280.0,0.0,1.0,1
33.0,0.0,1.0,1.0,2.0,1.0,15000.0,66891175.0,0.0,1.0,1
56.0,1.0,1.0,0.0,2.0,1.0,9000.0,66412418.0,0.0,1.0,1
50.0,1.0,1.0,0.0,2.0,1.0,12000.0,60095996.0,1.0,0.0,1
27.0,1.0,0.0,0.0,2.0,1.0,6000.0,66893237.0,0.0,0.0,1
31.0,0.0,2.0,2.0,2.0,1.0,12000.0,61381798.0,1.0,1.0,1
37.0,0.0,2.0,2.0,2.0,1.0,25000.0,60090525.0,0.0,0.0,1
22.0,0.0,0.0,0.0,2.0,1.0,15000.0,61428784.0,0.0,0.0,1
58.0,1.0,0.0,0.0,2.0,2.0,16000.0,66199850.0,0.0,0.0,1
26.0,0.0,1.0,1.0,2.0,1.0,10000.0,66742238.0,0.0,1.0,1
35.0,1.0,1.0,1.0,2.0,1.0,30000.0,60053317.0,0.0,1.0,1
43.0,1.0,1.0,0.0,2.0,1.0,17000.0,67066936.0,1.0,1.0,1
59.0,1.0,5.0,0.0,1.0,2.0,7000.0,66746291.0,0.0,1.0,1
61.0,1.0,1.0,0.0,1.0,2.0,5000.0,61295198.0,0.0,0.0,1
42.0,0.0,2.0,2.0,2.0,1.0,20000.0,63918108.0,0.0,0.0,1
55.0,1.0,0.0,0.0,2.0,1.0,13000.0,66781896.0,0.0,1.0,1
40.0,0.0,2.0,2.0,2.0,1.0,15000.0,61373398.0,0.0,0.0,1
32.0,1.0,0.0,0.0,2.0,1.0,15000.0,61838498.0,0.0,1.0,1
29.0,0.0,1.0,1.0,2.0,1.0,14000.0,60059889.0,0.0,0.0,1
30.0,1.0,1.0,1.0,2.0,1.0,20000.0,66905710.0,0.0,1.0,1
35.0,1.0,0.0,0.0,2.0,1.0,12000.0,66753507.0,0.0,1.0,1
28.0,0.0,2.0,2.0,2.0,1.0,10000.0,64433438.0,0.0,0.0,1
32.0,1.0,1.0,1.0,2.0,1.0,4500.0,66196925.0,0.0,0.0,1
62.0,0.0,1.0,0.0,2.0,2.0,12000.0,66158101.0,0.0,0.0,1
46.0,0.0,2.0,1.0,2.0,1.0,20000.0,64915501.0,0.0,0.0,1
42.0,1.0,0.0,0.0,2.0,1.0,8000.0,62600771.0,0.0,0.0,1
54.0,1.0,1.0,0.0,2.0,1.0,8000.0,66837312.0,0.0,1.0,1
44.0,1.0,3.0,1.0,2.0,1.0,10000.0,66525218.0,0.0,1.0,1
23.0,0.0,0.0,0.0,2.0,1.0,25000.0,62024990.0,0.0,0.0,1
27.0,0.0,0.0,0.0,2.0,1.0,16000.0,60191160.0,0.0,0.0,2
32.0,1.0,1.0,1.0,2.0,1.0,12000.0,61841614.0,0.0,0.0,1
55.0,0.0,0.0,0.0,2.0,1.0,11000.0,62016577.0,0.0,0.0,1
31.0,0.0,2.0,2.0,2.0,1.0,10000.0,59928942.0,0.0,1.0,1
55.0,0.0,1.0,1.0,2.0,1.0,5000.0,62504291.0,0.0,1.0,1
49.0,1.0,0.0,0.0,2.0,1.0,10000.0,62946995.0,0.0,1.0,1
56.0,1.0,0.0,0.0,2.0,1.0,18000.0,66656008.0,0.0,1.0,1
59.0,1.0,1.0,0.0,2.0,2.0,20000.0,64594432.0,0.0,1.0,1
26.0,0.0,1.0,1.0,2.0,1.0,10000.0,63637235.0,0.0,1.0,1
44.0,1.0,1.0,0.0,2.0,1.0,5000.0,61936051.0,0.0,1.0,1
52.0,1.0,2.0,0.0,1.0,2.0,6000.0,62592308.0,0.0,0.0,1
39.0,0.0,1.0,1.0,2.0,1.0,17000.0,61420601.0,0.0,0.0,1
31.0,1.0,1.0,1.0,2.0,1.0,25000.0,61256521.0,0.0,0.0,1
44.0,1.0,1.0,1.0,1.0,2.0,6500.0,61832845.0,0.0,1.0,1
38.0,1.0,2.0,2.0,2.0,1.0,14000.0,64361111.0,0.0,1.0,1
49.0,0.0,1.0,1.0,2.0,1.0,17000.0,60046311.0,0.0,0.0,1
51.0,1.0,1.0,0.0,2.0,2.0,17000.0,61971969.0,0.0,0.0,1
54.0,1.0,2.0,0.0,2.0,1.0,15000.0,61231094.0,0.0,0.0,1
28.0,1.0,1.0,1.0,2.0,1.0,8000.0,66322644.0,0.0,1.0,1
27.0,0.0,0.0,0.0,2.0,1.0,11000.0,64003449.0,0.0,1.0,1
59.0,0.0,0.0,0.0,1.0,2.0,7500.0,66851033.0,0.0,1.0,1
47.0,0.0,1.0,1.0,2.0,1.0,7000.0,61121711.0,0.0,1.0,1
28.0,1.0,0.0,0.0,2.0,1.0,25000.0,66597987.0,0.0,1.0,1
52.0,1.0,2.0,0.0,2.0,1.0,35000.0,65235851.0,0.0,0.0,1
54.0,1.0,1.0,0.0,1.0,2.0,5000.0,61930207.0,0.0,1.0,1
33.0,0.0,0.0,0.0,2.0,1.0,10000.0,60038271.0,0.0,1.0,1
47.0,1.0,1.0,0.0,2.0,1.0,7000.0,61454914.0,0.0,1.0,1
38.0,1.0,1.0,1.0,2.0,1.0,15000.0,65398419.0,0.0,1.0,1
45.0,0.0,1.0,1.0,2.0,1.0,25000.0,62618301.0,0.0,0.0,1
21.0,0.0,0.0,0.0,2.0,1.0,10000.0,63596287.0,0.0,0.0,1
46.0,1.0,2.0,0.0,2.0,1.0,8000.0,62372372.0,0.0,0.0,1
33.0,1.0,1.0,0.0,2.0,1.0,20000.0,61519517.0,0.0,1.0,1
35.0,1.0,2.0,2.0,2.0,1.0,12000.0,62235177.0,0.0,0.0,1
44.0,0.0,2.0,2.0,2.0,1.0,15000.0,66662143.0,0.0,1.0,1
28.0,0.0,0.0,0.0,2.0,1.0,10000.0,62613256.0,1.0,0.0,1
33.0,1.0,2.0,2.0,2.0,1.0,25000.0,64913624.0,0.0,0.0,1
60.0,1.0,1.0,0.0,2.0,1.0,7000.0,66853880.0,0.0,1.0,1
56.0,1.0,2.0,0.0,2.0,1.0,12000.0,63086350.0,0.0,0.0,1
48.0,1.0,0.0,0.0,2.0,1.0,9000.0,62374268.0,0.0,1.0,1
38.0,0.0,1.0,1.0,2.0,1.0,10000.0,64371536.0,0.0,0.0,1
55.0,0.0,2.0,0.0,2.0,1.0,4500.0,62168826.0,0.0,0.0,1
29.0,1.0,2.0,2.0,2.0,1.0,9000.0,60529577.0,0.0,1.0,1
48.0,0.0,0.0,0.0,2.0,1.0,9000.0,64551242.0,0.0,0.0,1
38.0,1.0,1.0,0.0,2.0,1.0,12000.0,61441610.0,0.0,1.0,1
56.0,1.0,1.0,0.0,2.0,2.0,8000.0,67207311.0,0.0,1.0,1
32.0,1.0,1.0,1.0,2.0,1.0,7000.0,63994696.0,0.0,1.0,1
44.0,1.0,2.0,0.0,2.0,1.0,9400.0,60452940.0,0.0,0.0,1
48.0,1.0,0.0,0.0,2.0,1.0,9000.0,67208420.0,0.0,1.0,1
41.0,1.0,0.0,0.0,2.0,1.0,12000.0,64467773.0,0.0,0.0,1
36.0,1.0,0.0,0.0,2.0,1.0,15000.0,61048877.0,0.0,1.0,1
41.0,1.0,1.0,0.0,2.0,1.0,10000.0,65234578.0,0.0,0.0,1
39.0,1.0,2.0,1.0,2.0,1.0,9000.0,61416895.0,0.0,1.0,1
27.0,0.0,1.0,2.0,2.0,1.0,40000.0,67163495.0,0.0,1.0,1
33.0,0.0,1.0,1.0,2.0,1.0,10000.0,66907806.0,0.0,1.0,1
34.0,1.0,4.0,4.0,2.0,1.0,5000.0,61128012.0,0.0,1.0,1
51.0,0.0,1.0,1.0,2.0,1.0,10000.0,61359983.0,0.0,1.0,1
53.0,1.0,2.0,0.0,2.0,1.0,5500.0,62610390.0,0.0,1.0,1
26.0,0.0,0.0,0.0,2.0,1.0,20000.0,62186116.0,0.0,0.0,1
44.0,0.0,2.0,0.0,2.0,1.0,3900.0,62768926.0,0.0,0.0,1
59.0,0.0,0.0,0.0,2.0,1.0,6000.0,61452997.0,0.0,1.0,1
35.0,1.0,2.0,2.0,2.0,1.0,10000.0,66749264.0,0.0,1.0,1
29.0,0.0,1.0,0.0,2.0,1.0,12000.0,66972797.0,0.0,0.0,1
41.0,1.0,1.0,1.0,2.0,1.0,5500.0,61471898.0,0.0,0.0,1
32.0,1.0,2.0,2.0,2.0,1.0,7000.0,66899596.0,0.0,0.0,1
34.0,1.0,1.0,1.0,2.0,1.0,15000.0,63999659.0,0.0,0.0,1
53.0,1.0,2.0,0.0,2.0,1.0,5500.0,62491162.0,0.0,1.0,1
53.0,1.0,1.0,0.0,2.0,1.0,9000.0,66698446.0,0.0,1.0,1
33.0,0.0,2.0,2.0,2.0,1.0,25000.0,66414108.0,0.0,1.0,1
48.0,1.0,0.0,0.0,2.0,1.0,14000.0,62940098.0,0.0,0.0,1
45.0,0.0,2.0,1.0,2.0,1.0,15000.0,61112114.0,0.0,1.0,1
46.0,1.0,0.0,0.0,2.0,1.0,10000.0,61923202.0,0.0,1.0,1
28.0,1.0,1.0,1.0,2.0,1.0,6000.0,66890538.0,1.0,0.0,1
38.0,1.0,2.0,2.0,2.0,1.0,20000.0,67164451.0,0.0,1.0,1
32.0,0.0,1.0,1.0,2.0,1.0,30000.0,60110196.0,0.0,0.0,1
32.0,1.0,1.0,1.0,2.0,1.0,10000.0,62488573.0,0.0,1.0,1
25.0,1.0,1.0,1.0,2.0,1.0,22000.0,65414132.0,0.0,1.0,1
52.0,1.0,1.0,1.0,2.0,1.0,10000.0,62246764.0,0.0,0.0,1
24.0,0.0,0.0,0.0,2.0,1.0,17000.0,67176415.0,0.0,1.0,1
38.0,1.0,1.0,1.0,2.0,1.0,12000.0,61379487.0,0.0,1.0,1
31.0,1.0,1.0,1.0,2.0,1.0,17000.0,63332064.0,0.0,0.0,1
30.0,0.0,2.0,1.0,2.0,1.0,18000.0,61541334.0,1.0,0.0,1
31.0,1.0,2.0,2.0,2.0,1.0,19500.0,66912998.0,0.0,1.0,1
34.0,1.0,1.0,1.0,2.0,1.0,12000.0,62605205.0,1.0,1.0,1
34.0,0.0,1.0,1.0,2.0,1.0,20000.0,67072885.0,0.0,1.0,1
32.0,1.0,1.0,1.0,2.0,1.0,15000.0,66848610.0,0.0,1.0,1
31.0,1.0,1.0,1.0,2.0,1.0,20000.0,67168448.0,0.0,1.0,1
25.0,0.0,1.0,1.0,2.0,1.0,19000.0,61924912.0,0.0,0.0,1
25.0,0.0,0.0,0.0,2.0,1.0,15000.0,61054475.0,0.0,1.0,1
31.0,0.0,1.0,1.0,2.0,1.0,15000.0,61925149.0,0.0,1.0,1
49.0,1.0,0.0,0.0,2.0,2.0,7500.0,59935837.0,0.0,0.0,1
39.0,1.0,1.0,1.0,2.0,1.0,12000.0,62502559.0,0.0,1.0,1
26.0,1.0,1.0,1.0,2.0,1.0,11000.0,66915621.0,1.0,0.0,1
31.0,0.0,2.0,2.0,2.0,1.0,15000.0,61288518.0,0.0,0.0,1
35.0,1.0,2.0,2.0,2.0,1.0,10000.0,61363348.0,0.0,0.0,1
24.0,0.0,1.0,1.0,2.0,1.0,20000.0,64371940.0,0.0,0.0,1
24.0,0.0,0.0,0.0,2.0,1.0,32000.0,62495011.0,0.0,1.0,1
41.0,1.0,1.0,1.0,2.0,1.0,8000.0,65489718.0,0.0,0.0,1
32.0,0.0,2.0,2.0,2.0,1.0,18000.0,62443405.0,0.0,0.0,1
30.0,0.0,2.0,0.0,2.0,1.0,18000.0,64559999.0,0.0,0.0,1
62.0,1.0,1.0,0.0,1.0,2.0,11000.0,61132192.0,0.0,1.0,1
48.0,1.0,0.0,0.0,2.0,1.0,40000.0,60379781.0,0.0,0.0,1
40.0,0.0,1.0,1.0,2.0,1.0,15000.0,64836410.0,0.0,0.0,1
31.0,0.0,1.0,1.0,2.0,1.0,28000.0,67151122.0,0.0,1.0,1
41.0,1.0,1.0,1.0,2.0,1.0,15000.0,66529791.0,0.0,1.0,1
34.0,1.0,1.0,1.0,2.0,1.0,5500.0,62234363.0,0.0,0.0,1
23.0,0.0,0.0,0.0,2.0,1.0,39000.0,61082560.0,1.0,1.0,1
30.0,1.0,1.0,1.0,2.0,1.0,10000.0,67072025.0,0.0,1.0,1
53.0,1.0,0.0,0.0,2.0,1.0,12000.0,62144551.0,0.0,0.0,1
34.0,1.0,2.0,2.0,2.0,1.0,8000.0,66516141.0,0.0,1.0,1
39.0,0.0,6.0,6.0,2.0,1.0,15000.0,64429995.0,0.0,0.0,1
29.0,0.0,2.0,2.0,2.0,1.0,18000.0,66828109.0,0.0,1.0,1
26.0,0.0,1.0,1.0,2.0,1.0,10000.0,66888125.0,0.0,0.0,1
28.0,1.0,2.0,0.0,2.0,1.0,7000.0,66927986.0,0.0,0.0,1
52.0,1.0,2.0,0.0,2.0,1.0,10000.0,64896368.0,0.0,0.0,1
26.0,1.0,1.0,1.0,2.0,1.0,8000.0,65395905.0,0.0,1.0,1
44.0,1.0,2.0,1.0,2.0,1.0,10000.0,64884945.0,0.0,0.0,1
41.0,0.0,3.0,3.0,2.0,1.0,7000.0,62015695.0,0.0,0.0,1
32.0,0.0,0.0,0.0,2.0,1.0,15000.0,67171304.0,0.0,1.0,1
47.0,0.0,2.0,0.0,2.0,1.0,7000.0,66886858.0,0.0,0.0,1
43.0,1.0,1.0,1.0,2.0,1.0,15000.0,61290278.0,0.0,0.0,1
64.0,1.0,1.0,0.0,2.0,2.0,15500.0,66433606.0,0.0,1.0,1
49.0,1.0,0.0,0.0,2.0,1.0,14000.0,60386123.0,0.0,0.0,1
42.0,0.0,0.0,2.0,2.0,1.0,35000.0,67029124.0,1.0,1.0,1
22.0,0.0,0.0,0.0,2.0,1.0,15000.0,61160237.0,0.0,0.0,1
64.0,1.0,3.0,0.0,2.0,2.0,30000.0,66774742.0,0.0,1.0,1
63.0,0.0,0.0,0.0,2.0,1.0,20000.0,63009162.0,0.0,0.0,1
42.0,1.0,1.0,1.0,2.0,1.0,5000.0,61353415.0,1.0,0.0,1
38.0,0.0,2.0,2.0,2.0,1.0,25000.0,64834181.0,0.0,0.0,1
30.0,1.0,1.0,1.0,2.0,1.0,10000.0,63592286.0,1.0,0.0,1
46.0,1.0,1.0,0.0,2.0,1.0,17000.0,67086387.0,0.0,1.0,1
56.0,0.0,3.0,2.0,2.0,2.0,20000.0,67094356.0,0.0,1.0,1
23.0,0.0,0.0,0.0,2.0,1.0,20000.0,63595053.0,0.0,1.0,1
53.0,1.0,2.0,1.0,2.0,2.0,13500.0,67144410.0,0.0,1.0,1
24.0,0.0,0.0,0.0,2.0,1.0,15000.0,62490650.0,0.0,1.0,1
55.0,1.0,0.0,0.0,1.0,2.0,6000.0,62390657.0,0.0,0.0,1
31.0,0.0,1.0,1.0,2.0,1.0,12000.0,61256881.0,0.0,1.0,1
36.0,0.0,0.0,0.0,2.0,1.0,8000.0,61030687.0,1.0,0.0,1
36.0,0.0,1.0,1.0,2.0,1.0,35000.0,63316429.0,0.0,0.0,1
23.0,0.0,0.0,0.0,2.0,1.0,12000.0,61537559.0,0.0,1.0,1
37.0,1.0,1.0,1.0,2.0,1.0,8000.0,67081558.0,0.0,1.0,1
38.0,0.0,1.0,0.0,2.0,1.0,8000.0,62508107.0,0.0,1.0,1
23.0,1.0,1.0,1.0,2.0,1.0,15000.0,65417028.0,0.0,1.0,1
40.0,0.0,2.0,2.0,2.0,1.0,12000.0,66886901.0,0.0,0.0,1
31.0,1.0,0.0,0.0,2.0,1.0,12800.0,59917790.0,0.0,0.0,1
65.0,1.0,1.0,0.0,1.0,2.0,7500.0,61836616.0,0.0,1.0,1
51.0,1.0,2.0,0.0,1.0,2.0,10000.0,66532035.0,0.0,1.0,1
28.0,1.0,2.0,2.0,2.0,1.0,12000.0,63003915.0,0.0,0.0,1
52.0,1.0,2.0,0.0,2.0,1.0,8000.0,66673106.0,0.0,1.0,1
26.0,0.0,1.0,1.0,2.0,1.0,10000.0,62603815.0,0.0,0.0,2
60.0,1.0,0.0,0.0,1.0,2.0,7500.0,61539225.0,1.0,0.0,1
43.0,0.0,1.0,0.0,2.0,1.0,25000.0,63907937.0,0.0,0.0,1
44.0,1.0,1.0,1.0,2.0,1.0,10000.0,67023811.0,0.0,1.0,1
50.0,1.0,3.0,1.0,2.0,1.0,20000.0,61921677.0,0.0,1.0,1
50.0,1.0,3.0,3.0,1.0,2.0,12000.0,65223898.0,0.0,0.0,1
46.0,1.0,0.0,0.0,2.0,1.0,7000.0,65235607.0,0.0,0.0,1
49.0,1.0,2.0,0.0,2.0,1.0,17000.0,60106019.0,0.0,0.0,1
38.0,0.0,1.0,2.0,2.0,1.0,20000.0,61166556.0,0.0,0.0,1
28.0,0.0,0.0,0.0,2.0,1.0,10000.0,61250553.0,0.0,1.0,1
30.0,1.0,2.0,2.0,2.0,1.0,25000.0,63899229.0,1.0,0.0,1
52.0,0.0,2.0,0.0,1.0,2.0,7900.0,64429779.0,0.0,0.0,1
27.0,1.0,0.0,0.0,2.0,1.0,12400.0,67157646.0,0.0,0.0,1
29.0,0.0,2.0,2.0,2.0,2.0,7500.0,66856693.0,0.0,2.0,2
43.0,0.0,1.0,0.0,2.0,1.0,15000.0,61522740.0,0.0,0.0,1
29.0,0.0,0.0,0.0,2.0,1.0,13000.0,66747739.0,1.0,1.0,1
26.0,0.0,0.0,0.0,2.0,1.0,15000.0,64429527.0,0.0,0.0,1
23.0,1.0,0.0,0.0,2.0,1.0,22000.0,66413816.0,1.0,1.0,1
47.0,0.0,1.0,0.0,2.0,1.0,16000.0,63769123.0,1.0,0.0,1
31.0,0.0,1.0,1.0,2.0,1.0,30000.0,66740706.0,0.0,1.0,1
32.0,1.0,0.0,0.0,2.0,1.0,19000.0,63322288.0,0.0,1.0,1
41.0,1.0,1.0,1.0,2.0,1.0,5000.0,65200009.0,0.0,0.0,1
30.0,0.0,2.0,2.0,2.0,1.0,25000.0,66590218.0,0.0,1.0,1
29.0,1.0,1.0,1.0,2.0,1.0,10000.0,66971970.0,0.0,0.0,1
25.0,0.0,0.0,0.0,2.0,1.0,14000.0,66659211.0,0.0,1.0,1
46.0,1.0,1.0,0.0,2.0,1.0,7000.0,62776643.0,0.0,0.0,1
54.0,1.0,0.0,0.0,2.0,1.0,12000.0,60382757.0,0.0,0.0,1
59.0,1.0,2.0,0.0,2.0,1.0,18600.0,66713471.0,0.0,1.0,1
41.0,1.0,2.0,0.0,2.0,1.0,9000.0,62494892.0,0.0,1.0,1
30.0,0.0,0.0,0.0,2.0,1.0,12000.0,61078929.0,0.0,1.0,1
60.0,0.0,0.0,0.0,1.0,2.0,7200.0,62590256.0,0.0,0.0,1
31.0,0.0,1.0,1.0,2.0,1.0,12000.0,63594862.0,0.0,0.0,1
32.0,0.0,0.0,0.0,2.0,1.0,15000.0,62132443.0,0.0,0.0,2
45.0,0.0,2.0,2.0,2.0,1.0,8000.0,61120299.0,0.0,1.0,1
38.0,1.0,2.0,2.0,2.0,1.0,13000.0,61539044.0,0.0,0.0,1
65.0,1.0,1.0,0.0,2.0,1.0,9000.0,67160826.0,0.0,1.0,1
34.0,0.0,2.0,0.0,2.0,1.0,25000.0,67078927.0,0.0,1.0,1
51.0,1.0,2.0,0.0,2.0,1.0,8000.0,61071460.0,1.0,1.0,1
56.0,1.0,2.0,0.0,2.0,2.0,11000.0,65227187.0,0.0,0.0,1
26.0,1.0,1.0,1.0,2.0,1.0,9000.0,62993406.0,0.0,0.0,1
34.0,1.0,2.0,2.0,2.0,1.0,14000.0,66314025.0,0.0,1.0,1
27.0,0.0,1.0,1.0,2.0,1.0,12000.0,59936799.0,1.0,1.0,1
36.0,0.0,0.0,0.0,2.0,1.0,12000.0,61138244.0,1.0,1.0,1
50.0,1.0,0.0,0.0,2.0,1.0,5000.0,61457915.0,0.0,0.0,1
39.0,1.0,1.0,1.0,2.0,1.0,10000.0,66774573.0,0.0,1.0,1
52.0,1.0,0.0,0.0,2.0,1.0,25000.0,59923241.0,0.0,1.0,1
45.0,1.0,3.0,1.0,2.0,1.0,7600.0,66702450.0,0.0,0.0,1
25.0,0.0,0.0,0.0,2.0,1.0,17000.0,66527909.0,0.0,1.0,1
42.0,1.0,1.0,1.0,2.0,1.0,8500.0,61447237.0,0.0,0.0,1
36.0,1.0,0.0,0.0,2.0,1.0,7200.0,66416773.0,0.0,1.0,1
27.0,0.0,2.0,2.0,2.0,1.0,25000.0,61241994.0,0.0,0.0,1
34.0,0.0,0.0,0.0,2.0,1.0,8500.0,66921874.0,0.0,1.0,1
26.0,0.0,0.0,0.0,2.0,1.0,10000.0,67081537.0,1.0,0.0,1
47.0,1.0,1.0,0.0,2.0,1.0,8500.0,61844535.0,0.0,1.0,1
33.0,0.0,1.0,1.0,2.0,1.0,6000.0,66829192.0,0.0,1.0,1
39.0,0.0,2.0,2.0,2.0,1.0,35000.0,61428027.0,0.0,1.0,1
35.0,1.0,2.0,2.0,2.0,1.0,9000.0,61935598.0,1.0,1.0,1
46.0,1.0,1.0,0.0,2.0,1.0,10000.0,61238095.0,0.0,0.0,1
48.0,1.0,0.0,0.0,2.0,1.0,15000.0,66711426.0,0.0,1.0,1
37.0,1.0,1.0,1.0,2.0,1.0,9500.0,61073808.0,0.0,1.0,1
64.0,1.0,1.0,0.0,1.0,2.0,8000.0,64901726.0,0.0,1.0,1
52.0,0.0,2.0,0.0,2.0,2.0,7000.0,64893863.0,1.0,0.0,1
44.0,1.0,1.0,0.0,2.0,1.0,12500.0,62999342.0,0.0,0.0,1
38.0,0.0,1.0,1.0,2.0,1.0,25000.0,60057842.0,1.0,0.0,1
50.0,0.0,2.0,1.0,2.0,1.0,17000.0,62387566.0,0.0,0.0,1
55.0,1.0,0.0,0.0,2.0,2.0,30000.0,65214651.0,0.0,0.0,1
39.0,1.0,2.0,2.0,2.0,1.0,10000.0,63817008.0,0.0,1.0,1
30.0,0.0,0.0,0.0,2.0,1.0,10500.0,66669944.0,0.0,1.0,1
31.0,1.0,0.0,0.0,2.0,1.0,10000.0,63902388.0,1.0,0.0,1
50.0,0.0,0.0,0.0,2.0,1.0,15000.0,65380899.0,1.0,1.0,1
31.0,1.0,2.0,2.0,2.0,1.0,15000.0,59927584.0,0.0,1.0,1
37.0,0.0,1.0,1.0,2.0,1.0,14500.0,59923546.0,0.0,1.0,1
26.0,1.0,0.0,0.0,2.0,1.0,15000.0,66187289.0,0.0,0.0,1
22.0,0.0,0.0,0.0,2.0,2.0,250000.0,63994083.0,0.0,0.0,1
55.0,1.0,1.0,0.0,2.0,1.0,10000.0,61314692.0,0.0,0.0,1
31.0,0.0,1.0,1.0,2.0,1.0,10000.0,67155202.0,0.0,1.0,1
30.0,1.0,1.0,1.0,2.0,1.0,10000.0,66332255.0,0.0,1.0,1
29.0,0.0,1.0,1.0,2.0,1.0,12000.0,61424548.0,0.0,1.0,1
26.0,1.0,0.0,0.0,2.0,1.0,13000.0,67007033.0,0.0,1.0,1
34.0,0.0,1.0,1.0,2.0,1.0,10000.0,66753026.0,0.0,1.0,1
49.0,0.0,1.0,1.0,2.0,1.0,15000.0,66831682.0,0.0,0.0,1
23.0,0.0,0.0,0.0,2.0,1.0,20000.0,61920908.0,1.0,0.0,1
37.0,1.0,1.0,1.0,2.0,1.0,9000.0,62077648.0,0.0,0.0,1
45.0,1.0,0.0,0.0,2.0,1.0,8200.0,61461238.0,0.0,1.0,1
35.0,1.0,1.0,1.0,2.0,1.0,13500.0,64001117.0,0.0,1.0,1
45.0,0.0,2.0,1.0,2.0,1.0,25000.0,67084638.0,0.0,1.0,1
24.0,1.0,1.0,1.0,2.0,1.0,12000.0,65415441.0,0.0,1.0,1
29.0,1.0,0.0,0.0,2.0,1.0,12000.0,67142077.0,0.0,1.0,1
31.0,1.0,0.0,0.0,2.0,1.0,10000.0,59938735.0,0.0,1.0,1
59.0,0.0,2.0,0.0,1.0,2.0,9000.0,64843781.0,0.0,0.0,1
34.0,0.0,1.0,1.0,2.0,1.0,15000.0,60050682.0,0.0,0.0,1
