,id,age,gender,education,marital_status,child_total,dependants,socstatus_work_fl,socstatus_pens_fl,reg_address_province,fact_address_province,postal_address_province,fl_presence_fl,own_auto
4841,106810582.0,29.0,1.0,Высшее,Состою в браке,0.0,0.0,2.0,1.0,Карачаево-Черкесия,Карачаево-Черкесия,Карачаево-Черкесия,0.0,0.0
4842,106819748.0,26.0,0.0,Среднее,Состою в браке,0.0,0.0,2.0,1.0,Алтайский край,Алтайский край,Алтайский край,0.0,0.0
4843,106812373.0,58.0,1.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,2.0,Кировская область,Кировская область,Кировская область,0.0,0.0
4844,106811390.0,32.0,0.0,Среднее,Состою в браке,1.0,1.0,2.0,1.0,Волгоградская область,Волгоградская область,Волгоградская область,0.0,1.0
4845,106805923.0,33.0,0.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Свердловская область,Свердловская область,Свердловская область,0.0,1.0
4846,106816880.0,44.0,1.0,Среднее,Состою в браке,2.0,0.0,2.0,1.0,Новосибирская область,Новосибирская область,Новосибирская область,0.0,1.0
4847,106813188.0,22.0,0.0,Среднее специальное,Не состоял в браке,0.0,0.0,2.0,1.0,Марийская республика,Марийская республика,Марийская республика,0.0,0.0
4848,106807319.0,55.0,1.0,Среднее,Состою в браке,1.0,1.0,2.0,2.0,Коми,Коми,Коми,0.0,0.0
4849,106815301.0,45.0,0.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Ярославская область,Ярославская область,Ярославская область,0.0,0.0
4850,106815031.0,50.0,1.0,Высшее,Состою в браке,0.0,0.0,2.0,1.0,Ставропольский край,Ставропольский край,Ставропольский край,0.0,0.0
4851,106814153.0,46.0,1.0,Среднее,Состою в браке,2.0,0.0,2.0,1.0,Кабардино-Балкария,Кабардино-Балкария,Кабардино-Балкария,0.0,0.0
4852,106807313.0,38.0,0.0,Среднее,Состою в браке,1.0,2.0,2.0,1.0,Кемеровская область,Кемеровская область,Кемеровская область,0.0,0.0
4853,106808116.0,40.0,1.0,Среднее специальное,Вдовец/Вдова,2.0,0.0,2.0,1.0,Липецкая область,Липецкая область,Липецкая область,1.0,0.0
4854,106811396.0,39.0,0.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Саратовская область,Саратовская область,Саратовская область,0.0,0.0
4855,106818968.0,54.0,1.0,Среднее,Вдовец/Вдова,0.0,0.0,2.0,1.0,Воронежская область,Московская область,Московская область,0.0,0.0
4856,106814226.0,38.0,1.0,Среднее,Состою в браке,1.0,1.0,2.0,1.0,Кемеровская область,Кемеровская область,Кемеровская область,1.0,0.0
4857,106811270.0,23.0,0.0,Среднее,Состою в браке,1.0,1.0,2.0,1.0,Камчатская область,Камчатская область,Камчатская область,0.0,0.0
4858,106816508.0,37.0,0.0,Среднее специальное,Не состоял в браке,0.0,0.0,2.0,1.0,Калининградская область,Калининградская область,Калининградская область,1.0,0.0
4859,106813015.0,38.0,0.0,Среднее специальное,Состою в браке,2.0,2.0,2.0,1.0,Самарская область,Самарская область,Самарская область,0.0,1.0
4860,106810424.0,46.0,0.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Калининградская область,Калининградская область,Калининградская область,0.0,0.0
4861,106818784.0,36.0,0.0,Среднее специальное,Разведен(а),0.0,0.0,2.0,1.0,Волгоградская область,Волгоградская область,Волгоградская область,0.0,0.0
4862,106807962.0,38.0,0.0,Среднее специальное,Состою в браке,2.0,2.0,2.0,1.0,Волгоградская область,Волгоградская область,Волгоградская область,0.0,1.0
4863,106817210.0,39.0,0.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Калужская область,Калужская область,Калужская область,1.0,0.0
4864,106812856.0,40.0,1.0,Высшее,Состою в браке,1.0,1.0,2.0,1.0,Курская область,Курская область,Курская область,0.0,0.0
4865,106806009.0,25.0,0.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Вологодская область,Вологодская область,Вологодская область,0.0,1.0
4866,106811787.0,60.0,1.0,Неполное среднее,Разведен(а),3.0,0.0,2.0,2.0,Хабаровский край,Хабаровский край,Хабаровский край,0.0,0.0
4867,106816896.0,25.0,0.0,Высшее,Состою в браке,0.0,1.0,2.0,1.0,Приморский край,Приморский край,Приморский край,0.0,0.0
4868,106816737.0,35.0,1.0,Среднее,Не состоял в браке,1.0,1.0,2.0,1.0,Тюменская область,Тюменская область,Тюменская область,1.0,0.0
4869,106806455.0,24.0,1.0,Высшее,Не состоял в браке,0.0,0.0,2.0,1.0,Алтайский край,Алтайский край,Алтайский край,0.0,0.0
4870,106807029.0,34.0,1.0,Среднее специальное,Состою в браке,2.0,2.0,2.0,1.0,Челябинская область,Челябинская область,Челябинская область,1.0,0.0
4871,106816419.0,53.0,0.0,Среднее специальное,Состою в браке,2.0,1.0,2.0,1.0,Оренбургская область,Оренбургская область,Оренбургская область,0.0,0.0
4872,106811265.0,44.0,1.0,Среднее специальное,Гражданский брак,2.0,1.0,2.0,1.0,Тамбовская область,Тамбовская область,Тамбовская область,0.0,0.0
4873,106809990.0,37.0,0.0,Среднее специальное,Состою в браке,1.0,2.0,2.0,1.0,Вологодская область,Вологодская область,Вологодская область,1.0,0.0
4874,106814660.0,45.0,0.0,Среднее,Состою в браке,0.0,0.0,2.0,1.0,Воронежская область,Воронежская область,Воронежская область,0.0,0.0
4875,106818248.0,34.0,1.0,Высшее,Не состоял в браке,1.0,0.0,2.0,1.0,Приморский край,Приморский край,Приморский край,1.0,0.0
4876,106817747.0,53.0,1.0,Среднее,Состою в браке,7.0,1.0,1.0,2.0,Кабардино-Балкария,Кабардино-Балкария,Кабардино-Балкария,0.0,0.0
4877,106819178.0,49.0,1.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Волгоградская область,Волгоградская область,Волгоградская область,0.0,0.0
4878,106814150.0,41.0,1.0,Среднее,Вдовец/Вдова,1.0,1.0,2.0,1.0,Читинская область,Читинская область,Читинская область,0.0,1.0
4879,106812852.0,57.0,1.0,Неполное среднее,Не состоял в браке,0.0,0.0,2.0,2.0,Камчатская область,Камчатская область,Камчатская область,1.0,0.0
4880,106808956.0,29.0,1.0,Высшее,Не состоял в браке,1.0,1.0,2.0,1.0,Кемеровская область,Кемеровская область,Кемеровская область,0.0,0.0
4881,106815604.0,37.0,0.0,Среднее,Состою в браке,2.0,2.0,2.0,1.0,Коми,Коми,Коми,0.0,0.0
4882,106812638.0,25.0,0.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Кемеровская область,Кемеровская область,Кемеровская область,0.0,0.0
4883,106819121.0,54.0,0.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Орловская область,Орловская область,Орловская область,0.0,0.0
4884,106812269.0,25.0,0.0,Высшее,Состою в браке,0.0,0.0,2.0,1.0,Владимирская область,Владимирская область,Владимирская область,0.0,0.0
4885,106811298.0,31.0,1.0,Среднее,Не состоял в браке,0.0,0.0,2.0,1.0,Мурманская область,Мурманская область,Мурманская область,0.0,0.0
4886,106809926.0,64.0,0.0,Среднее,Состою в браке,5.0,0.0,2.0,2.0,Челябинская область,Челябинская область,Челябинская область,0.0,0.0
4887,106812754.0,32.0,0.0,Среднее,Состою в браке,1.0,1.0,2.0,1.0,Чувашия,Чувашия,Чувашия,0.0,0.0
4888,106805579.0,41.0,1.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Омская область,Омская область,Омская область,1.0,0.0
4889,106809413.0,47.0,1.0,Среднее специальное,Разведен(а),1.0,0.0,2.0,1.0,Ростовская область,Ростовская область,Ростовская область,1.0,0.0
4890,106809489.0,34.0,1.0,Высшее,Не состоял в браке,0.0,0.0,2.0,1.0,Кемеровская область,Кемеровская область,Кемеровская область,1.0,0.0
4891,106810462.0,24.0,0.0,Высшее,Не состоял в браке,0.0,0.0,2.0,1.0,Нижегородская область,Нижегородская область,Нижегородская область,1.0,1.0
4892,106812337.0,52.0,1.0,Среднее специальное,Не состоял в браке,0.0,0.0,2.0,1.0,Адыгея,Адыгея,Адыгея,0.0,0.0
4893,106816268.0,28.0,1.0,Среднее,Разведен(а),3.0,3.0,2.0,1.0,Рязанская область,Рязанская область,Рязанская область,0.0,0.0
4894,106818919.0,34.0,0.0,Среднее,Состою в браке,2.0,2.0,2.0,1.0,Брянская область,Брянская область,Брянская область,0.0,0.0
4895,106813611.0,24.0,1.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Приморский край,Приморский край,Приморский край,0.0,0.0
4896,106815693.0,35.0,0.0,Среднее,Состою в браке,2.0,2.0,2.0,1.0,Читинская область,Читинская область,Читинская область,1.0,1.0
4897,106818232.0,52.0,1.0,Среднее,Разведен(а),0.0,0.0,2.0,1.0,Псковская область,Псковская область,Псковская область,1.0,0.0
4898,106808560.0,58.0,1.0,Среднее специальное,Состою в браке,0.0,0.0,1.0,2.0,Ленинградская область,Ленинградская область,Ленинградская область,0.0,0.0
4899,106806379.0,61.0,0.0,Среднее специальное,Состою в браке,0.0,0.0,1.0,2.0,Астраханская область,Астраханская область,Астраханская область,0.0,0.0
4900,106807596.0,50.0,1.0,Высшее,Состою в браке,3.0,1.0,2.0,1.0,Адыгея,Адыгея,Адыгея,1.0,0.0
4901,106811590.0,61.0,1.0,Неполное среднее,Состою в браке,2.0,0.0,2.0,2.0,Кемеровская область,Кемеровская область,Кемеровская область,1.0,0.0
4902,106819762.0,28.0,1.0,Среднее специальное,Не состоял в браке,0.0,0.0,2.0,1.0,Удмуртия,Удмуртия,Удмуртия,1.0,0.0
4903,106814062.0,31.0,1.0,Среднее,Не состоял в браке,1.0,1.0,2.0,1.0,Краснодарский край,Краснодарский край,Краснодарский край,1.0,0.0
4904,106814628.0,54.0,1.0,Среднее специальное,Состою в браке,3.0,0.0,2.0,2.0,Карелия,Карелия,Карелия,1.0,0.0
4905,106819244.0,25.0,0.0,Среднее,Не состоял в браке,0.0,0.0,2.0,1.0,Кемеровская область,Кемеровская область,Кемеровская область,0.0,0.0
4906,106804456.0,28.0,1.0,Неполное среднее,Состою в браке,1.0,1.0,2.0,1.0,Кировская область,Кировская область,Кировская область,0.0,0.0
4907,106807594.0,50.0,1.0,Среднее,Состою в браке,0.0,0.0,2.0,1.0,Кировская область,Кировская область,Кировская область,0.0,0.0
4908,106815370.0,29.0,1.0,Среднее,Состою в браке,2.0,2.0,2.0,1.0,Читинская область,Читинская область,Читинская область,0.0,0.0
4909,106805220.0,39.0,1.0,Среднее специальное,Вдовец/Вдова,1.0,1.0,2.0,1.0,Московская область,Московская область,Московская область,1.0,0.0
4910,106813773.0,23.0,1.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Рязанская область,Рязанская область,Рязанская область,0.0,0.0
4911,106805381.0,31.0,1.0,Среднее,Состою в браке,1.0,1.0,2.0,1.0,Краснодарский край,Краснодарский край,Краснодарский край,0.0,0.0
4912,106809458.0,35.0,0.0,Высшее,Состою в браке,2.0,2.0,2.0,1.0,Саратовская область,Саратовская область,Саратовская область,0.0,0.0
4913,106813157.0,48.0,1.0,Высшее,Не состоял в браке,2.0,1.0,2.0,1.0,Ханты-Мансийский АО,Ханты-Мансийский АО,Ханты-Мансийский АО,0.0,0.0
4914,106819312.0,32.0,0.0,Среднее,Состою в браке,2.0,2.0,2.0,1.0,Калининградская область,Калининградская область,Калининградская область,0.0,0.0
4915,106811432.0,30.0,0.0,Высшее,Состою в браке,1.0,1.0,2.0,1.0,Краснодарский край,Краснодарский край,Краснодарский край,0.0,0.0
4916,106805645.0,30.0,1.0,Среднее специальное,Состою в браке,2.0,2.0,2.0,1.0,Калининградская область,Калининградская область,Калининградская область,0.0,0.0
4917,106816342.0,43.0,0.0,Среднее,Состою в браке,1.0,1.0,2.0,1.0,Читинская область,Читинская область,Читинская область,0.0,0.0
4918,106820219.0,26.0,1.0,Высшее,Состою в браке,0.0,0.0,2.0,1.0,Тверская область,Тверская область,Тверская область,1.0,0.0
4919,106804568.0,42.0,0.0,Среднее специальное,Разведен(а),1.0,0.0,2.0,1.0,Нижегородская область,Нижегородская область,Нижегородская область,0.0,0.0
4920,106819531.0,23.0,1.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Краснодарский край,Краснодарский край,Краснодарский край,0.0,0.0
4921,106804433.0,61.0,1.0,Среднее специальное,Состою в браке,2.0,0.0,1.0,2.0,Орловская область,Орловская область,Орловская область,0.0,0.0
4922,106810671.0,52.0,1.0,Среднее специальное,Вдовец/Вдова,0.0,0.0,2.0,1.0,Костромская область,Костромская область,Костромская область,1.0,0.0
4923,106814784.0,34.0,1.0,Высшее,Не состоял в браке,1.0,1.0,2.0,1.0,Амурская область,Амурская область,Амурская область,1.0,0.0
4924,106815047.0,28.0,1.0,Высшее,Состою в браке,1.0,1.0,2.0,1.0,Краснодарский край,Краснодарский край,Краснодарский край,0.0,0.0
4925,106808115.0,37.0,1.0,Среднее,Состою в браке,1.0,1.0,2.0,1.0,Новгородская область,Новгородская область,Новгородская область,0.0,0.0
4926,106816391.0,58.0,1.0,Неполное среднее,Не состоял в браке,1.0,0.0,2.0,2.0,Кемеровская область,Кемеровская область,Кемеровская область,1.0,0.0
4927,106805293.0,51.0,1.0,Среднее специальное,Разведен(а),2.0,0.0,2.0,1.0,Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,0.0,0.0
4928,106817037.0,54.0,1.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Ростовская область,Ростовская область,Ростовская область,0.0,0.0
4929,106812698.0,25.0,0.0,Среднее специальное,Не состоял в браке,0.0,0.0,2.0,1.0,Кемеровская область,Кемеровская область,Кемеровская область,0.0,1.0
4930,106804412.0,31.0,0.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Башкирия,Башкирия,Башкирия,1.0,0.0
4931,106812341.0,22.0,1.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Новосибирская область,Новосибирская область,Новосибирская область,0.0,0.0
4932,106815189.0,27.0,1.0,Высшее,Состою в браке,1.0,1.0,2.0,1.0,Оренбургская область,Оренбургская область,Оренбургская область,1.0,0.0
4933,106805689.0,50.0,1.0,Среднее специальное,Разведен(а),2.0,0.0,2.0,1.0,Челябинская область,Челябинская область,Челябинская область,0.0,0.0
4934,106807466.0,29.0,1.0,Высшее,Разведен(а),1.0,1.0,2.0,1.0,Оренбургская область,Оренбургская область,Оренбургская область,0.0,0.0
4935,106807452.0,38.0,1.0,Высшее,Разведен(а),1.0,1.0,2.0,1.0,Башкирия,Башкирия,Башкирия,1.0,0.0
4936,106807268.0,56.0,0.0,Среднее,Не состоял в браке,2.0,0.0,1.0,2.0,Пермская область,Пермская область,Пермская область,0.0,0.0
4937,106811804.0,61.0,1.0,Среднее,Состою в браке,4.0,0.0,2.0,1.0,Тульская область,Тульская область,Тульская область,0.0,0.0
4938,106811776.0,30.0,0.0,Высшее,Состою в браке,1.0,1.0,2.0,1.0,Челябинская область,Челябинская область,Челябинская область,0.0,0.0
4939,106813185.0,45.0,1.0,Среднее,Состою в браке,0.0,0.0,2.0,1.0,Краснодарский край,Краснодарский край,Краснодарский край,0.0,0.0
4940,106820216.0,39.0,1.0,Неоконченное высшее,Состою в браке,1.0,0.0,2.0,1.0,Астраханская область,Волгоградская область,Астраханская область,0.0,1.0
4941,106811206.0,33.0,1.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Башкирия,Башкирия,Башкирия,0.0,0.0
4942,106808600.0,33.0,1.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Липецкая область,Липецкая область,Липецкая область,1.0,0.0
4943,106813838.0,40.0,1.0,Среднее специальное,Состою в браке,2.0,2.0,2.0,1.0,Краснодарский край,Краснодарский край,Краснодарский край,0.0,0.0
4944,106819586.0,61.0,0.0,Среднее,Не состоял в браке,0.0,0.0,2.0,1.0,Красноярский край,Красноярский край,Красноярский край,0.0,1.0
4945,106808648.0,47.0,0.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Кировская область,Кировская область,Кировская область,0.0,0.0
4946,106811266.0,24.0,1.0,Среднее,Состою в браке,0.0,0.0,2.0,1.0,Брянская область,Брянская область,Брянская область,0.0,0.0
4947,106814312.0,52.0,0.0,Среднее,Состою в браке,2.0,0.0,2.0,1.0,Белгородская область,Белгородская область,Белгородская область,1.0,0.0
4948,106805912.0,54.0,1.0,Среднее специальное,Состою в браке,2.0,0.0,2.0,1.0,Вологодская область,Вологодская область,Вологодская область,0.0,0.0
4949,106808436.0,50.0,0.0,Среднее специальное,Не состоял в браке,0.0,0.0,2.0,1.0,Томская область,Томская область,Томская область,1.0,0.0
4950,106817559.0,42.0,1.0,Среднее специальное,Не состоял в браке,2.0,1.0,2.0,1.0,Брянская область,Брянская область,Брянская область,1.0,0.0
4951,106805925.0,26.0,0.0,Среднее специальное,Состою в браке,2.0,2.0,2.0,1.0,Читинская область,Читинская область,Читинская область,0.0,0.0
4952,106808924.0,43.0,1.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Пермская область,Пермская область,Пермская область,0.0,0.0
4953,106813904.0,29.0,0.0,Среднее,Состою в браке,1.0,1.0,2.0,1.0,Краснодарский край,Краснодарский край,Краснодарский край,0.0,1.0
4954,106816163.0,54.0,1.0,Среднее специальное,Состою в браке,2.0,0.0,2.0,1.0,Новосибирская область,Новосибирская область,Новосибирская область,0.0,0.0
4955,106814368.0,44.0,0.0,Среднее,Разведен(а),1.0,1.0,2.0,1.0,Нижегородская область,Нижегородская область,Нижегородская область,0.0,0.0
4956,106809818.0,58.0,1.0,Среднее,Состою в браке,2.0,1.0,1.0,2.0,Иркутская область,Иркутская область,Иркутская область,0.0,0.0
4957,106807938.0,37.0,1.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Смоленская область,Смоленская область,Смоленская область,0.0,0.0
4958,106817922.0,26.0,1.0,Среднее,Не состоял в браке,0.0,0.0,2.0,1.0,Читинская область,Читинская область,Читинская область,0.0,0.0
4959,106815804.0,30.0,1.0,Высшее,Не состоял в браке,0.0,0.0,2.0,1.0,Архангельская область,Архангельская область,Архангельская область,1.0,0.0
4960,106820164.0,49.0,1.0,Среднее,Не состоял в браке,2.0,1.0,2.0,1.0,Ростовская область,Ростовская область,Ростовская область,0.0,0.0
4961,106814501.0,37.0,1.0,Высшее,Состою в браке,2.0,2.0,2.0,1.0,Приморский край,Приморский край,Приморский край,0.0,1.0
4962,106808221.0,59.0,1.0,Среднее специальное,Не состоял в браке,0.0,0.0,1.0,2.0,Липецкая область,Липецкая область,Липецкая область,0.0,0.0
4963,106817710.0,41.0,1.0,Среднее,Состою в браке,1.0,1.0,2.0,1.0,Ростовская область,Ростовская область,Ростовская область,0.0,0.0
4964,106807810.0,22.0,0.0,Среднее специальное,Не состоял в браке,0.0,0.0,2.0,1.0,Калининградская область,Калининградская область,Калининградская область,0.0,0.0
4965,106817488.0,26.0,1.0,Высшее,Не состоял в браке,0.0,0.0,2.0,1.0,Алтайский край,Алтайский край,Алтайский край,1.0,0.0
4966,106816466.0,48.0,1.0,Высшее,Состою в браке,3.0,0.0,2.0,1.0,Читинская область,Читинская область,Читинская область,0.0,0.0
4967,106814114.0,26.0,1.0,Среднее,Не состоял в браке,0.0,0.0,2.0,1.0,Новгородская область,Новгородская область,Новгородская область,0.0,1.0
4968,106807009.0,60.0,1.0,Среднее специальное,Состою в браке,0.0,0.0,1.0,2.0,Брянская область,Брянская область,Брянская область,0.0,0.0
4969,106808211.0,51.0,1.0,Среднее специальное,Разведен(а),0.0,0.0,2.0,1.0,Алтайский край,Алтайский край,Алтайский край,1.0,0.0
4970,106804565.0,47.0,1.0,Среднее специальное,Не состоял в браке,1.0,0.0,2.0,1.0,Курганская область,Курганская область,Курганская область,1.0,0.0
4971,106818969.0,22.0,1.0,Неоконченное высшее,Не состоял в браке,0.0,0.0,2.0,1.0,Еврейская АО,Еврейская АО,Еврейская АО,1.0,0.0
4972,106812320.0,36.0,1.0,Среднее специальное,Состою в браке,2.0,2.0,2.0,1.0,Кировская область,Кировская область,Кировская область,0.0,0.0
4973,106818835.0,47.0,1.0,Среднее специальное,Состою в браке,2.0,0.0,2.0,1.0,Московская область,Московская область,Московская область,0.0,0.0
4974,106819948.0,50.0,1.0,Среднее,Не состоял в браке,0.0,0.0,2.0,1.0,Курская область,Курская область,Курская область,1.0,0.0
4975,106815731.0,51.0,0.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Ростовская область,Ростовская область,Ростовская область,0.0,0.0
4976,106816967.0,36.0,1.0,Высшее,Состою в браке,1.0,1.0,2.0,1.0,Ханты-Мансийский АО,Ханты-Мансийский АО,Ханты-Мансийский АО,0.0,0.0
4977,106817342.0,61.0,0.0,Среднее,Не состоял в браке,0.0,0.0,1.0,2.0,Ростовская область,Ростовская область,Ростовская область,0.0,0.0
4978,106813144.0,50.0,1.0,Среднее специальное,Вдовец/Вдова,3.0,3.0,1.0,2.0,Липецкая область,Липецкая область,Липецкая область,0.0,0.0
4979,106811581.0,42.0,0.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Свердловская область,Свердловская область,Свердловская область,0.0,1.0
4980,106816069.0,36.0,0.0,Высшее,Состою в браке,3.0,3.0,2.0,1.0,Краснодарский край,Краснодарский край,Краснодарский край,0.0,1.0
4981,106808032.0,37.0,0.0,Среднее,Состою в браке,1.0,1.0,2.0,1.0,Сахалинская область,Сахалинская область,Сахалинская область,0.0,0.0
4982,106810549.0,60.0,1.0,Высшее,Состою в браке,2.0,0.0,1.0,2.0,Краснодарский край,Краснодарский край,Краснодарский край,0.0,0.0
4983,106807695.0,22.0,0.0,Среднее специальное,Не состоял в браке,0.0,0.0,2.0,1.0,Липецкая область,Липецкая область,Липецкая область,0.0,0.0
4984,106817531.0,57.0,1.0,Среднее,Не состоял в браке,1.0,0.0,2.0,2.0,Брянская область,Брянская область,Брянская область,0.0,0.0
4985,106818311.0,56.0,1.0,Среднее специальное,Состою в браке,1.0,0.0,2.0,1.0,Московская область,Московская область,Московская область,0.0,0.0
4986,106810887.0,64.0,0.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Воронежская область,Воронежская область,Воронежская область,0.0,0.0
4987,106820285.0,54.0,0.0,Среднее,Разведен(а),2.0,0.0,2.0,1.0,Бурятия,Бурятия,Бурятия,0.0,1.0
4988,106813889.0,22.0,1.0,Неоконченное высшее,Не состоял в браке,0.0,0.0,2.0,1.0,Тамбовская область,Тамбовская область,Тамбовская область,0.0,0.0
4989,106805899.0,32.0,1.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Нижегородская область,Ивановская область,Ивановская область,0.0,0.0
4990,106815226.0,39.0,1.0,Среднее,Состою в браке,1.0,1.0,2.0,1.0,Астраханская область,Астраханская область,Астраханская область,0.0,0.0
4991,106817291.0,63.0,1.0,Среднее специальное,Вдовец/Вдова,2.0,0.0,1.0,2.0,Костромская область,Костромская область,Костромская область,0.0,0.0
4992,106813477.0,26.0,1.0,Среднее,Состою в браке,2.0,2.0,2.0,1.0,Курганская область,Курганская область,Курганская область,0.0,1.0
4993,106813031.0,30.0,0.0,Высшее,Не состоял в браке,0.0,0.0,2.0,1.0,Камчатская область,Камчатская область,Камчатская область,0.0,1.0
4994,106808891.0,36.0,0.0,Высшее,Состою в браке,3.0,3.0,2.0,1.0,Амурская область,Амурская область,Амурская область,0.0,0.0
4995,106812796.0,41.0,1.0,Высшее,Не состоял в браке,1.0,1.0,2.0,1.0,Саратовская область,Саратовская область,Саратовская область,1.0,0.0
4996,106817453.0,24.0,1.0,Среднее,Состою в браке,0.0,0.0,2.0,1.0,Владимирская область,Владимирская область,Владимирская область,0.0,0.0
4997,106820232.0,31.0,1.0,Высшее,Состою в браке,1.0,1.0,2.0,1.0,Свердловская область,Свердловская область,Свердловская область,0.0,0.0
4998,106810680.0,65.0,0.0,Среднее специальное,Состою в браке,2.0,0.0,1.0,2.0,Адыгея,Адыгея,Адыгея,0.0,0.0
4999,106817599.0,48.0,1.0,Среднее специальное,Состою в браке,2.0,0.0,2.0,1.0,Алтайский край,Алтайский край,Алтайский край,0.0,0.0
5000,106807641.0,37.0,1.0,Высшее,Не состоял в браке,0.0,0.0,2.0,1.0,Омская область,Омская область,Омская область,0.0,0.0
5001,106811176.0,57.0,1.0,Высшее,Состою в браке,0.0,0.0,2.0,2.0,Краснодарский край,Краснодарский край,Краснодарский край,0.0,0.0
5002,106805231.0,23.0,0.0,Среднее,Состою в браке,0.0,0.0,2.0,1.0,Магаданская область,Магаданская область,Магаданская область,0.0,0.0
5003,106808718.0,63.0,1.0,Среднее специальное,Вдовец/Вдова,1.0,0.0,2.0,1.0,Ульяновская область,Ульяновская область,Ульяновская область,1.0,0.0
5004,106811047.0,50.0,1.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Тульская область,Тульская область,Тульская область,0.0,0.0
5005,106813551.0,44.0,1.0,Среднее специальное,Разведен(а),1.0,1.0,2.0,1.0,Самарская область,Самарская область,Самарская область,0.0,0.0
5006,106818734.0,29.0,1.0,Высшее,Состою в браке,0.0,0.0,2.0,1.0,Приморский край,Приморский край,Приморский край,1.0,0.0
5007,106815567.0,35.0,1.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Вологодская область,Вологодская область,Вологодская область,1.0,0.0
5008,106810077.0,54.0,0.0,Среднее специальное,Состою в браке,2.0,0.0,2.0,2.0,Кемеровская область,Кемеровская область,Кемеровская область,0.0,0.0
5009,106805433.0,41.0,0.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Челябинская область,Челябинская область,Челябинская область,1.0,0.0
5010,106817454.0,55.0,1.0,Высшее,Состою в браке,1.0,1.0,1.0,2.0,Удмуртия,Удмуртия,Удмуртия,1.0,0.0
5011,106819818.0,63.0,0.0,Высшее,Состою в браке,0.0,0.0,1.0,2.0,Амурская область,Амурская область,Амурская область,0.0,0.0
5012,106816106.0,43.0,0.0,Среднее,Состою в браке,2.0,2.0,2.0,1.0,Воронежская область,Воронежская область,Воронежская область,1.0,0.0
5013,106811284.0,32.0,0.0,Неоконченное высшее,Состою в браке,1.0,2.0,2.0,1.0,Саратовская область,Саратовская область,Саратовская область,0.0,0.0
5014,106805498.0,48.0,0.0,Среднее специальное,Не состоял в браке,0.0,0.0,2.0,1.0,Якутия,Якутия,Якутия,0.0,0.0
5015,106815351.0,42.0,0.0,Среднее,Состою в браке,1.0,1.0,2.0,1.0,Читинская область,Читинская область,Читинская область,1.0,1.0
5016,106817104.0,51.0,0.0,Среднее,Разведен(а),2.0,0.0,2.0,1.0,Москва,Москва,Москва,0.0,1.0
5017,106820105.0,57.0,0.0,Среднее специальное,Не состоял в браке,1.0,0.0,2.0,1.0,Ленинградская область,Ленинградская область,Ленинградская область,0.0,0.0
5018,106816921.0,39.0,1.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Ленинградская область,Ленинградская область,Ленинградская область,0.0,0.0
5019,106807748.0,35.0,1.0,Высшее,Состою в браке,2.0,2.0,2.0,1.0,Архангельская область,Архангельская область,Архангельская область,0.0,0.0
5020,106808964.0,33.0,0.0,Среднее специальное,Не состоял в браке,0.0,0.0,2.0,1.0,Самарская область,Самарская область,Самарская область,0.0,0.0
5021,106818057.0,26.0,1.0,Высшее,Не состоял в браке,0.0,0.0,2.0,1.0,Калужская область,Калужская область,Калужская область,1.0,0.0
5022,106820305.0,30.0,0.0,Среднее специальное,Состою в браке,1.0,1.0,2.0,1.0,Бурятия,Бурятия,Бурятия,0.0,0.0
5023,106812364.0,42.0,1.0,Среднее специальное,Состою в браке,0.0,0.0,2.0,1.0,Карелия,Карелия,Карелия,0.0,0.0
