gen_industry,gen_title,job_dir,work_time,id_client
Другие сферы,Специалист,Участие в основ. деятельности,312.0,106806757.0
Торговля,Специалист,Кадровая служба и секретариат,48.0,106806758.0
Строительство,Высококвалифиц. специалист,Участие в основ. деятельности,18.0,106806759.0
Информационные услуги,Служащий,Участие в основ. деятельности,180.0,106806760.0
Другие сферы,Рабочий,Участие в основ. деятельности,168.0,106806761.0
Другие сферы,Рабочий,Участие в основ. деятельности,336.0,106806762.0
Металлургия/Промышленность/Машиностроение,Служащий,Участие в основ. деятельности,23.0,106806763.0
Торговля,Специалист,Участие в основ. деятельности,18.0,106806764.0
Торговля,Специалист,Участие в основ. деятельности,24.0,106806765.0
Другие сферы,Специалист,Участие в основ. деятельности,48.0,106806766.0
Строительство,Специалист,Участие в основ. деятельности,109.0,106806767.0
Металлургия/Промышленность/Машиностроение,Специалист,"Бухгалтерия, финансы, планир.",17.0,106806768.0
Торговля,Специалист,Участие в основ. деятельности,12.0,106806769.0
Государственная служба,Другое,Участие в основ. деятельности,168.0,106806770.0
Другие сферы,Специалист,Участие в основ. деятельности,324.0,106806771.0
Наука,Специалист,Участие в основ. деятельности,96.0,106806772.0
Строительство,Рабочий,Участие в основ. деятельности,24.0,106806773.0
Здравоохранение,Рабочий,Вспомогательный техперсонал,48.0,106806774.0
Здравоохранение,Рабочий,Вспомогательный техперсонал,180.0,106806775.0
Другие сферы,Специалист,Адм-хоз. и трансп. службы,288.0,106806776.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,144.0,106806777.0
,,,,106806778.0
Образование,Специалист,Участие в основ. деятельности,240.0,106806779.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,36.0,106806780.0
Образование,Специалист,Участие в основ. деятельности,132.0,106806781.0
Другие сферы,Рабочий,Участие в основ. деятельности,12.0,106806782.0
Нефтегазовая промышленность,Рабочий,Участие в основ. деятельности,168.0,106806783.0
Металлургия/Промышленность/Машиностроение,Руководитель низшего звена,Участие в основ. деятельности,15.0,106806784.0
Строительство,Высококвалифиц. специалист,Участие в основ. деятельности,34.0,106806785.0
Образование,Специалист,"Бухгалтерия, финансы, планир.",204.0,106806786.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,6.0,106806787.0
Государственная служба,Специалист,Участие в основ. деятельности,48.0,106806788.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,84.0,106806789.0
Сельское хозяйство,Рабочий,Участие в основ. деятельности,336.0,106806790.0
Торговля,Работник сферы услуг,Участие в основ. деятельности,12.0,106806791.0
Торговля,Специалист,Участие в основ. деятельности,24.0,106806792.0
Государственная служба,Специалист,Участие в основ. деятельности,18.0,106806793.0
Коммунальное хоз-во/Дорожные службы,Руководитель низшего звена,Пр-техн. обесп. и телеком.,156.0,106806794.0
Здравоохранение,Рабочий,Участие в основ. деятельности,14.0,106806795.0
Сельское хозяйство,Рабочий,Участие в основ. деятельности,25.0,106806796.0
Транспорт,Высококвалифиц. специалист,Участие в основ. деятельности,60.0,106806797.0
Торговля,Работник сферы услуг,Участие в основ. деятельности,24.0,106806798.0
Здравоохранение,Специалист,Участие в основ. деятельности,36.0,106806799.0
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,204.0,106806800.0
Государственная служба,Специалист,Кадровая служба и секретариат,48.0,106806801.0
Торговля,Специалист,Участие в основ. деятельности,18.0,106806802.0
Образование,Специалист,Участие в основ. деятельности,60.0,106806803.0
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,108.0,106806804.0
Торговля,Служащий,Адм-хоз. и трансп. службы,50.0,106807085.0
Государственная служба,Служащий,Адм-хоз. и трансп. службы,132.0,106806805.0
Торговля,Служащий,Служба безопасности,12.0,106806806.0
,,,,106806807.0
Торговля,Работник сферы услуг,Участие в основ. деятельности,96.0,106806808.0
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,25.0,106806809.0
Образование,Рабочий,Снабжение и сбыт,240.0,106806810.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,252.0,106806811.0
Торговля,Служащий,Участие в основ. деятельности,48.0,106806812.0
Государственная служба,Специалист,Участие в основ. деятельности,45.0,106806813.0
,,,,106806814.0
Металлургия/Промышленность/Машиностроение,Работник сферы услуг,Участие в основ. деятельности,67.0,106806815.0
ЧОП/Детективная д-ть,Специалист,Участие в основ. деятельности,504.0,106806816.0
Образование,Специалист,Участие в основ. деятельности,45.0,106806817.0
Другие сферы,Другое,Участие в основ. деятельности,72.0,106806818.0
Туризм,Руководитель высшего звена,Участие в основ. деятельности,18.0,106806819.0
Наука,Специалист,Вспомогательный техперсонал,312.0,106806820.0
Транспорт,Рабочий,Снабжение и сбыт,12.0,106806821.0
,,,,106806822.0
Другие сферы,Рабочий,Участие в основ. деятельности,24.0,106806823.0
Транспорт,Индивидуальный предприниматель,Участие в основ. деятельности,36.0,106806824.0
Образование,Специалист,Участие в основ. деятельности,70.0,106806825.0
Государственная служба,Рабочий,Вспомогательный техперсонал,14.0,106806826.0
Химия/Парфюмерия/Фармацевтика,Высококвалифиц. специалист,Снабжение и сбыт,36.0,106806827.0
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,36.0,106806828.0
Торговля,Рабочий,Участие в основ. деятельности,60.0,106806829.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,15.0,106806830.0
Нефтегазовая промышленность,Рабочий,Участие в основ. деятельности,36.0,106806831.0
Торговля,Другое,Участие в основ. деятельности,60.0,106806832.0
Торговля,Рабочий,Участие в основ. деятельности,120.0,106806833.0
ЧОП/Детективная д-ть,Рабочий,Участие в основ. деятельности,8.0,106806834.0
Коммунальное хоз-во/Дорожные службы,Работник сферы услуг,Участие в основ. деятельности,132.0,106806835.0
Государственная служба,Военнослужащий по контракту,Участие в основ. деятельности,4.0,106806836.0
Другие сферы,Рабочий,Участие в основ. деятельности,6.0,106806837.0
Торговля,Специалист,Участие в основ. деятельности,24.0,106806838.0
,,,,106806839.0
Торговля,Специалист,Вспомогательный техперсонал,3.0,106806840.0
Транспорт,Рабочий,Участие в основ. деятельности,276.0,106806841.0
Образование,Рабочий,Участие в основ. деятельности,288.0,106806842.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,96.0,106806843.0
Сельское хозяйство,Рабочий,Участие в основ. деятельности,8.0,106806844.0
Другие сферы,Рабочий,"Бухгалтерия, финансы, планир.",180.0,106806845.0
Другие сферы,Работник сферы услуг,Участие в основ. деятельности,180.0,106806846.0
Сборочные производства,Рабочий,Участие в основ. деятельности,48.0,106806847.0
Торговля,Рабочий,Участие в основ. деятельности,4.0,106806848.0
Другие сферы,Рабочий,Участие в основ. деятельности,24.0,106806849.0
Другие сферы,Руководитель низшего звена,Служба безопасности,69.0,106806850.0
Здравоохранение,Рабочий,Участие в основ. деятельности,22.0,106806851.0
Государственная служба,Специалист,Участие в основ. деятельности,12.0,106806852.0
Образование,Рабочий,Вспомогательный техперсонал,12.0,106806853.0
Государственная служба,Рабочий,Участие в основ. деятельности,18.0,106806854.0
Государственная служба,Рабочий,Участие в основ. деятельности,120.0,106806855.0
Здравоохранение,Специалист,Участие в основ. деятельности,12.0,106806856.0
Торговля,Рабочий,Участие в основ. деятельности,12.0,106806857.0
Другие сферы,Специалист,Участие в основ. деятельности,180.0,106806858.0
Торговля,Рабочий,Участие в основ. деятельности,8.0,106806859.0
Государственная служба,Рабочий,Участие в основ. деятельности,168.0,106806860.0
Государственная служба,Специалист,Участие в основ. деятельности,60.0,106806862.0
Государственная служба,Рабочий,Вспомогательный техперсонал,120.0,106806863.0
ЧОП/Детективная д-ть,Рабочий,Участие в основ. деятельности,18.0,106806864.0
Химия/Парфюмерия/Фармацевтика,Специалист,Участие в основ. деятельности,4.0,106806865.0
Строительство,Рабочий,Участие в основ. деятельности,12.0,106806866.0
,,,,106806867.0
Другие сферы,Специалист,Участие в основ. деятельности,12.0,106806868.0
Образование,Специалист,Участие в основ. деятельности,91.0,106806869.0
Государственная служба,Специалист,Участие в основ. деятельности,19.0,106806870.0
Образование,Специалист,Участие в основ. деятельности,156.0,106806871.0
Государственная служба,Служащий,Участие в основ. деятельности,60.0,106806872.0
Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,360.0,106806873.0
Торговля,Рабочий,Участие в основ. деятельности,60.0,106806874.0
Государственная служба,Служащий,Участие в основ. деятельности,7.0,106806875.0
Государственная служба,Руководитель высшего звена,Участие в основ. деятельности,156.0,106806876.0
Здравоохранение,Специалист,Участие в основ. деятельности,16.0,106806877.0
Другие сферы,Рабочий,Вспомогательный техперсонал,12.0,106806878.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,335.0,106806879.0
Развлечения/Искусство,Работник сферы услуг,Участие в основ. деятельности,60.0,106806880.0
Торговля,Специалист,Реклама и маркетинг,22.0,106806881.0
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,288.0,106806882.0
Образование,Специалист,Участие в основ. деятельности,84.0,106806883.0
Торговля,Рабочий,Участие в основ. деятельности,420.0,106806884.0
Другие сферы,Индивидуальный предприниматель,Участие в основ. деятельности,96.0,106806885.0
Здравоохранение,Руководитель высшего звена,Участие в основ. деятельности,264.0,106806886.0
Энергетика,Специалист,Участие в основ. деятельности,10.0,106806887.0
Торговля,Рабочий,Участие в основ. деятельности,43.0,106806888.0
Транспорт,Рабочий,Адм-хоз. и трансп. службы,48.0,106806889.0
Торговля,Рабочий,Участие в основ. деятельности,240.0,106806890.0
Государственная служба,Специалист,Участие в основ. деятельности,36.0,106806891.0
,,,,106806892.0
Образование,Специалист,Участие в основ. деятельности,36.0,106806893.0
,,,,106806894.0
Государственная служба,Специалист,Участие в основ. деятельности,360.0,106806895.0
Другие сферы,Специалист,Участие в основ. деятельности,25.0,106806896.0
,,,,106806897.0
Коммунальное хоз-во/Дорожные службы,Служащий,Участие в основ. деятельности,24.0,106806898.0
Сельское хозяйство,Рабочий,Участие в основ. деятельности,24.0,106806899.0
Строительство,Специалист,Участие в основ. деятельности,60.0,106806900.0
Здравоохранение,Работник сферы услуг,Участие в основ. деятельности,240.0,106806901.0
Сборочные производства,Рабочий,Участие в основ. деятельности,4320.0,106806902.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,48.0,106806903.0
,,,,106806904.0
Сельское хозяйство,Рабочий,Участие в основ. деятельности,18.0,106806905.0
Здравоохранение,Служащий,Участие в основ. деятельности,24.0,106806906.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,11.0,106806907.0
Другие сферы,Специалист,Участие в основ. деятельности,36.0,106806908.0
Здравоохранение,Рабочий,Участие в основ. деятельности,240.0,106806909.0
Здравоохранение,Рабочий,Участие в основ. деятельности,46.0,106806910.0
Строительство,Индивидуальный предприниматель,Участие в основ. деятельности,36.0,106806911.0
Другие сферы,Служащий,Участие в основ. деятельности,120.0,106806912.0
Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,10.0,106806913.0
Образование,Специалист,Участие в основ. деятельности,36.0,106806914.0
Транспорт,Руководитель среднего звена,Участие в основ. деятельности,60.0,106806915.0
ЧОП/Детективная д-ть,Служащий,Участие в основ. деятельности,25.0,106806916.0
Другие сферы,Специалист,Участие в основ. деятельности,156.0,106806917.0
Сборочные производства,Специалист,Участие в основ. деятельности,12.0,106806918.0
ЧОП/Детективная д-ть,Служащий,Служба безопасности,18.0,106806919.0
Торговля,Служащий,Участие в основ. деятельности,36.0,106806920.0
Здравоохранение,Рабочий,Участие в основ. деятельности,276.0,106806921.0
,,,,106806922.0
Другие сферы,Специалист,Участие в основ. деятельности,36.0,106806923.0
Транспорт,Специалист,Участие в основ. деятельности,60.0,106806924.0
Строительство,Рабочий,Участие в основ. деятельности,60.0,106806925.0
,,,,106806926.0
Сборочные производства,Специалист,Участие в основ. деятельности,228.0,106806927.0
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,24.0,106806928.0
Государственная служба,Специалист,Участие в основ. деятельности,192.0,106806929.0
Государственная служба,Рабочий,Участие в основ. деятельности,108.0,106806930.0
Информационные услуги,Руководитель высшего звена,Кадровая служба и секретариат,204.0,106806931.0
ЧОП/Детективная д-ть,Рабочий,Участие в основ. деятельности,36.0,106806932.0
Здравоохранение,Специалист,Участие в основ. деятельности,60.0,106806933.0
,,,,106806934.0
,,,,106806935.0
Торговля,Специалист,Участие в основ. деятельности,60.0,106806936.0
,,,,106806937.0
Другие сферы,Специалист,Участие в основ. деятельности,30.0,106806938.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,84.0,106806939.0
Другие сферы,Работник сферы услуг,Вспомогательный техперсонал,36.0,106806940.0
Здравоохранение,Рабочий,Участие в основ. деятельности,120.0,106806941.0
,,,,106806942.0
Другие сферы,Специалист,Участие в основ. деятельности,204.0,106806943.0
Здравоохранение,Служащий,Участие в основ. деятельности,9.0,106806944.0
Другие сферы,Рабочий,Участие в основ. деятельности,12.0,106806945.0
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,20.0,106806946.0
Банк/Финансы,Специалист,"Бухгалтерия, финансы, планир.",36.0,106806947.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,120.0,106806948.0
Нефтегазовая промышленность,Рабочий,Участие в основ. деятельности,216.0,106806949.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,300.0,106806950.0
,,,,106806951.0
Торговля,Специалист,Участие в основ. деятельности,60.0,106806952.0
Сельское хозяйство,Рабочий,Участие в основ. деятельности,24.0,106806953.0
Салоны красоты и здоровья,Специалист,Участие в основ. деятельности,24.0,106806954.0
Здравоохранение,Специалист,Пр-техн. обесп. и телеком.,1.0,106806955.0
Транспорт,Рабочий,Участие в основ. деятельности,12.0,106806956.0
Энергетика,Специалист,Вспомогательный техперсонал,180.0,106806957.0
,,,,106806958.0
Другие сферы,Рабочий,Участие в основ. деятельности,24.0,106806959.0
Торговля,Специалист,Участие в основ. деятельности,24.0,106806960.0
,,,,106806961.0
Торговля,Служащий,Вспомогательный техперсонал,12.0,106806962.0
Другие сферы,Рабочий,Вспомогательный техперсонал,36.0,106806963.0
Торговля,Рабочий,Участие в основ. деятельности,84.0,106806964.0
,,,,106806965.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,48.0,106806966.0
Транспорт,Работник сферы услуг,Адм-хоз. и трансп. службы,14.0,106806967.0
Металлургия/Промышленность/Машиностроение,Служащий,Участие в основ. деятельности,4.0,106806968.0
Образование,Специалист,Участие в основ. деятельности,96.0,106806969.0
Другие сферы,Рабочий,Участие в основ. деятельности,23.0,106806970.0
Нефтегазовая промышленность,Другое,Участие в основ. деятельности,96.0,106806971.0
Транспорт,Рабочий,Участие в основ. деятельности,10.0,106806972.0
,,,,106806973.0
Торговля,Руководитель среднего звена,Участие в основ. деятельности,30.0,106806974.0
Здравоохранение,Специалист,Участие в основ. деятельности,240.0,106806975.0
Другие сферы,Рабочий,Участие в основ. деятельности,36.0,106806976.0
Торговля,Рабочий,Участие в основ. деятельности,360.0,106807139.0
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,14.0,106806977.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,20.0,106806978.0
,,,,106806979.0
Металлургия/Промышленность/Машиностроение,Высококвалифиц. специалист,Участие в основ. деятельности,110.0,106806980.0
Другие сферы,Специалист,Участие в основ. деятельности,18.0,106806981.0
,,,,106806982.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,3.0,106806983.0
Торговля,Служащий,Участие в основ. деятельности,384.0,106806984.0
Другие сферы,Служащий,Участие в основ. деятельности,24.0,106806985.0
Образование,Рабочий,Вспомогательный техперсонал,5.0,106806986.0
,,,,106806987.0
Салоны красоты и здоровья,Высококвалифиц. специалист,Участие в основ. деятельности,24.0,106806988.0
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,60.0,106806989.0
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,72.0,106806990.0
Строительство,Руководитель низшего звена,Участие в основ. деятельности,48.0,106806991.0
Государственная служба,Руководитель высшего звена,Участие в основ. деятельности,72.0,106806992.0
Салоны красоты и здоровья,Специалист,Участие в основ. деятельности,24.0,106806993.0
Транспорт,Рабочий,Участие в основ. деятельности,18.0,106806994.0
Торговля,Специалист,"Бухгалтерия, финансы, планир.",24.0,106806995.0
,,,,106806996.0
,,,,106806997.0
Государственная служба,Специалист,Участие в основ. деятельности,18.0,106806998.0
Торговля,Специалист,Участие в основ. деятельности,13.0,106806999.0
Сельское хозяйство,Рабочий,Участие в основ. деятельности,72.0,106807000.0
Здравоохранение,Служащий,Снабжение и сбыт,144.0,106807001.0
Другие сферы,Специалист,Участие в основ. деятельности,60.0,106807002.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,6.0,106807003.0
Здравоохранение,Рабочий,Участие в основ. деятельности,10.0,106807004.0
Торговля,Рабочий,Вспомогательный техперсонал,72.0,106807005.0
Образование,Высококвалифиц. специалист,Участие в основ. деятельности,216.0,106807006.0
Коммунальное хоз-во/Дорожные службы,Служащий,Адм-хоз. и трансп. службы,6.0,106807007.0
Строительство,Рабочий,Участие в основ. деятельности,60.0,106807008.0
,,,,106807009.0
,,,,106807010.0
Здравоохранение,Высококвалифиц. специалист,Участие в основ. деятельности,36.0,106807011.0
Наука,Специалист,Участие в основ. деятельности,60.0,106807012.0
Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,6.0,106807013.0
,,,,106807014.0
Здравоохранение,Специалист,Участие в основ. деятельности,18.0,106807015.0
Здравоохранение,Рабочий,Вспомогательный техперсонал,108.0,106807016.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,264.0,106807017.0
Коммунальное хоз-во/Дорожные службы,Рабочий,Снабжение и сбыт,96.0,106807018.0
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,60.0,106807019.0
,,,,106807020.0
Торговля,Специалист,Снабжение и сбыт,108.0,106807021.0
Государственная служба,Специалист,"Бухгалтерия, финансы, планир.",132.0,106807022.0
Строительство,Рабочий,Участие в основ. деятельности,36.0,106807023.0
Другие сферы,Рабочий,Участие в основ. деятельности,18.0,106807024.0
Сельское хозяйство,Рабочий,Участие в основ. деятельности,15.0,106807025.0
,,,,106807026.0
Сельское хозяйство,Высококвалифиц. специалист,Участие в основ. деятельности,48.0,106807027.0
Торговля,Рабочий,Участие в основ. деятельности,12.0,106807028.0
Сборочные производства,Специалист,Участие в основ. деятельности,36.0,106807029.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,26.0,106807030.0
Торговля,Высококвалифиц. специалист,Участие в основ. деятельности,60.0,106807031.0
Сборочные производства,Специалист,"Бухгалтерия, финансы, планир.",36.0,106807032.0
Энергетика,Специалист,Участие в основ. деятельности,36.0,106807033.0
,,,,106807140.0
Информационные услуги,Высококвалифиц. специалист,Пр-техн. обесп. и телеком.,72.0,106807034.0
Здравоохранение,Специалист,Вспомогательный техперсонал,252.0,106807035.0
Транспорт,Служащий,Участие в основ. деятельности,16.0,106807036.0
Транспорт,Специалист,Участие в основ. деятельности,18.0,106807037.0
Салоны красоты и здоровья,Специалист,Участие в основ. деятельности,36.0,106807038.0
Другие сферы,Служащий,Участие в основ. деятельности,12.0,106807039.0
Торговля,Специалист,Участие в основ. деятельности,4.0,106807040.0
Транспорт,Руководитель низшего звена,Участие в основ. деятельности,65.0,106807041.0
Торговля,Рабочий,Участие в основ. деятельности,12.0,106807042.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,6.0,106807043.0
Ресторанный бизнес/Общественное питание,Руководитель высшего звена,Участие в основ. деятельности,48.0,106807044.0
Образование,Служащий,Участие в основ. деятельности,120.0,106807045.0
Государственная служба,Руководитель среднего звена,Служба безопасности,171.0,106807046.0
Другие сферы,Специалист,Участие в основ. деятельности,84.0,106807047.0
Образование,Рабочий,Участие в основ. деятельности,204.0,106807048.0
Энергетика,Служащий,Участие в основ. деятельности,84.0,106807049.0
Ресторанный бизнес/Общественное питание,Работник сферы услуг,Участие в основ. деятельности,120.0,106807050.0
Торговля,Работник сферы услуг,Вспомогательный техперсонал,84.0,106807051.0
Торговля,Специалист,Снабжение и сбыт,72.0,106807052.0
,,,,106807053.0
Государственная служба,Военнослужащий по контракту,Участие в основ. деятельности,6.0,106807054.0
Другие сферы,Специалист,Участие в основ. деятельности,180.0,106807055.0
Здравоохранение,Специалист,"Бухгалтерия, финансы, планир.",84.0,106807056.0
Здравоохранение,Рабочий,Участие в основ. деятельности,62.0,106807057.0
Транспорт,Специалист,Участие в основ. деятельности,6.0,106807058.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,24.0,106807059.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,84.0,106807060.0
Здравоохранение,Специалист,Участие в основ. деятельности,96.0,106807061.0
Здравоохранение,Служащий,Участие в основ. деятельности,48.0,106807062.0
Сельское хозяйство,Рабочий,Участие в основ. деятельности,36.0,106807063.0
Другие сферы,Рабочий,Участие в основ. деятельности,48.0,106807064.0
Сельское хозяйство,Рабочий,Вспомогательный техперсонал,180.0,106807065.0
Другие сферы,Рабочий,Участие в основ. деятельности,12.0,106807066.0
Государственная служба,Специалист,Участие в основ. деятельности,48.0,106807067.0
Другие сферы,Специалист,Участие в основ. деятельности,84.0,106807068.0
Транспорт,Рабочий,Юридическая служба,60.0,106807069.0
Здравоохранение,Специалист,Участие в основ. деятельности,72.0,106807070.0
Образование,Специалист,Участие в основ. деятельности,12.0,106807071.0
Сельское хозяйство,Рабочий,Вспомогательный техперсонал,36.0,106807072.0
Торговля,Служащий,Участие в основ. деятельности,29.0,106807073.0
Другие сферы,Специалист,Участие в основ. деятельности,36.0,106807074.0
Образование,Рабочий,Участие в основ. деятельности,60.0,106807075.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,10.0,106807076.0
Государственная служба,Высококвалифиц. специалист,Участие в основ. деятельности,140.0,106807077.0
Нефтегазовая промышленность,Высококвалифиц. специалист,Участие в основ. деятельности,24.0,106807078.0
Салоны красоты и здоровья,Специалист,Участие в основ. деятельности,48.0,106807079.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,18.0,106807080.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,180.0,106807081.0
ЧОП/Детективная д-ть,Специалист,Участие в основ. деятельности,96.0,106807082.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,40.0,106807083.0
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,84.0,106807084.0
,,,,106808107.0
Химия/Парфюмерия/Фармацевтика,Специалист,Участие в основ. деятельности,12.0,106807086.0
Здравоохранение,Специалист,Участие в основ. деятельности,120.0,106807087.0
Торговля,Рабочий,Участие в основ. деятельности,3.0,106807088.0
Торговля,Специалист,Участие в основ. деятельности,4.0,106807089.0
Образование,Специалист,Участие в основ. деятельности,48.0,106807090.0
Развлечения/Искусство,Рабочий,Участие в основ. деятельности,65.0,106807091.0
Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,300.0,106807092.0
Сборочные производства,Рабочий,Участие в основ. деятельности,32.0,106807093.0
Торговля,Рабочий,Снабжение и сбыт,36.0,106807094.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,444.0,106807095.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,96.0,106807096.0
Государственная служба,Рабочий,Участие в основ. деятельности,36.0,106807097.0
Салоны красоты и здоровья,Высококвалифиц. специалист,Снабжение и сбыт,48.0,106807098.0
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,108.0,106807099.0
Другие сферы,Рабочий,Участие в основ. деятельности,8.0,106807100.0
Сельское хозяйство,Рабочий,Участие в основ. деятельности,228.0,106807101.0
Другие сферы,Специалист,Участие в основ. деятельности,18.0,106807102.0
,,,,106807103.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,72.0,106807104.0
Коммунальное хоз-во/Дорожные службы,Специалист,Вспомогательный техперсонал,204.0,106807105.0
Страхование,Рабочий,Участие в основ. деятельности,36.0,106807106.0
Здравоохранение,Служащий,Участие в основ. деятельности,72.0,106807107.0
Торговля,Специалист,Участие в основ. деятельности,36.0,106807108.0
Образование,Руководитель среднего звена,Участие в основ. деятельности,120.0,106807109.0
Строительство,Рабочий,Участие в основ. деятельности,4.0,106807110.0
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,159.0,106807111.0
Государственная служба,Служащий,Участие в основ. деятельности,20.0,106807112.0
Химия/Парфюмерия/Фармацевтика,Рабочий,Участие в основ. деятельности,48.0,106807113.0
Торговля,Специалист,Участие в основ. деятельности,16.0,106807114.0
Информационные услуги,Рабочий,Участие в основ. деятельности,24.0,106807115.0
Коммунальное хоз-во/Дорожные службы,Высококвалифиц. специалист,Участие в основ. деятельности,96.0,106807116.0
Образование,Специалист,Вспомогательный техперсонал,48.0,106807117.0
Ресторанный бизнес/Общественное питание,Рабочий,Вспомогательный техперсонал,108.0,106807118.0
Банк/Финансы,Служащий,"Бухгалтерия, финансы, планир.",48.0,106807119.0
Энергетика,Специалист,Участие в основ. деятельности,252.0,106807120.0
Государственная служба,Руководитель среднего звена,Вспомогательный техперсонал,132.0,106807121.0
Другие сферы,Рабочий,Участие в основ. деятельности,18.0,106807122.0
Государственная служба,Служащий,Участие в основ. деятельности,36.0,106807123.0
Государственная служба,Служащий,Участие в основ. деятельности,96.0,106807124.0
СМИ/Реклама/PR-агенства,Специалист,"Бухгалтерия, финансы, планир.",24.0,106807125.0
ЧОП/Детективная д-ть,Работник сферы услуг,Служба безопасности,12.0,106807126.0
,,,,106807127.0
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,48.0,106807128.0
Развлечения/Искусство,Руководитель среднего звена,Участие в основ. деятельности,120.0,106807129.0
Сельское хозяйство,Рабочий,Участие в основ. деятельности,36.0,106807130.0
Другие сферы,Рабочий,Вспомогательный техперсонал,80.0,106807131.0
Государственная служба,Специалист,Участие в основ. деятельности,24.0,106807132.0
